	Cases	Singular	Dual	Plural
0	Nominative	εμμετρια	ERROR: Nothing found with those parameters	εμμετρια
1	Genitive	εμμετρια	ERROR: Nothing found with those parameters	εμμετρια
2	Dative	εμμετρια	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
3	Accusative	εμμετριαν	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
4	Vocative	εμμετρια	ERROR: Nothing found with those parameters	εμμετρια
