{id{text{bare_text{seqence_num{lang_id{definition
0{36489{A{A{1{3{
1{36490{a{a{2{3{from, away from, out of
2{36491{abactus{abactus{1{3{driven away, driven off
3{36492{abacus{abacus{1{3{ a table of precious material for the display of plate
4{36493{abalienatio{abalienatio{1{3{a transfer of property, sale, cession
5{36494{abalieno{abalieno{1{3{to convey away, make a former transfer of, sell, alienate
6{36495{Abanteus{Abanteus{1{3{ of Abas (king of Argos): Argi, O. 
7{36496{Abantiades{Abantiades{1{3{ a son or descendant of Abas (king of Argos), O.
8{36497{abavus{abavus{1{3{a grandfather's grandfather
9{36498{abcido{abcido{1{3{
10{36499{Abdera{Abdera{1{3{ a town of Thrace, proverbial for narrow-minded people
11{36500{abdicatio{abdicatio{1{3{a formal laying down, voluntary renunciation, abdication
12{36501{abdico{abdico{1{3{
13{36502{abdico{abdico{2{3{to forbid by an unfavorable omen, reject (opp. addico)
14{36503{abditus{abditus{1{3{hidden, concealed, secret
15{36504{abdo{abdo{1{3{to put away, remove, set aside
16{36505{abdomen{abdomen{1{3{ the belly, abdomen: 
17{36506{abduco{abduco{1{3{to lead away, take away, carry off, remove, lead aside:
18{36507{Abella{Abella{1{3{ a town of Campania, V.
19{36508{abeo{abeo{1{3{ to go from, go away, go off, go forth, go, depart:
20{36509{abequito{abequito{1{3{to ride away (once):
21{36510{aberam{aberam{1{3{
22{36511{aberratio{aberratio{1{3{a relief, diversion
23{36512{aberro{aberro{1{3{to wander out of the way, lose the way, go astray:
24{36513{abfore{abfore{1{3{
25{36514{abhinc{abhinc{1{3{ of time, ago, since, before now
26{36515{abhorrens{abhorrens{1{3{incongruous, inappropriate
27{36516{abhorreo{abhorreo{1{3{to shrink back from, have an aversion for, shudder at, abhor:
28{36517{abicio{abicio{1{3{to throw from one, cast away, throw away, throw down
29{36518{abiecte{abiecte{1{3{dispiritedly, abjectly
30{36519{abiectio{abiectio{1{3{a casting down
31{36520{abiectus{abiectus{1{3{low, crouching
32{36521{abiegnus{abiegnus{1{3{of fir-wood, deal
33{36522{abies{abies{1{3{ the fir-tree, silver-fir:
34{36523{abigo{abigo{1{3{to drive away, drive off
35{36524{abiicio{abiicio{1{3{
36{36525{abin'{abin{1{3{
37{36526{abitio{abitio{1{3{a departure
38{36527{abitus{abitus{1{3{a departure, removal
39{36528{abiudico{abiudico{1{3{to give judgment against, deprive by a judicial decision, adjudge away:
40{36529{abiungo{abiungo{1{3{to unyoke, loose from harness:
41{36530{abiuro{abiuro{1{3{to deny on oath, abjure:
42{36531{ablatus{ablatus{1{3{P. of aufero.
43{36532{ablegatio{ablegatio{1{3{a sending away, sending off
44{36533{ablego{ablego{1{3{to send off, send out of the way, banish, send into exile:
45{36534{abligurrio{abligurrio{1{3{to consume in dainty living, waste in feasting (rare):
46{36535{abludo{abludo{1{3{to play out of tune.
47{36536{abluo{abluo{1{3{to wash away, remove by washing:
48{36537{abnego{abnego{1{3{to refuse, deny (poet.):
49{36538{abnormis{abnormis{1{3{deviating from rule, irregular
50{36539{abnuo{abnuo{1{3{to refuse by a sign, deny, refuse, reject, decline:
51{36540{abnuto{abnuto{1{3{to forbid with emphasis
52{36541{aboleo{aboleo{1{3{to destroy, abolish, efface, put out of the way, annihilate
53{36542{abolesco{abolesco{1{3{to decay gradually, vanish, disappear, die out
54{36543{abolitio{abolitio{1{3{an abolition
55{36544{abolla{abolla{1{3{ a mantle, cloak, 
56{36545{abominor{abominor{1{3{ orig. of bad omens, to deprecate, wish to nullify:
57{36546{Aborigines{Aborigines{1{3{the first ancestors of the Romans
58{36547{abortio{abortio{1{3{ the procuring of an untimely birth, abortion:
59{36548{abortivus{abortivus{1{3{ prematurely born:
60{36549{abortus{abortus{1{3{ an untimely birth
61{36550{abrado{abrado{1{3{to scrape away, shave off:
62{36551{abreptus{abreptus{1{3{P. of abripio.
63{36552{abripio{abripio{1{3{to take forcibly away, snatch away, tear from, force off
64{36553{abrogatio{abrogatio{1{3{repeal
65{36554{abrogo{abrogo{1{3{to repeal, annul, abrogate:
66{36555{abrotonum{abrotonum{1{3{ an aromatic plant, southern-wood (a medicine),
67{36556{abrumpo{abrumpo{1{3{to break off, break away, tear, rend, burst, sever:
68{36557{abruptio{abruptio{1{3{a breaking off
69{36558{abruptus{abruptus{1{3{broken off, cut off
70{36559{abs{abs{1{3{
71{36560{abscedo{abscedo{1{3{to give way, go off, move away, retire, withdraw, depart:
72{36561{abscessio{abscessio{1{3{ diminution (once)
73{36562{abscessus{abscessus{1{3{ a going away, departure, absence:
74{36563{abscidi{abscidi{1{3{ of abscīdo.
75{36564{abscidi{abscidi{2{3{ of abscindo.
76{36565{abscido{abscido{1{3{to cut off, hew off
77{36566{abscindo{abscindo{1{3{to tear off, break away, break off:
