	Cases	Singular	Dual	Plural
0	Nominative	θαμνος	ERROR: Nothing found with those parameters	θαμνοι
1	Genitive	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	θαμνοι
2	Dative	θαμνω	ERROR: Nothing found with those parameters	θαμνοις
3	Accusative	θαμνον	ERROR: Nothing found with those parameters	θαμνους
4	Vocative	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	θαμνοι
