	Person	Singular	Dual	Plural
0	First	χαλεπαινω	NULL	χαλεπαινομεν
1	Second	χαλεπαινεις	NULL	χαλεπαινετε
2	Third	χαλεπαινει	NULL	χαλεπαινουσι
