	Person	Singular	Dual	Plural
0	First	συνγιγνωσκω	NULL	συγγινωσκομεν
1	Second	συγγιγνωσκεις	NULL	συγγιγνωσκετε
2	Third	συγγινωσκει	NULL	συγγιγνωσκουσιν
