	Cases	Singular	Dual	Plural
0	Nominative	θρεπτειρ	ERROR: Nothing found with those parameters	θρεπτειρ
1	Genitive	θρεπτειρ	ERROR: Nothing found with those parameters	θρεπτειρ
2	Dative	θρεπτειρ	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
3	Accusative	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
4	Vocative	θρεπτειρ	ERROR: Nothing found with those parameters	θρεπτειρ
