	Cases	Singular	Dual	Plural
0	Nominative	ιχθῡδιον	ERROR: Nothing found with those parameters	ιχθυδια
1	Genitive	ιχθῡδιον	ERROR: Nothing found with those parameters	ιχθυδια
2	Dative	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
3	Accusative	ιχθῡδιον	ERROR: Nothing found with those parameters	ιχθυδια
4	Vocative	ιχθῡδιον	ERROR: Nothing found with those parameters	ιχθυδια
