	Cases	Singular	Dual	Plural
0	Nominative	δονᾰκευς	ERROR: Nothing found with those parameters	δονακηες
1	Genitive	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	δονακηες
2	Dative	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	δονακεσσι
3	Accusative	δονακηα	ERROR: Nothing found with those parameters	δονακας
4	Vocative	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	δονακηες
