	Cases	Singular	Dual	Plural
0	Nominative	δωτωρ	ERROR: Nothing found with those parameters	δωτορες
1	Genitive	δωτορ	ERROR: Nothing found with those parameters	δωτορες
2	Dative	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
3	Accusative	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
4	Vocative	δωτορ	ERROR: Nothing found with those parameters	δωτορες
