	Cases	Singular	Dual	Plural
0	Nominative	ευτολμια	ERROR: Nothing found with those parameters	ευτολμια
1	Genitive	ευτολμια	ERROR: Nothing found with those parameters	ευτολμια
2	Dative	ευτολμια	ERROR: Nothing found with those parameters	ευτολμιαις
3	Accusative	ευτολμιαν	ERROR: Nothing found with those parameters	ευτολμιας
4	Vocative	ευτολμια	ERROR: Nothing found with those parameters	ευτολμια
