	Cases	Singular	Dual	Plural
0	Nominative	ιησους	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
1	Genitive	ιησου	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
2	Dative	ιησου	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
3	Accusative	ιησουν	ERROR: Nothing found with those parameters	ιησους
4	Vocative	ιησου	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
