	Cases	Singular	Dual	Plural
0	Nominative	επῐχειρον	ERROR: Nothing found with those parameters	επιχειρα
1	Genitive	επῐχειρον	ERROR: Nothing found with those parameters	επιχειρα
2	Dative	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
3	Accusative	επῐχειρον	ERROR: Nothing found with those parameters	επιχειρα
4	Vocative	επῐχειρον	ERROR: Nothing found with those parameters	επιχειρα
