	Cases	Singular	Dual	Plural
0	Nominative	θεητρον	ERROR: Nothing found with those parameters	θεατρα
1	Genitive	θεητρον	ERROR: Nothing found with those parameters	θεατρα
2	Dative	θεᾱτρω	ERROR: Nothing found with those parameters	θεατροις
3	Accusative	θεητρον	ERROR: Nothing found with those parameters	θεατρα
4	Vocative	θεητρον	ERROR: Nothing found with those parameters	θεατρα
