	Person	Singular	Dual	Plural
0	First	δοκῐμαζω	NULL	δοκιμαζομεν
1	Second	δοκιμαζεις	NULL	δοκιμαζετε
2	Third	δοκιμαζει	NULL	δοκιμαζουσι
