	Cases	Singular	Dual	Plural
0	Nominative	δαρδᾰνος	ERROR: Nothing found with those parameters	δαρδᾰνοι
1	Genitive	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	δαρδᾰνοι
2	Dative	δαρδανω	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
3	Accusative	δαρδανον	ERROR: Nothing found with those parameters	δαρδανους
4	Vocative	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	δαρδᾰνοι
