	Person	Singular	Dual	Plural
0	First	συμβαλλω	NULL	συμβαλλομεν
1	Second	NULL	συμβαλλετον	συμβαλλετε
2	Third	συμβαλλει	συμβαλλετον	συμβαλλουσι
