	Cases	Singular	Dual	Plural
0	Nominative	εχιδν	ERROR: Nothing found with those parameters	εχιδν
1	Genitive	εχιδν	ERROR: Nothing found with those parameters	εχιδν
2	Dative	εχιδν	ERROR: Nothing found with those parameters	εχιδναις
3	Accusative	εχιδναν	ERROR: Nothing found with those parameters	εχιδνας
4	Vocative	εχιδν	ERROR: Nothing found with those parameters	εχιδν
