	Cases	Singular	Dual	Plural
0	Nominative	θῠσᾰνος	ERROR: Nothing found with those parameters	θυσανοι
1	Genitive	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	θυσανοι
2	Dative	θυσανω	ERROR: Nothing found with those parameters	θυσανοις
3	Accusative	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	θυσανους
4	Vocative	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	θυσανοι
