	FPP	POS	Dictionary Entry
1400	cribrum	noun	cribrum, cribri, n
1401	crimen	noun	crimen, criminis, n
1402	criminatio	noun	criminatio, f indecl.
1403	criminator	noun	criminator, m indecl.
1404	crinis	noun	crinis, crinis, m
1405	crista	noun	crista, cristae, f
1406	crocodilus	noun	crocodilus, crocodili, m
1407	crocota	noun	crocota, f indecl.
1408	crotalistria	noun	crotalistria, crotalistriae, f
1409	crotalum	noun	crotalum, crotali, n
1410	cruciamentum	noun	cruciamentum, n indecl.
1411	cruciatus	noun	cruciatus, cruciatus, m
1412	cruciatus	noun	cruciatus, cruciatus, m
1413	crudelitas	noun	crudelitas, crudelitatis, f
1414	cruditas	noun	cruditas, f indecl.
1415	crumena	noun	crumena, f indecl.
1416	cruor	noun	cruor, cruoris, m
1417	cruppellarii	noun	cruppellarii, m indecl.
1418	crus	noun	crus, cruris, n
1419	crusta	noun	crusta, crustae, f
1420	crustulum	noun	crustulum, n indecl.
1421	crustum	noun	crustum, crusti, n
1422	crux	noun	crux, crucis, m
1423	crypta	noun	crypta, cryptae, f
1424	crystallinum	noun	crystallinum, n indecl.
1425	cubiculum	noun	cubiculum, cubiculi, n
1426	cubile	noun	cubile, cubilis, n
1427	cubital	noun	cubital, cubitalis, n
1428	cubitum	noun	cubitum, cubiti, n
1429	cubus	noun	cubus, cubi, m
1430	cucullus	noun	cucullus, cuculli, m
1431	cucullus	noun	cucullus, cuculli, m
1432	cucumis	noun	cucumis, cucumeris, m
1433	cucurbita	noun	cucurbita, cucurbitae, f
1434	culcita	noun	culcita, culcitae, f
1435	culex	noun	culex, culicis, m
1436	culina	noun	culina, culinae, f
1437	culleus	noun	culleus, cullei, m
1438	culmen	noun	culmen, culminis, n
1439	culmus	noun	culmus, culmi, m
1440	culpa	noun	culpa, culpae, f
1441	culta	noun	culta, n indecl.
1442	cultellus	noun	cultellus, cultelli, m
1443	culter	noun	culter, cultri, m
1444	cultio	noun	cultio, cultionis, f
1445	cultor	noun	cultor, m indecl.
1446	cultrix	noun	cultrix, f indecl.
1447	cultura	noun	cultura, culturae, f
1448	cultus	noun	cultus, cultus, m
1449	culullus	noun	culullus, m indecl.
1450	culus	noun	culus, culi, m
1451	cumera	noun	cumera, f indecl.
1452	cuminum	noun	cuminum, cumini, n
1453	cumulus	noun	cumulus, cumuli, m
1454	cunabula	noun	cunabula, n indecl.
1455	cunae	noun	cunae, f indecl.
1456	cunctatio	noun	cunctatio, cunctationis, f
1457	cunctator	noun	cunctator, m indecl.
1458	cuneolus	noun	cuneolus, cuneoli, m
1459	cuneus	noun	cuneus, cunei, m
1460	cuniculus	noun	cuniculus, cuniculi, m
1461	cunnus	noun	cunnus, cunni, m
1462	cupa	noun	cupa, cupae, f
1463	Cupencus	noun	Cupencus, cupenci, m
1464	cupiditas	noun	cupiditas, cupiditatis, f
1465	cupido	noun	cupido, cupidinis, m
1466	Cupido	noun	Cupido, cupidinis, m
1467	cupitor	noun	cupitor, m indecl.
1468	cuppedia	noun	cuppedia, n indecl.
1469	cupressetum	noun	cupressetum, n indecl.
1470	cupressus	noun	cupressus, cupressus, f
1471	cura	noun	cura, curae, f
1472	curandus	noun	curandus, curandi, m
1473	curatio	noun	curatio, curationis, f
1474	curator	noun	curator, curatoris, m
1475	curatura	noun	curatura, f indecl.
1476	curculio	noun	curculio, m indecl.
1477	Curetes	noun	Curetes, m indecl.
1478	curia	noun	curia, cvriae, f
1479	curio	noun	curio, curionis, m
1480	curiositas	noun	curiositas, f indecl.
1481	curriculum	noun	curriculum, curriculi, n
1482	currus	noun	currus, currus, m
1483	cursor	noun	cursor, cursoris, m
1484	cursus	noun	cursus, cvrsvs, m
1485	curvamen	noun	curvamen, n indecl.
1486	curvatura	noun	curvatura, curvaturae, f
1487	cuspis	noun	cuspis, cuspidis, f
1488	custodia	noun	custodia, custodiae, f
1489	custos	noun	custos, custodis, m
1490	cuticula	noun	cuticula, f indecl.
1491	cutis	noun	cutis, cutis, f
1492	cyathus	noun	cyathus, cyathi, m
1493	cyclas	noun	cyclas, f indecl.
1494	cycnus	noun	cycnus, cycni, m
1495	Cyllene	noun	Cyllene, f indecl.
1496	cymba	noun	cymba, cymbae, f
1497	cymbalum	noun	cymbalum, cymbali, n
1498	cymbium	noun	cymbium, cymbii, n
1499	cynocephalus	noun	cynocephalus, cynocephali, m
1500	Cynosura	noun	Cynosura, cynosurae, f
1501	cyparissus	noun	cyparissus, cyparissi, f
1502	cytisus	noun	cytisus, cytisi, m
1503	Dacicus	noun	Dacicus, dacici, m
1504	dactylus	noun	dactylus, dactyli, m
1505	damma	noun	damma, dammae, m
1506	damnatio	noun	damnatio, damnationis, f
1507	damnum	noun	damnum, damni, n
1508	daps	noun	daps, dapis, f
1509	datio	noun	datio, f indecl.
1510	dator	noun	dator, datoris, m
1511	dea	noun	dea, deae, f
1512	deambulatio	noun	deambulatio, f indecl.
1513	debellator	noun	debellator, m indecl.
1514	debilitas	noun	debilitas, debilitatis, f
1515	debilitatio	noun	debilitatio, debilitationis, f
1516	debitio	noun	debitio, f indecl.
1517	debitor	noun	debitor, debitoris, m
1518	debitum	noun	debitum, n indecl.
1519	December	noun	December, decembris, m
1520	decempeda	noun	decempeda, f indecl.
1521	decempedator	noun	decempedator, m indecl.
1522	decemviratus	noun	decemviratus, decemviratus, m
1523	decentia	noun	decentia, f indecl.
1524	decertatio	noun	decertatio, f indecl.
1525	decessio	noun	decessio, decessionis, f
1526	decessus	noun	decessus, decessus, m
1527	decima	noun	decima, decimae, f
1528	decisio	noun	decisio, decisionis, f
1529	declamatio	noun	declamatio, f indecl.
1530	declamator	noun	declamator, m indecl.
1531	declaratio	noun	declaratio, f indecl.
1532	declinatio	noun	declinatio, declinationis, f
1533	declivitas	noun	declivitas, f indecl.
1534	decocta	noun	decocta, decoctae, f
1535	decoctor	noun	decoctor, decoctoris, m
1536	decoloratio	noun	decoloratio, f indecl.
1537	decor	noun	decor, decoris, m
1538	decorum	noun	decorum, decori, n
1539	decretum	noun	decretum, decreti, n
1540	decuma	noun	decuma, decumae, f
1541	decumanus	noun	decumanus, decumani, m
1542	decuria	noun	decuria, decvriae, f
1543	decuriatio	noun	decuriatio, f indecl.
1544	decuriatus	noun	decuriatus, decuriatus, m
1545	decurio	noun	decurio, decurionis, m
1546	decursus	noun	decursus, decursus, m
1547	decus	noun	decus, decoris, n
1548	dedecus	noun	dedecus, dedecoris, n
1549	dedicatio	noun	dedicatio, dedicationis, f
1550	deditio	noun	deditio, deditionis, f
1551	deductio	noun	deductio, deductionis, f
1552	defatigatio	noun	defatigatio, defetigationis, f
1553	defectio	noun	defectio, defectionis, f
1554	defector	noun	defector, m indecl.
1555	defectus	noun	defectus, defectus, m
1556	defensio	noun	defensio, defensionis, f
1557	defensor	noun	defensor, defensoris, m
1558	definitio	noun	definitio, definitionis, f
1559	deflagratio	noun	deflagratio, f indecl.
1560	deformatio	noun	deformatio, deformationis, f
1561	deformitas	noun	deformitas, deformitatis, f
1562	dehonestamentum	noun	dehonestamentum, n indecl.
1563	delatio	noun	delatio, delationis, f
1564	delator	noun	delator, delatoris, m
1565	delectamentum	noun	delectamentum, delectamenti, n
1566	delectatio	noun	delectatio, delectationis, f
1567	delectus	noun	delectus, delectus, m
1568	delegatio	noun	delegatio, f indecl.
1569	delenimentum	noun	delenimentum, n indecl.
1570	delenitor	noun	delenitor, m indecl.
1571	deletrix	noun	deletrix, f indecl.
1572	deliberatio	noun	deliberatio, deliberationis, f
1573	deliberator	noun	deliberator, m indecl.
1574	deliciae	noun	deliciae, f indecl.
1575	deliciolae	noun	deliciolae, f indecl.
1576	delicium	noun	delicium, delici, n
1577	delictum	noun	delictum, delicti, n
1578	deliratio	noun	deliratio, f indecl.
1579	delubrum	noun	delubrum, delubri, n
1580	demensum	noun	demensum, n indecl.
1581	dementia	noun	dementia, dementiae, f
1582	demigratio	noun	demigratio, demigrationis, f
1583	deminutio	noun	deminutio, deminutionis, f
1584	demissio	noun	demissio, f indecl.
1585	demiurgus	noun	demiurgus, m indecl.
1586	demolitio	noun	demolitio, f indecl.
1587	demonstratio	noun	demonstratio, demonstrationis, f
1588	demonstrator	noun	demonstrator, m indecl.
1589	demutatio	noun	demutatio, f indecl.
1590	dens	noun	dens, dentis, m
1591	dentalia	noun	dentalia, n indecl.
1592	denuntiatio	noun	denuntiatio, f indecl.
1593	depeculator	noun	depeculator, m indecl.
1594	depopulatio	noun	depopulatio, f indecl.
1595	depopulator	noun	depopulator, m indecl.
1596	depositum	noun	depositum, depositi, n
1597	depravatio	noun	depravatio, f indecl.
1598	deprecatio	noun	deprecatio, deprecationis, f
1599	deprecator	noun	deprecator, deprecatoris, m
1600	deprehensio	noun	deprehensio, f indecl.
1601	depulsio	noun	depulsio, depulsionis, f
1602	depulsor	noun	depulsor, m indecl.
1603	derelictio	noun	derelictio, f indecl.
1604	derisor	noun	derisor, m indecl.
1605	derivatio	noun	derivatio, derivationis, f
1606	derogatio	noun	derogatio, f indecl.
1607	descensio	noun	descensio, f indecl.
1608	descriptio	noun	descriptio, descriptionis, f
1609	desertor	noun	desertor, desertoris, m
1610	desideratio	noun	desideratio, f indecl.
1611	desiderium	noun	desiderium, desideri, n
1612	desidia	noun	desidia, desidiae, f
1613	designatio	noun	designatio, f indecl.
1614	designator	noun	designator, m indecl.
1615	desperatio	noun	desperatio, desperationis, f
1616	despicatio	noun	despicatio, f indecl.
1617	despicientia	noun	despicientia, f indecl.
1618	destinatio	noun	destinatio, destinationis, f
1619	destinatum	noun	destinatum, destinati, n
1620	destitutio	noun	destitutio, f indecl.
1621	desuetudo	noun	desuetudo, f indecl.
1622	desultor	noun	desultor, m indecl.
1623	determinatio	noun	determinatio, f indecl.
1624	detestatio	noun	detestatio, f indecl.
1625	detractio	noun	detractio, f indecl.
1626	detractor	noun	detractor, m indecl.
1627	detrectatio	noun	detrectatio, f indecl.
1628	detrectator	noun	detrectator, m indecl.
1629	detrimentum	noun	detrimentum, detrimenti, n
1630	deus	noun	deus, dei, m
1631	deversoriolum	noun	deversoriolum, n indecl.
1632	deversorium	noun	deversorium, devorsori, n
1633	deverticulum	noun	deverticulum, deuerticuli, n
1634	devitatio	noun	devitatio, f indecl.
1635	devortium	noun	devortium, devorti, n
1636	devotio	noun	devotio, deuotionis, f
1637	dextella	noun	dextella, f indecl.
1638	dextera	noun	dextera, dextrae, f
1639	dexteritas	noun	dexteritas, f indecl.
1640	diadema	noun	diadema, diadematis, n
1641	diaeta	noun	diaeta, diaetae, f
1642	dialectica	noun	dialectica, dialecticae, n
1643	dialectica	noun	dialectica, dialecticae, n
1644	dialectice	noun	dialectice, dialecticae, f
1645	dialogus	noun	dialogus, m indecl.
1646	Diana	noun	Diana, ianai, f
1647	diarium	noun	diarium, diarii, n
1648	dica	noun	dica, dicae, f
1649	dicacitas	noun	dicacitas, dicacitatis, f
1650	dicatio	noun	dicatio, f indecl.
1651	dichoreus	noun	dichoreus, m indecl.
1652	dicio	noun	dicio, dicionis, f
1653	dicrotum	noun	dicrotum, n indecl.
1654	dictamnus	noun	dictamnus, dictamni, f
1655	dictata	noun	dictata, n indecl.
1656	dictator	noun	dictator, dictatoris, m
1657	dictatura	noun	dictatura, dictaturae, f
1658	dictio	noun	dictio, dictionis, f
1659	dictum	noun	dictum, dicti, n
1660	diductio	noun	diductio, f indecl.
1661	diecula	noun	diecula, dieculae, f
1662	dies	noun	dies, die, m
1663	differentia	noun	differentia, differentiae, f
1664	difficultas	noun	difficultas, difficultatis, f
1665	diffidentia	noun	diffidentia, diffidentiae, f
1666	diffugium	noun	diffugium, n indecl.
1667	digamma	noun	digamma, n indecl.
1668	digitulus	noun	digitulus, m indecl.
1669	digitus	noun	digitus, digiti, m
1670	dignatio	noun	dignatio, dignationis, f
1671	dignitas	noun	dignitas, dignitatis, f
1672	digressio	noun	digressio, f indecl.
1673	digressus	noun	digressus, digressus, m
1674	dilatio	noun	dilatio, dilationis, f
1675	dilator	noun	dilator, m indecl.
1676	diligentia	noun	diligentia, diligentiae, f
1677	diluculum	noun	diluculum, diluculi, n
1678	diludium	noun	diludium, n indecl.
1679	diluvies	noun	diluvies, f indecl.
1680	diluvium	noun	diluvium, diluvii, n
1681	dimachae	noun	dimachae, m indecl.
1682	dimensio	noun	dimensio, f indecl.
1683	dimicatio	noun	dimicatio, dimicationis, f
1684	dimidium	noun	dimidium, dimidii, n
1685	dimissio	noun	dimissio, f indecl.
1686	Dindymene	noun	Dindymene, dindymenae, f
1687	dinumeratio	noun	dinumeratio, f indecl.
1688	dioecesis	noun	dioecesis, f indecl.
1689	Dionysia	noun	Dionysia, n indecl.
1690	diota	noun	diota, f indecl.
1691	diploma	noun	diploma, n indecl.
1692	direptio	noun	direptio, f indecl.
1693	diribitio	noun	diribitio, f indecl.
1694	diribitor	noun	diribitor, m indecl.
1695	diritas	noun	diritas, diritatis, f
1696	dis	noun	dis, ditis, m
1697	disceptatio	noun	disceptatio, disceptationis, f
1698	disceptator	noun	disceptator, m indecl.
1699	disceptatrix	noun	disceptatrix, f indecl.
1700	discessio	noun	discessio, f indecl.
1701	discessus	noun	discessus, discessus, m
1702	discidium	noun	discidium, discidi, n
1703	disciplina	noun	disciplina, disciplinae, f
1704	discipula	noun	discipula, f indecl.
1705	discipulus	noun	discipulus, discipuli, m
1706	discordia	noun	discordia, discordiae, f
1707	discrepantia	noun	discrepantia, f indecl.
1708	discrepatio	noun	discrepatio, f indecl.
1709	discrimen	noun	discrimen, discriminis, n
1710	discriptio	noun	discriptio, discriptionis, f
1711	discursus	noun	discursus, discursus, m
1712	discus	noun	discus, disci, m
1713	dispendium	noun	dispendium, dispendi, n
1714	dispensatio	noun	dispensatio, dispensationis, f
1715	dispensator	noun	dispensator, dispensatoris, m
1716	dispersio	noun	dispersio, dispersionis, f
1717	dispertitio	noun	dispertitio, f indecl.
1718	dispositio	noun	dispositio, dispositionis, f
1719	disputatio	noun	disputatio, disputationis, f
1720	disputator	noun	disputator, m indecl.
1721	disquisitio	noun	disquisitio, f indecl.
1722	dissensio	noun	dissensio, dissensionis, f
1723	dissensus	noun	dissensus, dissensus, m
1724	dissertio	noun	dissertio, f indecl.
1725	dissignatio	noun	dissignatio, f indecl.
1726	dissimilitudo	noun	dissimilitudo, dissimilitudinis, f
1727	dissimulantia	noun	dissimulantia, f indecl.
1728	dissimulatio	noun	dissimulatio, dissimulationis, f
1729	dissimulator	noun	dissimulator, m indecl.
1730	dissipatio	noun	dissipatio, f indecl.
1731	dissociatio	noun	dissociatio, f indecl.
1732	dissolutio	noun	dissolutio, f indecl.
1733	dissuasio	noun	dissuasio, f indecl.
1734	dissuasor	noun	dissuasor, m indecl.
1735	distantia	noun	distantia, distantiae, f
1736	distinctio	noun	distinctio, distinctionis, f
1737	distinctus	noun	distinctus, distinctus, m
1738	distortio	noun	distortio, f indecl.
1739	distractio	noun	distractio, f indecl.
1740	distributio	noun	distributio, distributionis, f
1741	disturbatio	noun	disturbatio, f indecl.
1742	dithyrambus	noun	dithyrambus, dithyrambi, m
1743	ditiae	noun	ditiae, f indecl.
1744	ditio	noun	ditio, ditionis, f
1745	diuturnitas	noun	diuturnitas, diuturnitatis, f
1746	diva	noun	diva, divae, f
1747	diverbium	noun	diverbium, n indecl.
1748	diversitas	noun	diversitas, diversitatis, f
1749	divinatio	noun	divinatio, divinationis, f
1750	divinitas	noun	divinitas, diuinitatis, f
1751	divisio	noun	divisio, divisionis, f
1752	divisus	noun	divisus, divisus, m
1753	divitiae	noun	divitiae, f indecl.
1754	divortium	noun	divortium, divorti, n
1755	dochmius	noun	dochmius, m indecl.
1756	docilitas	noun	docilitas, docilitatis, f
1757	doctor	noun	doctor, doctoris, m
1758	doctrina	noun	doctrina, doctrinae, f
1759	documentum	noun	documentum, documenti, n
1760	Dodona	noun	Dodona, dodonae, f
1761	dodrans	noun	dodrans, dodrantis, m
1762	dogma	noun	dogma, dogmatis, n
1763	dolabra	noun	dolabra, dolabrae, f
1764	doliolum	noun	doliolum, n indecl.
1765	dolium	noun	dolium, doli, n
1766	dolo	noun	dolo, dolonis, m
1767	dolor	noun	dolor, doloris, m
1768	dolus	noun	dolus, doli, m
1769	domicilium	noun	domicilium, domicilii, n
1770	domina	noun	domina, dominae, f
1771	dominatio	noun	dominatio, dominationis, f
1772	dominator	noun	dominator, dominatoris, m
1773	dominatrix	noun	dominatrix, f indecl.
1774	dominatus	noun	dominatus, dominatus, m
1775	dominium	noun	dominium, domini, n
1776	dominus	noun	dominus, domini, m
1777	domiporta	noun	domiporta, f indecl.
1778	domitor	noun	domitor, domitoris, m
1779	domitrix	noun	domitrix, f indecl.
1780	domitus	noun	domitus, domitus, m
1781	domus	noun	domus, domvs, f
1782	donarium	noun	donarium, donari, n
1783	donatio	noun	donatio, donationis, f
1784	donativum	noun	donativum, donatiui, n
1785	donum	noun	donum, doni, n
1786	dorsum	noun	dorsum, dorsi, n
1787	dos	noun	dos, dotis, f
1788	Dossennus	noun	Dossennus, m indecl.
1789	draco	noun	draco, draconis, m
1790	draconigena	noun	draconigena, m indecl.
1791	dromas	noun	dromas, m indecl.
1792	Dryades	noun	Dryades, f indecl.
1793	dubitatio	noun	dubitatio, dubitationis, f
1794	ductor	noun	ductor, ductoris, m
1795	ductus	noun	ductus, ductus, m
1796	dulcedo	noun	dulcedo, dulcedinis, f
1797	dulcitudo	noun	dulcitudo, f indecl.
1798	dumus	noun	dumus, dumi, m
1799	duplicarius	noun	duplicarius, duplicari, m
1800	dupondius	noun	dupondius, dupondi, m
1801	duritas	noun	duritas, f indecl.
1802	duritia	noun	duritia, duritiae, f
1803	durities	noun	durities, f indecl.
1804	duumvir	noun	duumvir, duumviri, m
1805	dux	noun	dux, ducis, m
1806	dynastes	noun	dynastes, dynastaeque, m
1807	ebrietas	noun	ebrietas, ebrietatis, f
1808	ebriositas	noun	ebriositas, f indecl.
1809	ebulum	noun	ebulum, ebuli, n
1810	ebur	noun	ebur, n indecl.
1811	ecdicus	noun	ecdicus, ecdici, m
1812	echeneis	noun	echeneis, f indecl.
1813	echidna	noun	echidna, echidnae, f
1814	echinus	noun	echinus, echini, m
1815	ecloga	noun	ecloga, f indecl.
1816	eclogarii	noun	eclogarii, m indecl.
1817	edacitas	noun	edacitas, edacitatis, f
1818	edictum	noun	edictum, edicti, n
1819	editio	noun	editio, editionis, f
1820	editum	noun	editum, editi, n
1821	educatio	noun	educatio, educationis, f
1822	educator	noun	educator, educatoris, m
1823	educatrix	noun	educatrix, f indecl.
1824	effatum	noun	effatum, n indecl.
1825	effectio	noun	effectio, f indecl.
1826	effector	noun	effector, m indecl.
1827	effectrix	noun	effectrix, f indecl.
1828	effectum	noun	effectum, effecti, n
1829	effectus	noun	effectus, effectus, m
1830	efferitas	noun	efferitas, f indecl.
1831	efficacitas	noun	efficacitas, efficacitatis, f
1832	efficientia	noun	efficientia, efficientiae, f
1833	effigies	noun	effigies, effigie, f
1834	efflagitatio	noun	efflagitatio, f indecl.
1835	efflagitatus	noun	efflagitatus, efflagitatus, m
1836	effluvium	noun	effluvium, n indecl.
1837	effrenatio	noun	effrenatio, f indecl.
1838	effugium	noun	effugium, effugi, n
1839	effusio	noun	effusio, f indecl.
1840	egestas	noun	egestas, egestatis, f
1841	egressus	noun	egressus, egressus, m
1842	elaboratus	noun	elaboratus, elaboratus, m
1843	elatio	noun	elatio, elationis, f
1844	elatus	noun	elatus, m indecl.
1845	electio	noun	electio, electionis, f
1846	electrum	noun	electrum, electri, n
1847	electus	noun	electus, m indecl.
1848	electus	noun	electus, electus, m
1849	elegantia	noun	elegantia, elegantiae, f
1850	elegi	noun	elegi, m indecl.
1851	Eleleus	noun	Eleleus, m indecl.
1852	elementum	noun	elementum, elementi, n
1853	elenchus	noun	elenchus, elenchi, m
1854	elephantus	noun	elephantus, elephanti, m
1855	Elicius	noun	Elicius, m indecl.
1856	elix	noun	elix, elicis, m
1857	elleborus	noun	elleborus, ellebori, m
1858	elocutio	noun	elocutio, elocutionis, f
1859	elogium	noun	elogium, elogi, n
1860	eloquentia	noun	eloquentia, eloquentiae, f
1861	eloquium	noun	eloquium, eloqui, n
1862	eluvio	noun	eluvio, f indecl.
1863	emblema	noun	emblema, emblematis, n
1864	embolium	noun	embolium, emboli, n
1865	emendatio	noun	emendatio, emendationis, f
1866	emendator	noun	emendator, m indecl.
1867	emendatrix	noun	emendatrix, f indecl.
1868	eminentia	noun	eminentia, eminentiae, n
1869	emissarium	noun	emissarium, emissarii, n
1870	emissarius	noun	emissarius, emissarii, m
1871	emissio	noun	emissio, f indecl.
1872	emolumentum	noun	emolumentum, emolumenti, n
1873	empiricus	noun	empiricus, empirici, m
1874	emporium	noun	emporium, n indecl.
1875	emptio	noun	emptio, emtionis, f
1876	emptor	noun	emptor, emptoris, m
1877	emptum	noun	emptum, empti, n
1878	endromis	noun	endromis, f indecl.
1879	enodatio	noun	enodatio, f indecl.
1880	ensis	noun	ensis, ensis, m
1881	enthymema	noun	enthymema, n indecl.
1882	enumeratio	noun	enumeratio, enumerationis, f
1883	enuntiatio	noun	enuntiatio, f indecl.
1884	enuntiatum	noun	enuntiatum, n indecl.
1885	enuptio	noun	enuptio, f indecl.
1886	Eos	noun	Eos, ei, f
1887	ephebus	noun	ephebus, ephebi, m
1888	ephemeris	noun	ephemeris, f indecl.
1889	ephippium	noun	ephippium, n indecl.
1890	ephorus	noun	ephorus, ephori, m
1891	epigramma	noun	epigramma, epigrammatis, n
1892	epilogus	noun	epilogus, epilogi, m
1893	epimenia	noun	epimenia, n indecl.
1894	epistolium	noun	epistolium, n indecl.
1895	epistula	noun	epistula, epistvlae, f
1896	epitome	noun	epitome, epitomae, f
1897	epodes	noun	epodes, m indecl.
1898	Epona	noun	Epona, f indecl.
1899	epops	noun	epops, m indecl.
1900	epulae	noun	epulae, f indecl.
1901	epulo	noun	epulo, m indecl.
1902	epulum	noun	epulum, epuli, n
1903	equa	noun	equa, equae, f
1904	eques	noun	eques, equitis, m
1905	equiria	noun	equiria, n indecl.
1906	equitatus	noun	equitatus, equitatus, m
1907	equuleus	noun	equuleus, eculei, m
1908	equus	noun	equus, equi, m
1909	era	noun	era, erae, f
1910	Erebus	noun	Erebus, erebi, m
1911	ereptio	noun	ereptio, ereptionis, f
1912	ergastulum	noun	ergastulum, ergastuli, n
1913	ericius	noun	ericius, ericii, m
1914	erifuga	noun	erifuga, erifugae, m
1915	Erinys	noun	Erinys, f indecl.
1916	erogatio	noun	erogatio, f indecl.
1917	erratio	noun	erratio, errationis, f
1918	errator	noun	errator, m indecl.
1919	erratum	noun	erratum, errati, n
1920	erratus	noun	erratus, erratus, m
1921	erro	noun	erro, m indecl.
1922	error	noun	error, erroris, m
1923	eruca	noun	eruca, erucae, f
1924	eruditio	noun	eruditio, eruditionis, f
1925	eruditulus	noun	eruditulus, erudituli, m
1926	eruptio	noun	eruptio, eruptionis, f
1927	erus	noun	erus, eri, m
1928	ervum	noun	ervum, erui, n
1929	erythinus	noun	erythinus, erythini, m
1930	esca	noun	esca, escae, f
1931	escaria	noun	escaria, n indecl.
1932	escensio	noun	escensio, f indecl.
1933	escensus	noun	escensus, escensus, m
1934	essedum	noun	essedum, n indecl.
1935	esuritio	noun	esuritio, f indecl.
1936	etesiae	noun	etesiae, m indecl.
1937	ethologus	noun	ethologus, m indecl.
1938	Euhias	noun	Euhias, f indecl.
1939	Eumenides	noun	Eumenides, f indecl.
1940	eunuchus	noun	eunuchus, eunuchi, m
1941	euripus	noun	euripus, euripi, m
1942	eurus	noun	eurus, euri, m
1943	eventum	noun	eventum, eventi, n
1944	eventus	noun	eventus, euentus, m
1945	everriculum	noun	everriculum, n indecl.
1946	eversio	noun	eversio, eversionis, f
1947	evidentia	noun	evidentia, f indecl.
1948	evocator	noun	evocator, m indecl.
1949	evolutio	noun	evolutio, f indecl.
1950	evulsio	noun	evulsio, f indecl.
1951	exactio	noun	exactio, exactionis, f
1952	exactor	noun	exactor, exactoris, m
1953	exaedificatio	noun	exaedificatio, f indecl.
1954	exaequatio	noun	exaequatio, f indecl.
1955	exaggeratio	noun	exaggeratio, f indecl.
1956	exagitator	noun	exagitator, m indecl.
1957	examen	noun	examen, n indecl.
1958	examen	noun	examen, n indecl.
1959	exanimatio	noun	exanimatio, f indecl.
1960	exauguratio	noun	exauguratio, f indecl.
1961	excandescentia	noun	excandescentia, f indecl.
1962	excellentia	noun	excellentia, n indecl.
1963	excelsitas	noun	excelsitas, f indecl.
1964	excelsus	noun	excelsus, excelsi, m
1965	excensio	noun	excensio, f indecl.
1966	exceptio	noun	exceptio, exceptionis, f
1967	excessus	noun	excessus, excessus, m
1968	excetra	noun	excetra, f indecl.
1969	excidium	noun	excidium, excidi, n
1970	excisio	noun	excisio, f indecl.
1971	exclamatio	noun	exclamatio, f indecl.
1972	exclusio	noun	exclusio, f indecl.
1973	excogitatio	noun	excogitatio, f indecl.
1974	excrementum	noun	excrementum, n indecl.
1975	excubiae	noun	excubiae, f indecl.
1976	excursio	noun	excursio, f indecl.
1977	excursor	noun	excursor, m indecl.
1978	excursus	noun	excursus, excursus, m
1979	excusatio	noun	excusatio, excusationis, f
1980	exedra	noun	exedra, exedrae, f
1981	exedrium	noun	exedrium, n indecl.
1982	exemplar	noun	exemplar, exemplaris, n
1983	exemplum	noun	exemplum, exempli, n
1984	exercitatio	noun	exercitatio, exercitationis, f
1985	exercitium	noun	exercitium, exerciti, n
1986	exercitus	noun	exercitus, exercitvs, m
1987	exhalatio	noun	exhalatio, f indecl.
1988	exhortatio	noun	exhortatio, exhortationis, f
1989	exiguitas	noun	exiguitas, f indecl.
1990	exilitas	noun	exilitas, f indecl.
1991	existimantes	noun	existimantes, m indecl.
1992	existimatio	noun	existimatio, existimationis, f
1993	existimator	noun	existimator, m indecl.
1994	exitium	noun	exitium, exiti, n
1995	exitus	noun	exitus, exitus, m
1996	exodium	noun	exodium, exodi, n
1997	exorator	noun	exorator, m indecl.
1998	exordium	noun	exordium, exordii, n
1999	exornatio	noun	exornatio, exornationis, f
2000	exornator	noun	exornator, m indecl.
2001	exorsa	noun	exorsa, n indecl.
2002	exortus	noun	exortus, exortus, m
2003	exostra	noun	exostra, f indecl.
2004	expeditio	noun	expeditio, expeditionis, f
2005	expeditus	noun	expeditus, expediti, m
2006	expensum	noun	expensum, expensi, n
2007	experientia	noun	experientia, f indecl.
2008	experimentum	noun	experimentum, experimenti, n
2009	expiatio	noun	expiatio, expiationis, f
2010	expilatio	noun	expilatio, f indecl.
2011	expilator	noun	expilator, m indecl.
2012	explanatio	noun	explanatio, explanationis, f
2013	explanator	noun	explanator, m indecl.
2014	expletio	noun	expletio, expletionis, f
2015	explicatio	noun	explicatio, explicationis, f
2016	explicator	noun	explicator, m indecl.
2017	explicatrix	noun	explicatrix, f indecl.
2018	explicatus	noun	explicatus, explicatus, m
2019	exploratio	noun	exploratio, explorationis, f
2020	explorator	noun	explorator, exploratoris, m
2021	expolitio	noun	expolitio, f indecl.
2022	exportatio	noun	exportatio, f indecl.
2023	expositio	noun	expositio, expositionis, f
2024	expostulatio	noun	expostulatio, expostulationis, f
2025	exprobratio	noun	exprobratio, exprobrationis, f
2026	expugnatio	noun	expugnatio, expugnationis, f
2027	expugnator	noun	expugnator, m indecl.
2028	expulsio	noun	expulsio, f indecl.
2029	expulsor	noun	expulsor, m indecl.
2030	expultrix	noun	expultrix, f indecl.
2031	exsecratio	noun	exsecratio, f indecl.
2032	exsectio	noun	exsectio, f indecl.
2033	exsecutio	noun	exsecutio, f indecl.
2034	exsequiae	noun	exsequiae, f indecl.
2035	exsilium	noun	exsilium, exili, n
2036	exspectatio	noun	exspectatio, f indecl.
