	FPP	POS	Dictionary Entry
3607	dis	adj	dis, dis, dis
3608	divexat	verb	divexat, divexare, NULL, NULL
3609	divido	verb	divido, dividere, diuisi, divisus
3610	dividuus	adj	dividuus, dividua, dividuum
3611	divinatio	noun	divinatio, divinationis, f
3612	divinitas	noun	divinitas, diuinitatis, f
3613	divino	verb	divino, divinare, divinavi, NULL
3614	diuinus	adj	diuinus, diuina, divinum
3615	divisio	noun	divisio, divisionis, f
3616	diuiso	verb	diuiso, divisere, diuisi, divisus
3617	divisus	noun	divisus, divisus, m
3618	divitiae	noun	divitiae, NULL, f
3619	divortium	noun	divortium, divorti, n
3620	diuus	adj	diuus, dii, n
3621	diuus	adj	diuus, dii, n
3622	do	verb	do, dare, dedi, datvs
3623	doceo	verb	doceo, docere, docui, doctus
3624	dochmius	noun	dochmius, NULL, m
3625	docilis	adj	docilis, docilis, docile
3626	docilitas	noun	docilitas, docilitatis, f
3627	doctor	noun	doctor, doctoris, m
3628	doctrina	noun	doctrina, doctrinae, f
3629	documentum	noun	documentum, documenti, n
3630	Dodona	noun	Dodona, dodonae, f
3631	dodrans	noun	dodrans, dodrantis, m
3632	dodrantarius	adj	dodrantarius, NULL, NULL
3633	dogma	noun	dogma, dogmatis, n
3634	dolabra	noun	dolabra, dolabrae, f
3635	doleo	verb	doleo, dolere, dolui, dolitvs
3636	doliolum	noun	doliolum, NULL, n
3637	dolium	noun	dolium, doli, n
3638	dolo	verb	dolo, dolare, dolavi, dolatus
3639	dolo	noun	dolo, dolonis, m
3640	dolor	noun	dolor, doloris, m
3641	dolosus	adj	dolosus, dolosa, dolosum
3642	dolus	noun	dolus, doli, m
3643	domabilis	adj	domabilis, domabilis, domabile
3644	domesticus	adj	domesticus, domestica, domesticum
3645	domicilium	noun	domicilium, domicilii, n
3646	domina	noun	domina, dominae, f
3647	dominatio	noun	dominatio, dominationis, f
3648	dominator	noun	dominator, dominatoris, m
3649	dominatrix	noun	dominatrix, NULL, f
3650	dominatus	noun	dominatus, dominatus, m
3651	dominium	noun	dominium, domini, n
3652	dominor	verb	dominor, NULL, dominatus
3653	dominus	noun	dominus, domini, m
3654	domiporta	noun	domiporta, NULL, f
3655	domito	verb	domito, domitare, NULL, NULL
3656	domitor	noun	domitor, domitoris, m
3657	domitrix	noun	domitrix, NULL, f
3658	domitus	noun	domitus, domitus, m
3659	domo	verb	domo, domare, n, domitus
3660	domus	noun	domus, domvs, f
3661	donarium	noun	donarium, donari, n
3662	donatio	noun	donatio, donationis, f
3663	donativum	noun	donativum, donatiui, n
3664	dono	verb	dono, donare, donaui, donatus
3665	donum	noun	donum, doni, n
3666	dormio	verb	dormio, dormire, dormivi, NULL
3667	dormito	verb	dormito, dormitare, NULL, NULL
3668	dorsum	noun	dorsum, dorsi, n
3669	dos	noun	dos, dotis, f
3670	Dossennus	noun	Dossennus, NULL, m
3671	dotalis	adj	dotalis, dotalis, dotale
3672	doto	verb	doto, dotare, NULL, dotatus
3673	draco	noun	draco, draconis, m
3674	draconigena	noun	draconigena, NULL, m
3675	dromas	noun	dromas, NULL, m
3676	Dryades	noun	Dryades, NULL, f
3677	dubitabilis	adj	dubitabilis, dubitabilis, dubitabile
3678	dubitatio	noun	dubitatio, dubitationis, f
3679	dubito	verb	dubito, dubitare, dubitavi, dubitatus
3680	dubius	adj	dubius, dubia, m
3681	NULL	adj	NULL, ducena, ducenum
3682	duco	verb	duco, ducere, duxi, ductus
3683	ducto	verb	ducto, ductare, NULL, NULL
3684	ductor	noun	ductor, ductoris, m
3685	ductus	noun	ductus, ductus, m
3686	dulcedo	noun	dulcedo, dulcedinis, f
3687	dulcesco	verb	dulcesco, NULL, NULL, NULL
3688	dulciculus	adj	dulciculus, NULL, NULL
3689	dulcis	adj	dulcis, dulcis, dulce
3690	dulcitudo	noun	dulcitudo, NULL, f
3691	dumosus	adj	dumosus, dumosa, NULL
3692	dumus	noun	dumus, dumi, m
3693	NULL	adj	NULL, NULL, NULL
3694	duodecimus	adj	duodecimus, dvodecima, duodecimum
3695	NULL	adj	NULL, NULL, NULL
3696	NULL	adj	NULL, NULL, NULL
3697	NULL	adj	NULL, NULL, NULL
3698	duplex	adj	duplex, duplex, duplex
3699	duplicarius	noun	duplicarius, duplicari, m
3700	duplico	verb	duplico, duplicare, duplicavi, duplicatus
3701	duplus	adj	duplus, dupla, duplum
3702	dupondius	noun	dupondius, dupondi, m
3703	durabilis	adj	durabilis, durabilis, durabile
3704	duresco	verb	duresco, durescere, NULL, NULL
3705	duritas	noun	duritas, NULL, f
3706	duritia	noun	duritia, duritiae, f
3707	durities	noun	durities, NULL, f
3708	duro	verb	duro, durare, duravi, duratus
3709	durus	adj	durus, dura, durum
3710	duumvir	noun	duumvir, duumviri, m
3711	dux	noun	dux, ducis, m
3712	dynastes	noun	dynastes, dynastaeque, m
3713	ebibit	verb	ebibit, ebibere, ebibi, NULL
3714	NULL	verb	NULL, eblandire, NULL, NULL
3715	ebrietas	noun	ebrietas, ebrietatis, f
3716	ebriositas	noun	ebriositas, NULL, f
3717	ebriosus	adj	ebriosus, ebriosa, ebriosum
3718	ebrius	adj	ebrius, ebria, ebrium
3719	ebullit	verb	ebullit, ebullire, NULL, NULL
3720	ebulum	noun	ebulum, ebuli, n
3721	ebur	noun	ebur, NULL, n
3722	eburneolus	adj	eburneolus, eburneola, NULL
3723	eburnus	adj	eburnus, eburna, eburnum
3724	ecdicus	noun	ecdicus, ecdici, m
3725	echeneis	noun	echeneis, NULL, f
3726	echidna	noun	echidna, echidnae, f
3727	echidneus	adj	echidneus, echidnea, NULL
3728	echinus	noun	echinus, echini, m
3729	ecloga	noun	ecloga, NULL, f
3730	eclogarii	noun	eclogarii, NULL, m
3731	edacitas	noun	edacitas, edacitatis, f
3732	edax	adj	edax, edax, edax
3733	edico	verb	edico, edicere, n, edictus
3734	edictum	noun	edictum, edicti, n
3735	edisco	verb	edisco, ediscere, edidici, NULL
3736	edissero	verb	edissero, NULL, NULL, NULL
3737	NULL	verb	NULL, NULL, NULL, NULL
3738	editicius	adj	editicius, NULL, NULL
3739	editio	noun	editio, editionis, f
3740	editum	noun	editum, editi, n
3741	edo	verb	edo, esse, edi, esus
3742	edo	verb	edo, edere, edidi, editus
3743	edocet	verb	edocet, edocere, edocui, edoctus
3744	NULL	verb	NULL, NULL, edolavi, NULL
3745	NULL	verb	NULL, edomare, NULL, NULL
3746	edormio	verb	edormio, edormire, edormivi, NULL
3747	edormisco	verb	edormisco, NULL, NULL, NULL
3748	educatio	noun	educatio, educationis, f
3749	educator	noun	educator, educatoris, m
3750	educatrix	noun	educatrix, NULL, f
3751	educo	verb	educo, educere, eduxi, eductus
3752	educo	verb	educo, educare, educaui, educatus
3753	edulis	adj	edulis, edulis, NULL
3754	eduro	verb	eduro, NULL, NULL, eduratus
3755	NULL	adj	NULL, NULL, NULL
3756	effarcio	verb	effarcio, NULL, NULL, effertus
3757	effatum	noun	effatum, NULL, n
3758	effatus	adj	effatus, effata, effatum
3759	effectio	noun	effectio, NULL, f
3760	effector	noun	effector, NULL, m
3761	effectrix	noun	effectrix, NULL, f
3762	effectum	noun	effectum, effecti, n
3763	effectus	noun	effectus, effectus, m
3764	effemino	verb	effemino, NULL, NULL, effeminatus
3765	efferitas	noun	efferitas, NULL, f
3766	effero	verb	effero, efferre, extuli, elatus
3767	effero	verb	effero, efferare, NULL, efferatus
3768	efferus	adj	efferus, effera, NULL
3769	NULL	verb	NULL, NULL, NULL, NULL
3770	NULL	verb	NULL, effervere, NULL, NULL
3771	effetus	adj	effetus, effeta, effetum
3772	efficacitas	noun	efficacitas, efficacitatis, f
3773	efficax	adj	efficax, efficax, efficax
3774	efficientia	noun	efficientia, efficientiae, f
3775	efficio	verb	efficio, efficere, effeci, effectus
3776	effigies	noun	effigies, effigie, f
3777	effingo	verb	effingo, effingere, NULL, effictus
3778	efflagitatio	noun	efflagitatio, NULL, f
3779	efflagitatus	noun	efflagitatus, efflagitatus, m
3780	efflagito	verb	efflagito, efflagitare, NULL, efflagitatus
3781	effligo	verb	effligo, NULL, NULL, NULL
3782	efflo	verb	efflo, efflare, NULL, NULL
3783	effloresco	verb	effloresco, NULL, NULL, NULL
3784	effluo	verb	effluo, effluere, NULL, NULL
3785	effluvium	noun	effluvium, NULL, n
3786	effor	verb	effor, NULL, effatus
3787	effrenatio	noun	effrenatio, NULL, f
3788	effrenus	adj	effrenus, effrena, NULL
3789	effringo	verb	effringo, effringere, NULL, NULL
3790	effugio	verb	effugio, effugere, effugi, NULL
3791	effugium	noun	effugium, effugi, n
3792	effulgeo	verb	effulgeo, effulgere, NULL, NULL
3793	effultus	adj	effultus, NULL, effultum
3794	effundo	verb	effundo, effundere, effudi, effusus
3795	effusio	noun	effusio, NULL, f
3796	effutio	verb	effutio, effutire, NULL, NULL
3797	effutuo	verb	effutuo, NULL, NULL, NULL
3798	NULL	adj	NULL, egelida, egelidum
3799	egenus	adj	egenus, egena, egenum
3800	egeo	verb	egeo, egere, NULL, NULL
3801	egero	verb	egero, egerere, NULL, egestus
3802	egestas	noun	egestas, egestatis, f
3803	egredior	verb	egredior, egredere, egressus
3804	egregius	adj	egregius, egregia, egregium
3805	egressus	noun	egressus, egressus, m
3806	eicio	verb	eicio, eicere, eieci, eiectus
3807	elaborque	verb	elaborque, NULL, elapsus
3808	elaboratus	noun	elaboratus, elaboratus, m
3809	elaboro	verb	elaboro, elaborare, elaboravi, elaboratus
3810	elamentabilis	adj	elamentabilis, elamentabilis, NULL
3811	elanguescit	verb	elanguescit, NULL, elangui, NULL
3812	NULL	verb	NULL, NULL, NULL, NULL
3813	elatio	noun	elatio, elationis, f
3814	NULL	verb	NULL, elatrare, NULL, NULL
3815	elatus	noun	elatus, NULL, m
3816	electio	noun	electio, electionis, f
3817	electrum	noun	electrum, electri, n
3818	electus	noun	electus, NULL, m
3819	electus	noun	electus, electus, m
3820	elegantia	noun	elegantia, elegantiae, f
3821	elegi	noun	elegi, NULL, m
3822	Eleleus	noun	Eleleus, NULL, m
3823	elementum	noun	elementum, elementi, n
3824	elenchus	noun	elenchus, elenchi, m
3825	elephantus	noun	elephantus, elephanti, m
3826	elevo	verb	elevo, elevare, NULL, eleuatus
3827	elicio	verb	elicio, elicere, elicui, NULL
3828	Elicius	noun	Elicius, NULL, m
3829	elido	verb	elido, elidere, elisi, elisus
3830	eligo	verb	eligo, eligere, n, electus
3831	elimino	verb	elimino, NULL, NULL, eliminatus
3832	elimat	verb	elimat, NULL, NULL, NULL
3833	elinguis	adj	elinguis, elinguis, NULL
3834	elix	noun	elix, elicis, m
3835	elixus	adj	elixus, elixa, elixum
3836	elleborus	noun	elleborus, ellebori, m
3837	eloco	verb	eloco, NULL, NULL, NULL
3838	elocutio	noun	elocutio, elocutionis, f
3839	elogium	noun	elogium, elogi, n
3840	eloquens	adj	eloquens, eloquens, eloquens
3841	eloquentia	noun	eloquentia, eloquentiae, f
3842	eloquium	noun	eloquium, eloqui, n
3843	eloquor	verb	eloquor, eloquere, NULL
3844	eluceo	verb	eluceo, elucere, eluxi, NULL
3845	NULL	verb	NULL, NULL, NULL, eluctatus
3846	elucubro	verb	elucubro, NULL, NULL, elucubratus
3847	eludo	verb	eludo, eludere, elusi, elusus
3848	NULL	verb	NULL, NULL, eluxi, NULL
3849	elumbis	adj	elumbis, elumbis, NULL
3850	eluo	verb	eluo, eluere, elui, elutus
3851	eluvio	noun	eluvio, NULL, f
3852	NULL	verb	NULL, emancipare, NULL, emancipatus
3853	emanat	verb	emanat, emanare, NULL, NULL
3854	NULL	verb	NULL, NULL, NULL, NULL
3855	emax	adj	emax, emax, emax
3856	emblema	noun	emblema, emblematis, n
3857	embolium	noun	embolium, emboli, n
3858	emendabilis	adj	emendabilis, emendabilis, NULL
3859	emendatio	noun	emendatio, emendationis, f
3860	emendator	noun	emendator, NULL, m
3861	emendatrix	noun	emendatrix, NULL, f
3862	emendo	verb	emendo, emendare, emendavi, emendatus
3863	emensus	adj	emensus, emensa, emensum
3864	ementior	verb	ementior, NULL, ementitus
3865	emercor	verb	emercor, NULL, emercatus
3866	emereo	verb	emereo, NULL, emerui, emeritus
3867	emergit	verb	emergit, emergere, NULL, emersus
3868	emeritus	adj	emeritus, emerita, emeritum
3869	NULL	verb	NULL, NULL, NULL, emensus
3870	NULL	verb	NULL, NULL, NULL, NULL
3871	emico	verb	emico, emicare, NULL, NULL
3872	emigrat	verb	emigrat, emigrare, NULL, NULL
3873	eminentia	noun	eminentia, eminentiae, n
3874	emineo	verb	emineo, eminere, NULL, NULL
3875	NULL	verb	NULL, NULL, NULL, NULL
3876	emissarium	noun	emissarium, emissarii, n
3877	emissarius	noun	emissarius, emissarii, m
3878	emissio	noun	emissio, NULL, f
3879	emitto	verb	emitto, emittere, emisi, emissus
3880	emo	verb	emo, emere, emi, emptus
3881	NULL	verb	NULL, NULL, NULL, NULL
3882	NULL	verb	NULL, NULL, NULL, NULL
3883	emollit	verb	emollit, emollire, NULL, NULL
3884	emolumentum	noun	emolumentum, emolumenti, n
3885	emoneo	verb	emoneo, NULL, NULL, NULL
3886	emorior	verb	emorior, NULL, emortuus
3887	emovet	verb	emovet, emovere, NULL, emotus
3888	empiricus	noun	empiricus, empirici, m
3889	emporium	noun	emporium, NULL, n
3890	emptio	noun	emptio, emtionis, f
3891	emptito	verb	emptito, NULL, NULL, NULL
3892	emptor	noun	emptor, emptoris, m
3893	emptum	noun	emptum, empti, n
3894	emungo	verb	emungo, emungere, emunxi, emunctus
3895	NULL	verb	NULL, emunire, NULL, emunitus
3896	enarrabilis	adj	enarrabilis, enarrabilis, enarrabile
3897	enarro	verb	enarro, enarrare, enarravi, enarratus
3898	NULL	verb	NULL, NULL, NULL, NULL
3899	enato	verb	enato, enatare, NULL, NULL
3900	enavigat	verb	enavigat, enavigare, NULL, enavigatus
3901	endromis	noun	endromis, NULL, f
3902	enico	verb	enico, enecare, NULL, enectus
3903	enervis	adj	enervis, enervis, enerve
3904	enervo	verb	enervo, NULL, NULL, enervatus
3905	eniteo	verb	eniteo, enitere, NULL, NULL
3906	enitesco	verb	enitesco, enitescere, NULL, NULL
3907	enitor	verb	enitor, NULL, enisus
3908	eno	verb	eno, aenare, NULL, enatus
3909	enodatio	noun	enodatio, NULL, f
3910	enodis	adj	enodis, enodis, NULL
3911	enodo	verb	enodo, NULL, NULL, enodatus
3912	enormis	adj	enormis, enormis, enorme
3913	NULL	verb	NULL, NULL, NULL, NULL
3914	ensis	noun	ensis, ensis, m
3915	enthymema	noun	enthymema, NULL, n
3916	enubo	verb	enubo, NULL, NULL, NULL
3917	enumeratio	noun	enumeratio, enumerationis, f
3918	enumero	verb	enumero, enumerare, enumeravi, NULL
3919	enuntiatio	noun	enuntiatio, NULL, f
3920	enuntiatum	noun	enuntiatum, NULL, n
3921	enuntio	verb	enuntio, enuntiare, enuntiavi, NULL
3922	enuptio	noun	enuptio, NULL, f
3923	enutrit	verb	enutrit, NULL, enutrivi, enutritus
3924	eo	verb	eo, ire, ii, NULL
3925	Eos	noun	Eos, ei, f
3926	eous	adj	eous, eoa, eoum
3927	NULL	adj	NULL, NULL, NULL
3928	ephebus	noun	ephebus, ephebi, m
3929	ephemeris	noun	ephemeris, NULL, f
3930	ephippiatus	adj	ephippiatus, NULL, NULL
3931	ephippium	noun	ephippium, NULL, n
3932	ephorus	noun	ephorus, ephori, m
3933	epicopus	adj	epicopus, NULL, epicopum
3934	epicus	adj	epicus, epica, epicum
3935	epidicticus	adj	epidicticus, NULL, epidicticum
3936	epigramma	noun	epigramma, epigrammatis, n
3937	epilogus	noun	epilogus, epilogi, m
3938	epimenia	noun	epimenia, NULL, n
3939	epistolium	noun	epistolium, NULL, n
3940	epistula	noun	epistula, epistvlae, f
3941	epitome	noun	epitome, epitomae, f
3942	epodes	noun	epodes, NULL, m
3943	Epona	noun	Epona, NULL, f
3944	epops	noun	epops, NULL, m
3945	epotus	adj	epotus, epota, epotum
3946	epulae	noun	epulae, NULL, f
3947	epularis	adj	epularis, epularis, epulare
3948	epulo	noun	epulo, NULL, m
3949	epulor	verb	epulor, NULL, epulatus
3950	epulum	noun	epulum, epuli, n
3951	equa	noun	equa, equae, f
3952	eques	noun	eques, equitis, m
3953	equester	adj	equester, equester, equestre
3954	equinus	adj	equinus, equina, equinum
3955	equiria	noun	equiria, NULL, n
3956	equitabilis	adj	equitabilis, equitabilis, NULL
3957	equitatus	noun	equitatus, equitatus, m
3958	equito	verb	equito, equitare, NULL, equitatus
3959	equuleus	noun	equuleus, eculei, m
3960	equus	noun	equus, equi, m
3961	era	noun	era, erae, f
3962	eradico	verb	eradico, eradicare, NULL, eradicatus
3963	NULL	verb	NULL, eradere, NULL, erasus
3964	Erebus	noun	Erebus, erebi, m
3965	erepit	verb	erepit, erepere, NULL, NULL
3966	ereptio	noun	ereptio, ereptionis, f
3967	erepto	verb	erepto, NULL, NULL, NULL
3968	eret	verb	eret, NULL, NULL, NULL
3969	ergastulum	noun	ergastulum, ergastuli, n
3970	ericius	noun	ericius, ericii, m
3971	erifuga	noun	erifuga, erifugae, m
3972	erigo	verb	erigo, erigere, n, erectus
3973	erilis	adj	erilis, erilis, erile
3974	Erinys	noun	Erinys, NULL, f
3975	erapion	verb	erapion, eripere, n, ereptus
3976	erogatio	noun	erogatio, NULL, f
3977	erogo	verb	erogo, erogare, NULL, erogatus
3978	errabundus	adj	errabundus, errabunda, NULL
3979	erraticus	adj	erraticus, erratica, erraticum
3980	erratio	noun	erratio, errationis, f
3981	errator	noun	errator, NULL, m
3982	erratum	noun	erratum, errati, n
3983	erratus	noun	erratus, erratus, m
3984	erro	verb	erro, errare, erraui, erratus
3985	erro	noun	erro, NULL, m
3986	error	noun	error, erroris, m
3987	erubesco	verb	erubesco, erubescere, erubui, NULL
3988	eruca	noun	eruca, erucae, f
3989	eructat	verb	eructat, eructare, NULL, NULL
3990	erudio	verb	erudio, erudire, erudivi, eruditus
3991	eruditio	noun	eruditio, eruditionis, f
3992	eruditulus	noun	eruditulus, erudituli, m
3993	erumpit	verb	erumpit, erumpere, NULL, eruptus
3994	eruit	verb	eruit, eruere, erui, erutus
3995	eruptio	noun	eruptio, eruptionis, f
3996	erus	noun	erus, eri, m
3997	ervum	noun	ervum, erui, n
3998	erythinus	noun	erythinus, erythini, m
3999	esca	noun	esca, escae, f
4000	escaria	noun	escaria, NULL, n
4001	escendo	verb	escendo, escendere, escendi, escensus
4002	escensio	noun	escensio, NULL, f
4003	escensus	noun	escensus, escensus, m
4004	esculentus	adj	esculentus, esculenta, esculentum
4005	essedarius	adj	essedarius, NULL, NULL
4006	essedum	noun	essedum, NULL, n
4007	esuritio	noun	esuritio, NULL, f
4008	etesiae	noun	etesiae, NULL, m
4009	ethologus	noun	ethologus, NULL, m
4010	Euhias	noun	Euhias, NULL, f
4011	euhius	adj	euhius, NULL, euhium
4012	Eumenides	noun	Eumenides, NULL, f
4013	eunuchus	noun	eunuchus, eunuchi, m
4014	euripus	noun	euripus, euripi, m
4015	eurous	adj	eurous, NULL, NULL
4016	eurus	noun	eurus, euri, m
4017	evado	verb	evado, evadere, euasi, NULL
4018	NULL	verb	NULL, NULL, NULL, NULL
4019	evalescit	verb	evalescit, NULL, NULL, NULL
4020	evanescit	verb	evanescit, evanescere, NULL, NULL
4021	evanidus	adj	evanidus, evanida, NULL
4022	NULL	verb	NULL, NULL, NULL, NULL
4023	euectus	adj	euectus, evecta, evectum
4024	evehor	verb	evehor, evehere, euectus
4025	evello	verb	evello, evellere, evelli, evulsus
4026	evenio	verb	evenio, euenire, eueni, euentus
4027	eventum	noun	eventum, eventi, n
4028	eventus	noun	eventus, euentus, m
4029	everberat	verb	everberat, NULL, NULL, NULL
4030	NULL	verb	NULL, NULL, NULL, NULL
4031	everriculum	noun	everriculum, NULL, n
4032	everrit	verb	everrit, euerrere, everri, eversus
4033	eversio	noun	eversio, eversionis, f
4034	everso	verb	everso, NULL, NULL, NULL
4035	eversus	adj	eversus, eversa, eversum
4036	euertit	verb	euertit, euertere, n, eversus
4037	euidens	adj	euidens, euidens, euidens
4038	evidentia	noun	evidentia, NULL, f
4039	evigilat	verb	evigilat, evigilare, evigilavi, NULL
4040	evilescit	verb	evilescit, NULL, NULL, NULL
4041	evincit	verb	evincit, NULL, NULL, evinctus
4042	evincit	verb	evincit, evincere, euici, evictus
4043	evirat	verb	evirat, NULL, NULL, eviratus
4044	eviscerat	verb	eviscerat, NULL, NULL, evisceratus
4045	evitabilis	adj	evitabilis, evitabilis, evitabile
4046	evito	verb	evito, evitare, NULL, NULL
4047	evocator	noun	evocator, NULL, m
4048	euocatus	adj	euocatus, euocata, euocatum
4049	evoco	verb	evoco, euocare, evocavi, euocatus
4050	evolo	verb	evolo, evolare, NULL, NULL
4051	evolutio	noun	evolutio, NULL, f
4052	evolvit	verb	evolvit, evolvere, NULL, NULL
4053	evomit	verb	evomit, evomere, NULL, NULL
4054	NULL	verb	NULL, NULL, NULL, evulgatus
4055	evulsio	noun	evulsio, NULL, f
4056	NULL	verb	NULL, exacerbare, NULL, exacerbatus
4057	exactio	noun	exactio, exactionis, f
4058	exactor	noun	exactor, exactoris, m
4059	exacuit	verb	exacuit, exacuere, NULL, exacutus
4060	exaedificatio	noun	exaedificatio, NULL, f
4061	exaedifico	verb	exaedifico, exaedificare, NULL, exaedificatus
4062	exaequatio	noun	exaequatio, NULL, f
4063	exaequo	verb	exaequo, exaequare, NULL, exaequatus
4064	exaeresimus	adj	exaeresimus, NULL, NULL
4065	exaestuat	verb	exaestuat, NULL, NULL, NULL
4066	exaggeratio	noun	exaggeratio, NULL, f
4067	exaggero	verb	exaggero, exaggerare, NULL, exaggeratus
4068	exagitator	noun	exagitator, NULL, m
4069	exagito	verb	exagito, exagitare, NULL, exagitatus
4070	NULL	verb	NULL, NULL, NULL, NULL
4071	examen	noun	examen, NULL, n
4072	examen	noun	examen, NULL, n
4073	examino	verb	examino, examinare, NULL, examinatus
4074	exanclo	verb	exanclo, exanclare, NULL, NULL
4075	exanimatio	noun	exanimatio, NULL, f
4076	exanimis	adj	exanimis, exanimis, exanime
4077	exanimo	verb	exanimo, exanimare, NULL, exanimatus
4078	exanimus	adj	exanimus, exanima, exanimum
4079	exarescit	verb	exarescit, exarescere, exarui, NULL
4080	exarmat	verb	exarmat, exarmare, NULL, NULL
4081	exarat	verb	exarat, exarare, exaravi, NULL
4082	exasperat	verb	exasperat, exasperare, NULL, exasperatus
4083	NULL	verb	NULL, NULL, NULL, exauctoratus
4084	exaudio	verb	exaudio, exaudire, exaudivi, exauditus
4085	NULL	verb	NULL, NULL, NULL, NULL
4086	exauguratio	noun	exauguratio, NULL, f
4087	exauguro	verb	exauguro, exaugurare, NULL, NULL
4088	excaeco	verb	excaeco, NULL, NULL, excaecatus
4089	excandescentia	noun	excandescentia, NULL, f
4090	excandesco	verb	excandesco, NULL, NULL, NULL
4091	NULL	verb	NULL, excantare, NULL, NULL
4092	NULL	verb	NULL, NULL, NULL, excarnificatus
4093	excavat	verb	excavat, excavare, NULL, NULL
4094	excedo	verb	excedo, excedere, excessi, excessus
4095	excellentia	noun	excellentia, NULL, n
4096	excello	verb	excello, excellere, NULL, excelsus
4097	excelsitas	noun	excelsitas, NULL, f
4098	excelsus	noun	excelsus, excelsi, m
4099	excensio	noun	excensio, NULL, f
4100	exceptio	noun	exceptio, exceptionis, f
4101	excepto	verb	excepto, NULL, NULL, NULL
4102	excernit	verb	excernit, excernere, NULL, excretus
4103	excerpo	verb	excerpo, excerpere, NULL, excerptus
4104	excessus	noun	excessus, excessus, m
4105	excetra	noun	excetra, NULL, f
4106	excidium	noun	excidium, excidi, n
4107	excido	verb	excido, excidere, excidi, NULL
4108	excipio	verb	excipio, excipere, excepi, exceptus
4109	excisio	noun	excisio, NULL, f
4110	excito	verb	excito, excitare, excitavi, excitatus
4111	exclamatio	noun	exclamatio, NULL, f
4112	exclamo	verb	exclamo, exclamare, exclamavi, NULL
4113	excludo	verb	excludo, excludere, exclusi, exclusus
4114	exclusio	noun	exclusio, NULL, f
4115	excogitatio	noun	excogitatio, NULL, f
4116	excogito	verb	excogito, excogitare, excogitavi, excogitatus
4117	excolit	verb	excolit, excolere, NULL, excultus
4118	excoquit	verb	excoquit, excoquere, excoxi, excoctus
4119	excrementum	noun	excrementum, NULL, n
4120	excrescit	verb	excrescit, excrescere, NULL, NULL
4121	excretus	adj	excretus, excreta, NULL
4122	excrucio	verb	excrucio, excruciare, NULL, excruciatus
4123	excubiae	noun	excubiae, NULL, f
4124	excubitor	verb	excubitor, NULL, NULL
4125	excubo	verb	excubo, excubare, excubui, excubitus
4126	excudit	verb	excudit, excudere, NULL, excusus
4127	exculco	verb	exculco, NULL, NULL, exculcatus
4128	excurro	verb	excurro, excurrere, NULL, excursus
4129	excursio	noun	excursio, NULL, f
4130	excursor	noun	excursor, NULL, m
4131	excursus	noun	excursus, excursus, m
4132	excusabilis	adj	excusabilis, excusabilis, NULL
4133	excusatio	noun	excusatio, excusationis, f
4134	excuso	verb	excuso, excusare, NULL, excusatus
4135	excutio	verb	excutio, excutere, excussi, excussus
4136	exedor	verb	exedor, exedere, NULL
4137	exedra	noun	exedra, exedrae, f
4138	exedrium	noun	exedrium, NULL, n
4139	exemplar	noun	exemplar, exemplaris, n
4140	exemplum	noun	exemplum, exempli, n
4141	exeo	verb	exeo, exire, exii, exitus
4142	exerceo	verb	exerceo, exercere, exercui, exercitvs
4143	exercio	verb	exercio, NULL, NULL, exercitvs
4144	exercitatio	noun	exercitatio, exercitationis, f
4145	exercitium	noun	exercitium, exerciti, n
4146	exercitus	noun	exercitus, exercitvs, m
4147	exhalatio	noun	exhalatio, NULL, f
4148	exhalo	verb	exhalo, exhalare, NULL, NULL
4149	exhaurit	verb	exhaurit, exhaurire, NULL, exhaustus
4150	exheredo	verb	exheredo, exheredare, NULL, exheredatus
4151	exhibeo	verb	exhibeo, exhibere, exhibui, exhibitus
4152	exhorreo	verb	exhorreo, NULL, NULL, NULL
4153	exhorresco	verb	exhorresco, exhorrescere, NULL, NULL
4154	exhortatio	noun	exhortatio, exhortationis, f
4155	exhortor	verb	exhortor, NULL, exhortatus
4156	exigo	verb	exigo, exigere, exegi, exactus
4157	exiguitas	noun	exiguitas, NULL, f
4158	exiguus	adj	exiguus, exigua, exiguum
4159	exilis	adj	exilis, exilis, exile
4160	exilitas	noun	exilitas, NULL, f
4161	eximius	adj	eximius, eximia, eximium
4162	eximo	verb	eximo, eximere, exemi, exemptus
4163	exinanio	verb	exinanio, exinanire, NULL, NULL
4164	existimantes	noun	existimantes, NULL, m
4165	existimatio	noun	existimatio, existimationis, f
4166	existimator	noun	existimator, NULL, m
4167	existimo	verb	existimo, existimare, existimaui, existimatus
4168	exitiabilis	adj	exitiabilis, exitiabilis, exitiabile
4169	exitialis	adj	exitialis, exitialis, exitiale
4170	exitiosus	adj	exitiosus, exitiosa, exitiosum
4171	exitium	noun	exitium, exiti, n
4172	exitus	noun	exitus, exitus, m
4173	exodium	noun	exodium, exodi, n
4174	NULL	verb	NULL, NULL, NULL, exoletus
4175	exoletus	adj	exoletus, exoleta, exoletum
4176	exonerat	verb	exonerat, exonerare, NULL, exoneratus
4177	exopto	verb	exopto, exoptare, exoptavi, exoptatus
4178	exorabilis	adj	exorabilis, exorabilis, exorabile
4179	exorator	noun	exorator, NULL, m
4180	exordio	verb	exordio, exordire, NULL, exorsus
4181	exordium	noun	exordium, exordii, n
4182	exorior	verb	exorior, NULL, exortus
4183	exornatio	noun	exornatio, exornationis, f
4184	exornator	noun	exornator, NULL, m
4185	exorno	verb	exorno, exornare, exornavi, exornatus
4186	exoro	verb	exoro, exorare, exoravi, exoratus
