	FPP	POS	Dictionary Entry
0	abacus	noun	abacus, abaci, m
1	abalienatio	noun	abalienatio, NULL, f
2	abalieno	verb	abalieno, abalienare, NULL, abalienatus
3	abanteus	adj	abanteus, NULL, NULL
4	Abantiades	noun	Abantiades, NULL, m
5	abavus	noun	abavus, abavi, m
6	NULL	verb	NULL, NULL, NULL, NULL
7	Abdera	noun	Abdera, NULL, f
8	abdicatio	noun	abdicatio, abdicationis, f
9	abdico	verb	abdico, abdicare, NULL, abdicatus
10	abdico	verb	abdico, NULL, NULL, NULL
11	abditus	adj	abditus, abdita, abditum
12	abdo	verb	abdo, abdere, abdidi, abditus
13	abdomen	noun	abdomen, abdominis, n
14	abduco	verb	abduco, abducere, abduxi, abductus
15	Abella	noun	Abella, abellae, f
16	abeo	verb	abeo, abire, abii, abitus
17	NULL	verb	NULL, NULL, NULL, NULL
18	aberratio	noun	aberratio, NULL, f
19	aberro	verb	aberro, aberrare, aberravi, NULL
20	abhorreo	verb	abhorreo, abhorrere, NULL, NULL
21	abicio	verb	abicio, abicere, abici, abiectus
22	abiegnus	adj	abiegnus, abiegna, NULL
23	abies	noun	abies, abietis, f
24	abigo	verb	abigo, abigere, abegi, abactus
25	abitio	noun	abitio, NULL, f
26	abitus	noun	abitus, abitus, m
27	ablegatio	noun	ablegatio, NULL, f
28	ablego	verb	ablego, NULL, NULL, NULL
29	abludit	verb	abludit, NULL, NULL, NULL
30	abluo	verb	abluo, abluere, ablui, ablutus
31	abnegat	verb	abnegat, NULL, NULL, NULL
32	abnormis	adj	abnormis, abnormis, NULL
33	abnuo	verb	abnuo, abnuere, abnui, NULL
34	abnuto	verb	abnuto, NULL, NULL, NULL
35	aboleo	verb	aboleo, abolere, NULL, NULL
36	abolitio	noun	abolitio, abolitionis, f
37	abolla	noun	abolla, abollae, f
38	abominor	verb	abominor, NULL, abominatus
39	Aborigines	noun	Aborigines, NULL, m
40	abortio	noun	abortio, abortionis, f
41	abortivus	adj	abortivus, abortiva, abortivum
42	abortus	noun	abortus, abortus, m
43	NULL	verb	NULL, abradere, NULL, abrasus
44	abripio	verb	abripio, abripere, abripui, NULL
45	abrogatio	noun	abrogatio, abrogationis, f
46	abrogo	verb	abrogo, abrogare, NULL, abrogatus
47	abrotonum	noun	abrotonum, abrotoni, n
48	abrumpo	verb	abrumpo, abrumpere, abrupi, abruptus
49	abruptio	noun	abruptio, NULL, f
50	abscedo	verb	abscedo, abscedere, abscessi, abscessus
51	abscessio	noun	abscessio, abscessionis, f
52	abscessus	noun	abscessus, abscessus, m
53	abscido	verb	abscido, abscidere, abscidi, abscisus
54	NULL	verb	NULL, abscindere, abscidi, abscissus
55	abscondo	verb	abscondo, abscondere, abscondi, NULL
56	absentia	noun	absentia, absentiae, f
57	absimilis	adj	absimilis, absimilis, absimile
58	absistit	verb	absistit, absistere, NULL, NULL
59	absolutio	noun	absolutio, absolutionis, f
60	absoluo	verb	absoluo, absoluere, absolui, absolutus
61	NULL	adj	NULL, absona, absonum
62	absorbet	verb	absorbet, absorbere, NULL, NULL
63	abstemius	adj	abstemius, abstemia, NULL
64	absterget	verb	absterget, abstergere, NULL, abstersus
65	absterret	verb	absterret, absterrere, NULL, absterritus
66	abstinentia	noun	abstinentia, abstinentiae, f
67	NULL	verb	NULL, NULL, NULL, abstentus
68	NULL	verb	NULL, NULL, NULL, NULL
69	abstractus	adj	abstractus, abstracta, abstractum
70	abstrahor	verb	abstrahor, abstrahere, abstractus
71	abstrudo	verb	abstrudo, abstrudere, abstrusi, abstrusus
72	absum	verb	absum, abesse, NULL, NULL
73	absumo	verb	absumo, absumere, absumpsi, absumptus
74	absurdus	adj	absurdus, absurda, absurdum
75	abundantia	noun	abundantia, abundantiae, f
76	abundo	verb	abundo, abundare, NULL, NULL
77	abusio	noun	abusio, NULL, f
78	abusus	noun	abusus, abusus, m
79	abutor	verb	abutor, abutere, abusus
80	abydenus	adj	abydenus, abydena, NULL
81	Academia	noun	Academia, academiae, f
82	academicus	adj	academicus, academica, academicum
83	academicus	adj	academicus, academica, academicum
84	Academus	noun	Academus, academi, m
85	acalanthis	noun	acalanthis, NULL, f
86	acanthus	noun	acanthus, acanthi, m
87	acarnanicus	adj	acarnanicus, NULL, NULL
88	Acbarus	noun	Acbarus, acbari, m
89	accedo	verb	accedo, accedere, accessi, accessus
90	acceleratio	noun	acceleratio, NULL, f
91	accendo	noun	accendo, NULL, m
92	accenseo	verb	accenseo, NULL, NULL, accensvs
93	accensus	noun	accensus, accensi, m
94	accensus	noun	accensus, accensi, m
95	acceptio	noun	acceptio, NULL, f
96	accepto	verb	accepto, NULL, acceptavi, NULL
97	acceptum	noun	acceptum, accepti, n
98	accessio	noun	accessio, accessionis, f
99	accido	verb	accido, accidere, NULL, accisus
100	accido	verb	accido, accidere, NULL, NULL
101	accingo	verb	accingo, accingere, accinxi, accinctus
102	accio	verb	accio, accire, NULL, accitus
103	accipio	verb	accipio, accipere, accepi, acceptus
104	accitus	noun	accitus, accitus, m
105	acclamatio	noun	acclamatio, NULL, f
106	acclamo	verb	acclamo, acclamare, NULL, NULL
107	acclaro	verb	acclaro, NULL, NULL, NULL
108	acclinis	adj	acclinis, acclinis, NULL
109	acclino	verb	acclino, NULL, NULL, acclinatus
110	acclivis	adj	acclivis, accliva, acclive
111	acclivitas	noun	acclivitas, NULL, f
112	accolo	verb	accolo, NULL, m, NULL
113	accolo	verb	accolo, accolere, NULL, NULL
114	accommodatio	noun	accommodatio, NULL, f
115	accommodo	verb	accommodo, accommodare, accommodavi, accommodatus
116	accommodus	adj	accommodus, accommoda, NULL
117	accredo	verb	accredo, NULL, NULL, NULL
118	accresco	verb	accresco, accrescere, NULL, NULL
119	accretio	noun	accretio, NULL, f
120	accubatio	noun	accubatio, NULL, f
121	accubitio	noun	accubitio, NULL, f
122	accubo	verb	accubo, accubare, NULL, NULL
123	accumbo	verb	accumbo, accumbere, accubui, accubitus
124	accumulator	noun	accumulator, NULL, m
125	accumulo	verb	accumulo, accumulare, NULL, NULL
126	accuratio	noun	accuratio, NULL, f
127	accuro	verb	accuro, accurare, accuravi, accuratus
128	accurro	verb	accurro, accurrere, NULL, NULL
129	accursus	noun	accursus, accursus, m
130	accusabilis	adj	accusabilis, accusabilis, NULL
131	accusatio	noun	accusatio, accusationis, f
132	accusator	noun	accusator, accusatoris, m
133	accusatorius	adj	accusatorius, accusatoria, NULL
134	accuso	verb	accuso, accusare, accusavi, accusatus
135	acer	adj	acer, acer, acre
136	acer	adj	acer, acer, acre
137	acerbitas	noun	acerbitas, acerbitatis, f
138	acerbo	verb	acerbo, NULL, NULL, NULL
139	acerbus	adj	acerbus, acerba, acerbum
140	acernus	adj	acernus, acerna, acernum
141	acerra	noun	acerra, acerrae, f
142	acersecomes	noun	acersecomes, NULL, m
143	acervalis	adj	acervalis, acervalis, NULL
144	acervo	verb	acervo, NULL, NULL, NULL
145	acervus	noun	acervus, acervi, m
146	Achaemenes	noun	Achaemenes, achaemenis, m
147	achaemenius	adj	achaemenius, NULL, achaemenium
148	achaicus	adj	achaicus, achaica, achaicum
149	Achais	noun	Achais, achais, m
150	achaius	adj	achaius, achaia, NULL
151	acharnanus	adj	acharnanus, NULL, NULL
152	acheloius	adj	acheloius, acheloia, NULL
153	Acheron	noun	Acheron, acherontis, m
154	Acheruns	noun	Acheruns, acheruntis, m
155	acherusius	adj	acherusius, acherusia, NULL
156	Achilles	noun	Achilles, achillis, m
157	achilleus	adj	achilleus, achillea, NULL
158	achivus	adj	achivus, NULL, achivum
159	Acidalia	noun	Acidalia, acidaliae, f
160	acidus	adj	acidus, acida, acidum
161	acies	noun	acies, acie, f
162	acinaces	noun	acinaces, NULL, m
163	acinus	noun	acinus, acini, m
164	acinum	noun	acinum, acini, n
165	aclys	noun	aclys, NULL, f
166	acoenonoetus	noun	acoenonoetus, NULL, m
167	aconitum	noun	aconitum, aconiti, n
168	acquiesco	verb	acquiesco, acquiescere, acquievi, NULL
169	Acragas	noun	Acragas, NULL, m
170	acredula	noun	acredula, NULL, f
171	acriculus	adj	acriculus, NULL, NULL
172	acrimonia	noun	acrimonia, acrimoniae, f
173	acrisioneus	adj	acrisioneus, NULL, NULL
174	Acrisioniades	noun	Acrisioniades, NULL, m
175	Acrisius	noun	Acrisius, acrisii, m
176	acroama	noun	acroama, NULL, n
177	acroasis	noun	acroasis, acroasin, f
178	Acroceraunia	noun	Acroceraunia, NULL, n
179	acta	noun	acta, actae, n
180	Actaeon	noun	Actaeon, actaeonis, m
181	actaeus	adj	actaeus, actaea, NULL
182	Actaei	noun	Actaei, NULL, m
183	Actias	noun	Actias, NULL, f
184	actio	noun	actio, actionis, f
185	actito	verb	actito, actitare, NULL, NULL
186	Actium	noun	Actium, NULL, n
187	actius	adj	actius, actia, actium
188	actor	noun	actor, actoris, m
189	actuaria	noun	actuaria, actuariae, f
190	actuarius	adj	actuarius, actuaria, actuarium
191	actum	noun	actum, acti, n
192	actuosus	adj	actuosus, actuosa, NULL
193	actus	noun	actus, actus, m
194	aculeatus	adj	aculeatus, aculeata, aculeatum
195	aculeus	noun	aculeus, aculei, m
196	acumen	noun	acumen, acuminis, n
197	acuo	verb	acuo, acuere, acui, acutus
198	acus	noun	acus, acus, f
199	acutulus	adj	acutulus, NULL, NULL
200	acutus	adj	acutus, acuta, acutum
201	adactio	noun	adactio, NULL, f
202	adaequat	verb	adaequat, adaequare, NULL, adaequatus
203	adamanteus	adj	adamanteus, NULL, NULL
204	adamantinus	adj	adamantinus, adamantina, NULL
205	adamas	noun	adamas, adamantis, m
206	adamo	verb	adamo, adamare, adamavi, adamatus
207	adaperio	verb	adaperio, adaperire, NULL, adapertus
208	adapertilis	adj	adapertilis, adapertilis, adapertile
209	NULL	verb	NULL, NULL, NULL, NULL
210	adaugeo	verb	adaugeo, adaugere, n, adauctus
211	adaugesco	verb	adaugesco, NULL, NULL, NULL
212	adbibit	verb	adbibit, adbibere, NULL, NULL
213	NULL	verb	NULL, NULL, NULL, NULL
214	NULL	verb	NULL, NULL, NULL, NULL
215	addico	verb	addico, addicere, addixi, addictus
216	addictio	noun	addictio, NULL, f
217	addictus	noun	addictus, addicti, m
218	NULL	verb	NULL, addiscere, addidici, NULL
219	additamentum	noun	additamentum, NULL, n
220	addo	verb	addo, addere, addidi, additus
221	addocet	verb	addocet, NULL, NULL, NULL
222	addubitat	verb	addubitat, addubitare, addubitavi, NULL
223	adduco	verb	adduco, adducere, adduxi, adductus
224	adedit	verb	adedit, adedere, NULL, NULL
225	Adelphi	noun	Adelphi, NULL, m
226	ademptio	noun	ademptio, NULL, f
227	adeo	verb	adeo, adire, adii, aditus
228	adeptio	noun	adeptio, NULL, f
229	NULL	verb	NULL, adequitare, NULL, NULL
230	adhaereo	verb	adhaereo, adhaerere, adhaesi, adhaesus
231	adhaerescit	verb	adhaerescit, adhaerescere, adhaesi, adhaesus
232	adhaesio	noun	adhaesio, NULL, f
233	adhibeo	verb	adhibeo, adhibere, adhibui, adhibitus
234	adhinnio	verb	adhinnio, adhinnire, NULL, NULL
235	adhortatio	noun	adhortatio, adhortationis, f
236	adhortator	noun	adhortator, NULL, m
237	adhortor	verb	adhortor, NULL, adhortatus
238	adicio	verb	adicio, adicere, adici, adiectus
239	adigo	verb	adigo, adigere, NULL, adactus
240	adimo	verb	adimo, adimere, ademi, ademptus
241	adipatus	adj	adipatus, adipata, adipatum
242	aditus	noun	aditus, aditus, m
243	NULL	verb	NULL, NULL, NULL, NULL
244	NULL	verb	NULL, NULL, NULL, admensus
245	adminiculo	verb	adminiculo, NULL, NULL, adminiculatus
246	adminiculum	noun	adminiculum, adminiculi, n
247	administer	noun	administer, administri, m
248	administra	noun	administra, administrae, f
249	administratio	noun	administratio, administrationis, f
250	administrator	noun	administrator, NULL, m
251	administro	verb	administro, administrare, administravi, administratus
252	admirabilis	adj	admirabilis, admirabilis, admirabile
253	admirabilitas	noun	admirabilitas, NULL, f
254	admirandus	adj	admirandus, admiranda, admirandum
255	admiratio	noun	admiratio, admirationis, f
256	admirator	noun	admirator, NULL, m
257	admiror	verb	admiror, NULL, admiratus
258	admisceo	verb	admisceo, admiscere, NULL, admixtus
259	admissarius	adj	admissarius, NULL, admissarium
260	admissum	noun	admissum, admissi, n
261	admistio	noun	admistio, NULL, f
262	admitto	verb	admitto, admittere, admisi, admissus
263	admixtio	noun	admixtio, NULL, f
264	admodum	noun	admodum, NULL, n
265	NULL	verb	NULL, NULL, NULL, admolitus
266	admoneo	verb	admoneo, admonere, admonui, admonitus
267	admonitio	noun	admonitio, admonitionis, f
268	admonito	verb	admonito, NULL, NULL, NULL
269	admonitum	noun	admonitum, admoniti, n
270	admotio	noun	admotio, NULL, f
271	admoveo	verb	admoveo, admovere, n, admotus
272	admugit	verb	admugit, NULL, NULL, NULL
273	admurmuratio	noun	admurmuratio, NULL, f
274	admurmuro	verb	admurmuro, NULL, NULL, NULL
275	annascor	verb	annascor, NULL, NULL
276	anno	verb	anno, NULL, NULL, NULL
277	annecto	verb	annecto, NULL, annexi, adnexus
278	adoleo	verb	adoleo, adolere, NULL, adultus
279	adolesco	verb	adolesco, adolescere, NULL, adultus
280	adolesco	verb	adolesco, adolescere, NULL, adultus
281	Adonis	noun	Adonis, NULL, f
282	NULL	verb	NULL, NULL, NULL, adopertus
283	adoptatio	noun	adoptatio, NULL, f
284	adoptio	noun	adoptio, adoptionis, f
285	adoptivus	adj	adoptivus, adoptiva, adoptiuum
286	adopto	verb	adopto, adoptare, adoptavi, adoptatus
287	ador	verb	ador, NULL, aditus
288	adorea	noun	adorea, NULL, f
289	adoreus	adj	adoreus, adorea, adoreum
290	adorior	verb	adorior, NULL, adortus
291	adornat	verb	adornat, adornare, adornavi, adornatus
292	adoro	verb	adoro, adorare, adoraui, adoratus
293	adquiesco	verb	adquiesco, adquiescere, adquievi, NULL
294	NULL	verb	NULL, NULL, n, adrasus
295	assum	verb	assum, adesse, affui, NULL
296	adulatio	noun	adulatio, adulationis, f
297	adulator	noun	adulator, NULL, m
298	adulatorius	adj	adulatorius, NULL, adulatorium
299	adulescens	noun	adulescens, adulescentis, m
300	adulescentia	noun	adulescentia, adolescentiae, f
301	adulescentula	noun	adulescentula, adulescentulae, f
302	adulescentulus	noun	adulescentulus, adolescentuli, m
303	adulo	verb	adulo, adulare, NULL, adulatus
304	adulter	noun	adulter, adulteri, m
305	adulterinus	adj	adulterinus, adulterina, adulterinum
306	adulterium	noun	adulterium, adulteri, n
307	adultero	verb	adultero, adulterare, NULL, NULL
308	adumbratio	noun	adumbratio, NULL, f
309	adumbro	verb	adumbro, adumbrare, NULL, adumbratus
310	aduncitas	noun	aduncitas, NULL, f
311	aduncus	adj	aduncus, adunca, aduncum
312	NULL	verb	NULL, NULL, NULL, NULL
313	aduro	verb	aduro, adurere, NULL, adustus
314	advecticius	adj	advecticius, NULL, NULL
315	aduecto	verb	aduecto, NULL, NULL, NULL
316	adveho	verb	adveho, advehere, n, aduectus
317	advelat	verb	advelat, NULL, NULL, NULL
318	advena	noun	advena, aduenae, m
319	advenio	verb	advenio, aduenire, adveni, adventus
320	adventicius	adj	adventicius, aduenticia, aduenticium
321	advento	verb	advento, adventare, NULL, NULL
322	adventus	noun	adventus, adventus, m
323	adversarius	adj	adversarius, adversaria, aduersarium
324	adversatrix	noun	adversatrix, NULL, f
325	adversio	noun	adversio, NULL, f
326	adversor	verb	adversor, NULL, aduersatus
327	adversus	noun	adversus, adversi, m
328	adversum	noun	adversum, adversi, n
329	adversus	noun	adversus, adversi, m
330	adversus	noun	adversus, adversi, m
331	adverto	verb	adverto, advertere, n, adversus
332	advigilo	verb	advigilo, advigilare, NULL, NULL
333	advocatio	noun	advocatio, advocationis, f
334	advocatus	noun	advocatus, aduocati, m
335	advoco	verb	advoco, advocare, advocavi, advocatus
336	advolatus	noun	advolatus, advolatus, m
337	advolo	verb	advolo, advolare, NULL, advolatus
338	advolvit	verb	advolvit, advolvere, advolvi, NULL
339	adytum	noun	adytum, adyti, n
340	aedes	noun	aedes, aedis, f
341	aedes	noun	aedes, aedis, f
342	aedicula	noun	aedicula, aediculae, f
343	aedificatio	noun	aedificatio, aedificationis, f
344	aedificatiuncula	noun	aedificatiuncula, NULL, f
345	aedificator	noun	aedificator, NULL, m
346	aedificium	noun	aedificium, aedificii, n
347	aedifico	verb	aedifico, aedificare, aedificavi, aedificatus
348	aedilicius	noun	aedilicius, aedilicii, m
349	aedilis	noun	aedilis, aedilis, m
350	aedilitas	noun	aedilitas, aedilitatis, f
351	NULL	verb	NULL, NULL, NULL, NULL
352	aeditimus	noun	aeditimus, NULL, m
353	aedituus	noun	aedituus, aeditui, m
354	aegaeus	adj	aegaeus, aegaea, aegaeum
355	aeger	adj	aeger, aegra, aegrum
356	aegis	noun	aegis, aegidis, f
357	aegresco	verb	aegresco, NULL, NULL, NULL
358	aegrimonia	noun	aegrimonia, aegrimoniae, f
359	aegritudo	noun	aegritudo, aegritudinis, f
360	aegrotatio	noun	aegrotatio, NULL, f
361	aegroto	verb	aegroto, aegrotare, aegrotavi, NULL
362	aegrotus	adj	aegrotus, aegrota, aegrotum
363	aegyptius	adj	aegyptius, aegyptia, aegyptium
364	aelinos	noun	aelinos, NULL, m
365	aemulatio	noun	aemulatio, aemulationis, f
366	aemulator	noun	aemulator, NULL, m
367	aemulatus	noun	aemulatus, aemulatus, m
368	aemulor	verb	aemulor, NULL, aemulatus
369	aemulus	adj	aemulus, aemula, aemulum
370	aeneius	adj	aeneius, aeneia, NULL
371	aeneus	adj	aeneus, aenea, aeneum
372	aenigma	noun	aenigma, NULL, n
373	aenus	noun	aenus, aeni, f
374	aeolius	adj	aeolius, aeolia, aeolium
375	aequabilis	adj	aequabilis, aequabilis, aequabile
376	aequabilitas	noun	aequabilitas, aequabilitatis, f
377	aequaevus	adj	aequaevus, aequaeva, aequaevum
378	aequalis	adj	aequalis, aequalis, aequale
379	aequalitas	noun	aequalitas, aequalitatis, f
380	aequanimitas	noun	aequanimitas, aequanimitatis, f
381	aequatio	noun	aequatio, NULL, f
382	aequilibritas	noun	aequilibritas, NULL, f
383	aequinoctialis	adj	aequinoctialis, aequinoctialis, NULL
384	aequinoctium	noun	aequinoctium, aequinoctii, n
385	aequitas	noun	aequitas, aequitatis, f
386	aequo	verb	aequo, aequare, NULL, aequatus
387	aequor	noun	aequor, aequoris, n
388	aequoreus	adj	aequoreus, aequorea, aequoreum
389	aequum	noun	aequum, aequi, n
390	aecus	adj	aecus, aeca, aecum
391	aer	noun	aer, aeris, m
392	aeraria	noun	aeraria, aerariae, f
393	aerarium	noun	aerarium, aerarii, n
394	aerarius	adj	aerarius, aerarii, m
395	aerarius	adj	aerarius, aerarii, m
396	aeratus	adj	aeratus, aerata, NULL
397	aereus	adj	aereus, aerea, aereum
398	aerifer	adj	aerifer, NULL, NULL
399	aeripes	verb	aeripes, aeripes, NULL, NULL
400	aerugo	verb	aerugo, aeruginis, f, NULL
401	aerumna	noun	aerumna, aerumnae, f
402	aerumnosus	adj	aerumnosus, NULL, NULL
403	aesculetum	noun	aesculetum, NULL, n
404	esculeus	adj	esculeus, NULL, NULL
405	aesculus	noun	aesculus, aesculi, f
406	aesopius	adj	aesopius, NULL, NULL
407	aestas	noun	aestas, aestatis, f
408	aestimabilis	adj	aestimabilis, aestimabilis, aestimabile
409	aestimatio	noun	aestimatio, aestimationis, f
410	aestimator	noun	aestimator, NULL, m
411	aestimo	verb	aestimo, aestimare, aestumavi, aestimatus
412	aestiva	noun	aestiva, NULL, n
413	aestivus	adj	aestivus, aestiua, aestivum
414	aestuarium	noun	aestuarium, NULL, n
415	aestuo	verb	aestuo, aestuare, aestuavi, aestuatus
416	aestuosus	adj	aestuosus, aestuosa, NULL
417	aestus	noun	aestus, aestus, m
418	aetas	noun	aetas, aetatis, f
419	aetatula	noun	aetatula, aetatulae, f
420	aeternitas	noun	aeternitas, aeternitatis, f
421	aeternus	adj	aeternus, aeterna, aeternum
422	aether	noun	aether, aetheris, m
423	aetherius	adj	aetherius, aetheria, aetherium
424	Aethiops	noun	Aethiops, aethiopis, m
425	aethra	noun	aethra, aethrae, f
426	NULL	verb	NULL, NULL, f, NULL
427	aevum	noun	aevum, aeui, n
428	afer	adj	afer, NULL, NULL
429	Africa	noun	Africa, africae, f
430	africus	adj	africus, africa, africum
431	Africus	noun	Africus, africi, m
432	agaso	noun	agaso, NULL, m
433	agellulus	noun	agellulus, agellvli, m
434	agellus	noun	agellus, agelli, m
435	agema	noun	agema, NULL, n
436	Agenor	noun	Agenor, agenoris, m
437	ager	noun	ager, agri, m
438	aggemo	verb	aggemo, NULL, NULL, NULL
439	agger	noun	agger, aggeris, m
440	aggero	verb	aggero, aggerare, NULL, aggeratus
441	aggero	verb	aggero, aggerere, NULL, aggestus
442	aggestus	noun	aggestus, adgestus, m
443	agglomero	verb	agglomero, NULL, NULL, NULL
444	agglutino	verb	agglutino, NULL, NULL, NULL
445	aggravesco	verb	aggravesco, NULL, NULL, NULL
446	aggravo	verb	aggravo, NULL, NULL, NULL
447	aggredior	verb	aggredior, aggredere, adgressus
448	aggrego	verb	aggrego, aggregare, NULL, NULL
449	aggressio	noun	aggressio, NULL, f
450	agilis	adj	agilis, agilis, NULL
451	agilitas	noun	agilitas, agilitatis, f
452	agitabilis	adj	agitabilis, agitabilis, NULL
453	agitatio	noun	agitatio, NULL, f
454	agitator	noun	agitator, NULL, m
455	agito	verb	agito, agitare, agitaui, agitatus
456	agmen	noun	agmen, agminis, n
457	agna	noun	agna, agnae, f
458	Agnalia	noun	Agnalia, NULL, n
459	agnascor	verb	agnascor, NULL, agnatvs
460	agnatio	noun	agnatio, agnationis, f
461	agnina	noun	agnina, NULL, f
462	agnitio	noun	agnitio, agnitionis, f
463	agnosco	verb	agnosco, agnoscere, NULL, NULL
464	agnus	noun	agnus, agni, m
465	ago	verb	ago, agere, n, actus
466	agonalis	adj	agonalis, agonalis, NULL
467	agonium	noun	agonium, NULL, n
468	agrarius	adj	agrarius, agraria, NULL
469	agrarii	noun	agrarii, NULL, m
470	agrestis	adj	agrestis, agrestis, agreste
471	agrestis	adj	agrestis, agrestis, agreste
472	agricola	noun	agricola, agricolae, m
473	agricultio	noun	agricultio, NULL, f
474	agripeta	noun	agripeta, NULL, m
475	aio	verb	aio, NULL, NULL, NULL
476	Aius	noun	Aius, ain, m
477	ala	noun	ala, alae, f
478	alacer	adj	alacer, alacer, alacre
479	alacritas	noun	alacritas, alacritatis, f
480	alapa	noun	alapa, alapae, f
481	alaris	adj	alaris, alaris, NULL
482	alatus	adj	alatus, alata, alatum
483	NULL	verb	NULL, NULL, f, NULL
484	albatus	adj	albatus, albata, albatum
485	albeo	verb	albeo, NULL, NULL, NULL
486	albesco	verb	albesco, albescere, NULL, NULL
487	albico	verb	albico, albicare, NULL, NULL
488	albidus	adj	albidus, albida, NULL
489	Albula	noun	Albula, albulae, f
490	albulus	adj	albulus, albula, NULL
491	album	noun	album, albi, n
492	albus	adj	albus, alba, album
493	alces	noun	alces, alcis, f
494	Alcides	noun	Alcides, alcidae, m
495	Alcinous	noun	Alcinous, alcinoi, m
496	alea	noun	alea, aleae, f
497	aleator	noun	aleator, aleatoris, m
498	aleatorius	adj	aleatorius, aleatoria, aleatorium
499	Alecto	noun	Alecto, alectus, f
500	aleo	noun	aleo, NULL, m
501	alga	noun	alga, algae, f
502	algidus	adj	algidus, algida, algidum
503	algor	noun	algor, algoris, m
504	alienatio	noun	alienatio, alienationis, f
505	alienigena	noun	alienigena, alienigenae, m
506	alieno	verb	alieno, alienare, NULL, alienatus
507	alienum	noun	alienum, alieni, n
508	alienus	adj	alienus, aliena, alienum
509	alienus	adj	alienus, aliena, alienum
510	alienum	noun	alienum, alieni, n
511	NULL	verb	NULL, NULL, NULL, NULL
512	alimentarius	adj	alimentarius, NULL, NULL
513	alimentum	noun	alimentum, alimenti, n
514	alimonium	noun	alimonium, NULL, n
515	alio	verb	alio, NULL, NULL, NULL
516	aliptes	noun	aliptes, aliptae, m
517	aliqvo	verb	aliqvo, NULL, NULL, NULL
518	aliquantus	adj	aliquantus, aliquanta, aliquantum
519	NULL	verb	NULL, NULL, aliqui, NULL
520	NULL	verb	NULL, NULL, NULL, NULL
521	alius	adj	alius, alia, alium
522	allecto	verb	allecto, NULL, NULL, NULL
523	alliensis	adj	alliensis, alliensis, NULL
524	allifanus	adj	allifanus, allifana, NULL
525	allium	noun	allium, alii, n
526	almus	adj	almus, alma, almum
527	alnus	noun	alnus, alni, f
528	alo	verb	alo, alere, alui, altus
529	aloe	noun	aloe, aloes, f
530	alpha	noun	alpha, NULL, n
531	alpinus	adj	alpinus, alpina, alpinum
532	alter	adj	alter, altera, alterum
533	altercatio	noun	altercatio, NULL, f
534	alterco	verb	alterco, NULL, NULL, NULL
535	altercor	verb	altercor, NULL, NULL
536	alterno	verb	alterno, alternare, NULL, NULL
537	alternus	adj	alternus, alterna, alternumque
538	NULL	adj	NULL, NULL, NULL
539	alticinctus	adj	alticinctus, NULL, NULL
540	altilis	adj	altilis, altilis, NULL
541	altisonus	adj	altisonus, NULL, NULL
542	altitudo	noun	altitudo, altitudinis, f
543	altor	noun	altor, altoris, m
544	altrix	noun	altrix, altricis, f
545	altum	noun	altum, alti, n
546	altum	noun	altum, alti, n
547	altus	adj	altus, alta, altum
548	alucinor	verb	alucinor, NULL, alucinatus
549	alumna	noun	alumna, alumnae, f
550	alumnus	adj	alumnus, alumna, alumnum
551	NULL	verb	NULL, NULL, f, NULL
552	alveolus	noun	alveolus, NULL, m
553	alveus	noun	alveus, aluei, m
554	alvus	noun	alvus, alui, m
555	amabilis	adj	amabilis, amabilis, amabile
556	amandatio	noun	amandatio, NULL, f
557	amando	verb	amando, amandare, NULL, amandatus
558	amandus	noun	amandus, amandi, m
559	amaracus	noun	amaracus, amaraci, m
560	amarantus	noun	amarantus, NULL, m
561	amarities	noun	amarities, NULL, f
562	amaror	noun	amaror, NULL, m
563	amarus	adj	amarus, amara, amarum
564	amata	noun	amata, amatae, f
565	amator	noun	amator, amatoris, m
566	amatorius	adj	amatorius, amatoria, amatorium
567	Amazon	noun	Amazon, amazonis, f
568	Amazonis	noun	Amazonis, NULL, f
569	amazonius	adj	amazonius, amazonia, NULL
570	ambactus	noun	ambactus, NULL, m
571	ambago	verb	ambago, NULL, NULL, ambactus
572	ambedo	verb	ambedo, NULL, NULL, NULL
573	ambigo	verb	ambigo, ambigere, NULL, NULL
574	ambiguitas	noun	ambiguitas, NULL, f
575	ambiguus	adj	ambiguus, ambigua, ambiguum
576	ambit	verb	ambit, ambire, NULL, ambitus
577	ambitio	noun	ambitio, ambitionis, f
578	ambitiosus	adj	ambitiosus, ambitiosa, ambitiosum
579	ambitus	noun	ambitus, ambitus, m
580	NULL	adj	NULL, NULL, NULL
581	Ambracia	noun	Ambracia, ambraciae, f
582	ambrosia	noun	ambrosia, ambrosiae, f
583	ambrosius	adj	ambrosius, ambrosia, NULL
584	ambubaia	noun	ambubaia, NULL, f
585	ambulatio	noun	ambulatio, ambulationis, f
586	ambulatiuncula	noun	ambulatiuncula, NULL, f
587	ambulo	verb	ambulo, ambulare, ambulavi, ambulatus
588	amburo	verb	amburo, NULL, n, ambustus
589	amellus	noun	amellus, amelli, m
590	amens	adj	amens, amens, amens
591	amentia	noun	amentia, amentiae, f
592	amentum	noun	amentum, amenti, n
593	amerinus	adj	amerinus, amerina, NULL
594	ames	noun	ames, NULL, m
595	amethystinus	adj	amethystinus, amethystina, amethystinum
596	amica	noun	amica, amicae, f
597	NULL	verb	NULL, NULL, NULL, NULL
598	amicitia	noun	amicitia, amicitiae, f
599	amictus	noun	amictus, amictus, m
