	FPP	POS	Dictionary Entry
0	A	exclaimation	A indecl.
1	a	exclaimation	a indecl.
2	abacus	noun	abacus, abaci, m
3	abalienatio	noun	abalienatio, f indecl.
4	abalieno	verb	abalieno, abalienare, NULL, abalienatus
5	Abanteus	adj	Abanteus, NULL, NULL
6	Abantiades	noun	Abantiades, m indecl.
7	abavus	noun	abavus, abavi, m
8	abcido	verb	NULL, NULL, NULL, NULL
9	Abdera	noun	Abdera, f indecl.
10	abdicatio	noun	abdicatio, abdicationis, f
11	abdico	verb	abdico, abdicare, NULL, abdicatus
12	abdico	verb	abdico, NULL, NULL, NULL
13	abditus	adj	abditus, abdita, abditum
14	abdo	verb	abdo, abdere, abdidi, abditus
15	abdomen	noun	abdomen, abdominis, n
16	abduco	verb	abduco, abducere, abduxi, abductus
17	Abella	noun	Abella, abellae, f
18	abeo	verb	abeo, abire, abii, abitus
19	abequito	verb	NULL, NULL, NULL, NULL
20	aberratio	noun	aberratio, f indecl.
21	aberro	verb	aberro, aberrare, aberravi, NULL
22	abhinc	adv	abhinc indecl.
23	abhorreo	verb	abhorreo, abhorrere, NULL, NULL
24	abicio	adv	abicio indecl.
25	abiegnus	adj	abiegnus, abiegna, NULL
26	abies	noun	abies, abietis, f
27	abigo	verb	abigo, abigere, abegi, abactus
28	abitio	noun	abitio, f indecl.
29	abitus	noun	abitus, abitus, m
30	ablegatio	noun	ablegatio, f indecl.
31	ablego	verb	ablego, NULL, NULL, NULL
32	abludit	verb	abludit, NULL, NULL, NULL
33	abluo	verb	abluo, abluere, ablui, ablutus
34	abnegat	verb	abnegat, NULL, NULL, NULL
35	abnormis	adj	abnormis, abnormis, NULL
36	abnuo	verb	abnuo, abnuere, abnui, NULL
37	abnuto	verb	abnuto, NULL, NULL, NULL
38	aboleo	verb	aboleo, abolere, NULL, NULL
39	abolitio	noun	abolitio, abolitionis, f
40	abolla	noun	abolla, abollae, f
41	abominor	verb	abominor, NULL, abominatus
42	Aborigines	noun	Aborigines, m indecl.
43	abortio	noun	abortio, abortionis, f
44	abortivus	adj	abortivus, abortiva, abortivum
45	abortus	noun	abortus, abortus, m
46	abrado	verb	NULL, abradere, NULL, abrasus
47	abripio	verb	abripio, abripere, abripui, NULL
48	abrogatio	noun	abrogatio, abrogationis, f
49	abrogo	verb	abrogo, abrogare, NULL, abrogatus
50	abrotonum	noun	abrotonum, abrotoni, n
51	abrumpo	adv	abrumpo indecl.
52	abruptio	noun	abruptio, f indecl.
53	abscedo	verb	abscedo, abscedere, abscessi, abscessus
54	abscessio	noun	abscessio, abscessionis, f
55	abscessus	noun	abscessus, abscessus, m
56	abscido	verb	abscido, abscidere, abscidi, abscisus
57	abscindo	verb	NULL, abscindere, abscidi, abscissus
58	abscondo	verb	abscondo, abscondere, abscondi, NULL
59	absentia	noun	absentia, absentiae, f
60	absimilis	adj	absimilis, absimilis, absimile
61	absistit	verb	absistit, absistere, NULL, NULL
62	absolutio	noun	absolutio, absolutionis, f
63	absoluo	verb	absoluo, absoluere, absolui, absolutus
64	absonus	adj	absonus, absona, absonum
65	absorbet	verb	absorbet, absorbere, NULL, NULL
66	abstemius	adj	abstemius, abstemia, NULL
67	absterget	verb	absterget, abstergere, NULL, abstersus
68	absterret	verb	absterret, absterrere, NULL, absterritus
69	abstinenter	adv	abstinenter indecl.
70	abstinentia	noun	abstinentia, abstinentiae, f
71	abstinentissime	verb	abstinentissime, NULL, NULL, abstentus
72	absto	verb	NULL, NULL, NULL, NULL
73	abstractus	adj	abstractus, abstracta, abstractum
74	abstrahor	verb	abstrahor, abstrahere, abstractus
75	abstrudo	adv	abstrudo indecl.
76	absum	verb	absum, abesse, NULL, NULL
77	absumo	verb	absumo, absumere, absumpsi, absumptus
78	absurdus	adj	absurdus, absurda, absurdum
79	abundanter	adv	abundanter indecl.
80	abundantia	noun	abundantia, abundantiae, f
81	abunde	adv	abunde indecl.
82	abundo	verb	abundo, abundare, NULL, NULL
83	abusio	noun	abusio, f indecl.
84	abusus	noun	abusus, abusus, m
85	abutor	verb	abutor, abutere, abusus
86	Abydenus	adj	Abydenus, abydena, NULL
87	Academia	noun	Academia, academiae, f
88	Academicus	adj	Academicus, academica, academicum
89	Academicus	adj	Academicus, academica, academicum
90	Academus	noun	Academus, academi, m
91	acalanthis	noun	acalanthis, f indecl.
92	acanthus	noun	acanthus, acanthi, m
93	Acarnanicus	adj	Acarnanicus, NULL, NULL
94	Acbarus	noun	Acbarus, acbari, m
95	accedo	verb	accedo, accedere, accessi, accessus
96	acceleratio	noun	acceleratio, f indecl.
97	accendo	noun	accendo, m indecl.
98	accenseo	verb	accenseo, NULL, NULL, accensvs
99	accensus	noun	accensus, accensi, m
100	accensus	noun	accensus, accensi, m
101	acceptio	noun	acceptio, f indecl.
102	accepto	verb	accepto, NULL, acceptavi, NULL
103	acceptum	noun	acceptum, accepti, n
104	accessio	noun	accessio, accessionis, f
105	accido	verb	accido, accidere, NULL, accisus
106	accido	verb	accido, accidere, NULL, NULL
107	accingo	verb	accingo, accingere, accinxi, accinctus
108	accio	verb	accio, accire, NULL, accitus
109	accipio	verb	accipio, accipere, accepi, acceptus
110	accitus	noun	accitus, accitus, m
111	acclamatio	noun	acclamatio, f indecl.
112	acclamo	verb	acclamo, acclamare, NULL, NULL
113	acclaro	verb	acclaro, NULL, NULL, NULL
114	acclinis	adj	acclinis, acclinis, NULL
115	acclino	verb	acclino, NULL, NULL, acclinatus
116	acclivis	adj	acclivis, accliva, acclive
117	acclivitas	noun	acclivitas, f indecl.
118	accolo	verb	accolo, NULL, m, NULL
119	accolo	verb	accolo, accolere, NULL, NULL
120	accommodatio	noun	accommodatio, f indecl.
121	accommodo	verb	accommodo, accommodare, accommodavi, accommodatus
122	accommodus	adj	accommodus, accommoda, NULL
123	accredo	verb	accredo, NULL, NULL, NULL
124	accresco	verb	accresco, accrescere, NULL, NULL
125	accretio	noun	accretio, f indecl.
126	accubatio	noun	accubatio, f indecl.
127	accubitio	noun	accubitio, f indecl.
128	accubo	verb	accubo, accubare, NULL, NULL
129	accumbo	verb	accumbo, accumbere, accubui, accubitus
130	accumulate	adv	accumulate indecl.
131	accumulator	noun	accumulator, m indecl.
132	accumulo	verb	accumulo, accumulare, NULL, NULL
133	accuratio	noun	accuratio, f indecl.
134	accuro	verb	accuro, accurare, accuravi, accuratus
135	accurro	verb	accurro, accurrere, NULL, NULL
136	accursus	noun	accursus, accursus, m
137	accusabilis	adj	accusabilis, accusabilis, NULL
138	accusatio	noun	accusatio, accusationis, f
139	accusator	noun	accusator, accusatoris, m
140	accusatorius	adj	accusatorius, accusatoria, NULL
141	accuso	verb	accuso, accusare, accusavi, accusatus
142	acer	adv	acer indecl.
143	acer	adv	acer indecl.
144	acerbitas	noun	acerbitas, acerbitatis, f
145	acerbo	verb	acerbo, NULL, NULL, NULL
146	acerbus	adj	acerbus, acerba, acerbum
147	acernus	adj	acernus, acerna, acernum
148	acerra	noun	acerra, acerrae, f
149	acersecomes	noun	acersecomes, m indecl.
150	acervalis	adj	acervalis, acervalis, NULL
151	acervatim	adv	acervatim indecl.
152	acervo	verb	acervo, NULL, NULL, NULL
153	acervus	noun	acervus, acervi, m
154	Achaemenes	noun	Achaemenes, achaemenis, m
155	Achaemenius	adj	Achaemenius, NULL, achaemenium
156	Achaicus	adj	Achaicus, achaica, achaicum
157	Achais	noun	Achais, achais, m
158	Achaius	adj	Achaius, achaia, NULL
159	Acharnanus	adj	Acharnanus, NULL, NULL
160	Acheloius	adj	Acheloius, acheloia, NULL
161	Acheron	noun	Acheron, acherontis, m
162	Acheruns	noun	Acheruns, acheruntis, m
163	Acherusius	adj	Acherusius, acherusia, NULL
164	Achilles	noun	Achilles, achillis, m
165	Achilleus	adj	Achilleus, achillea, NULL
166	Achivus	adj	Achivus, NULL, achivum
167	Acidalia	noun	Acidalia, acidaliae, f
168	acidus	adj	acidus, acida, acidum
169	acies	noun	acies, acie, f
170	acinaces	noun	acinaces, m indecl.
171	acinus	noun	acinus, acini, m
172	acinum	noun	acinum, acini, n
173	aclys	noun	aclys, f indecl.
174	acoenonoetus	noun	acoenonoetus, m indecl.
175	aconitum	noun	aconitum, aconiti, n
176	acquiesco	verb	acquiesco, acquiescere, acquievi, NULL
177	Acragas	noun	Acragas, m indecl.
178	acredula	noun	acredula, f indecl.
179	acriculus	adj	acriculus, NULL, NULL
180	acrimonia	noun	acrimonia, acrimoniae, f
181	Acrisioneus	adj	Acrisioneus, NULL, NULL
182	Acrisioniades	noun	Acrisioniades, m indecl.
183	Acrisius	noun	Acrisius, acrisii, m
184	acriter	adv	acriter indecl.
185	acroama	noun	acroama, n indecl.
186	acroasis	noun	acroasis, acroasin, f
187	Acroceraunia	noun	Acroceraunia, n indecl.
188	acta	noun	acta, actae, n
189	Actaeon	noun	Actaeon, actaeonis, m
190	Actaeus	adj	Actaeus, actaea, NULL
191	Actaei	noun	Actaei, m indecl.
192	Actias	noun	Actias, f indecl.
193	actio	noun	actio, actionis, f
194	actito	verb	actito, actitare, NULL, NULL
195	Actium	noun	Actium, n indecl.
196	Actius	adj	Actius, actia, actium
197	actor	noun	actor, actoris, m
198	actuaria	noun	actuaria, actuariae, f
199	actuarius	adj	actuarius, actuaria, actuarium
200	actum	noun	actum, acti, n
201	actuose	adv	actuose indecl.
202	actuosus	adj	actuosus, actuosa, NULL
203	actus	noun	actus, actus, m
204	actutum	adv	actutum indecl.
205	aculeatus	adj	aculeatus, aculeata, aculeatum
206	aculeus	noun	aculeus, aculei, m
207	acumen	noun	acumen, acuminis, n
208	acuo	verb	acuo, acuere, acui, acutus
209	acus	noun	acus, acus, f
210	acutulus	adj	acutulus, NULL, NULL
211	acutus	adj	acutus, acuta, acutum
212	ad	adpostion	ad indecl.
213	adactio	noun	adactio, f indecl.
214	adaeque	adv	adaeque indecl.
215	adaequat	verb	adaequat, adaequare, NULL, adaequatus
216	adamanteus	adj	adamanteus, NULL, NULL
217	adamantinus	adj	adamantinus, adamantina, NULL
218	adamas	noun	adamas, adamantis, m
219	adamo	verb	adamo, adamare, adamavi, adamatus
220	adaperio	verb	adaperio, adaperire, NULL, adapertus
221	adapertilis	adj	adapertilis, adapertilis, adapertile
222	adaquor	verb	NULL, NULL, NULL, NULL
223	adaugeo	verb	adaugeo, adaugere, n, adauctus
224	adaugesco	verb	adaugesco, NULL, NULL, NULL
225	adbibit	verb	adbibit, adbibere, NULL, NULL
226	addenseo	verb	NULL, NULL, NULL, NULL
227	addenso	verb	NULL, NULL, NULL, NULL
228	addico	verb	addico, addicere, addixi, addictus
229	addictio	noun	addictio, f indecl.
230	addictus	noun	addictus, addicti, m
231	addisco	verb	NULL, addiscere, addidici, NULL
232	additamentum	noun	additamentum, n indecl.
233	addo	verb	addo, addere, addidi, additus
234	addocet	verb	addocet, NULL, NULL, NULL
235	addubitat	verb	addubitat, addubitare, addubitavi, NULL
236	adduco	verb	adduco, adducere, adduxi, adductus
237	adedit	verb	adedit, adedere, NULL, NULL
238	Adelphi	noun	Adelphi, m indecl.
239	ademptio	noun	ademptio, f indecl.
240	adeo	verb	adeo, adire, adii, aditus
241	adeo	adv	adeo indecl.
242	adeptio	noun	adeptio, f indecl.
243	adequito	verb	NULL, adequitare, NULL, NULL
244	adhaereo	verb	adhaereo, adhaerere, adhaesi, adhaesus
245	adhaerescit	verb	adhaerescit, adhaerescere, adhaesi, adhaesus
246	adhaesio	noun	adhaesio, f indecl.
247	adhibeo	verb	adhibeo, adhibere, adhibui, adhibitus
248	adhinnio	verb	adhinnio, adhinnire, NULL, NULL
249	adhortatio	noun	adhortatio, adhortationis, f
250	adhortator	noun	adhortator, m indecl.
251	adhortor	verb	adhortor, NULL, adhortatus
252	adhuc	adv	adhuc indecl.
253	adicio	verb	adicio, adicere, adici, adiectus
254	adigo	verb	adigo, adigere, NULL, adactus
255	adimo	verb	adimo, adimere, ademi, ademptus
256	adipatus	adj	adipatus, adipata, adipatum
257	aditus	noun	aditus, aditus, m
258	admaturo	verb	NULL, NULL, NULL, NULL
259	admetior	verb	NULL, NULL, NULL, admensus
260	adminiculo	verb	adminiculo, NULL, NULL, adminiculatus
261	adminiculum	noun	adminiculum, adminiculi, n
262	administer	noun	administer, administri, m
263	administra	noun	administra, administrae, f
264	administratio	noun	administratio, administrationis, f
265	administrator	noun	administrator, m indecl.
266	administro	verb	administro, administrare, administravi, administratus
267	admirabilis	adv	admirabilis indecl.
268	admirabilitas	noun	admirabilitas, f indecl.
269	admirabiliter	adv	admirabiliter indecl.
270	admirandus	adj	admirandus, admiranda, admirandum
271	admiratio	noun	admiratio, admirationis, f
272	admirator	noun	admirator, m indecl.
273	admiror	verb	admiror, NULL, admiratus
274	admisceo	verb	admisceo, admiscere, NULL, admixtus
275	admissarius	adj	admissarius, NULL, admissarium
276	admissum	noun	admissum, admissi, n
277	admistio	noun	admistio, f indecl.
278	admitto	verb	admitto, admittere, admisi, admissus
279	admixtio	noun	admixtio, f indecl.
280	admodum	adv	admodum indecl.
281	admolior	verb	NULL, NULL, NULL, admolitus
282	admoneo	verb	admoneo, admonere, admonui, admonitus
283	admonitio	noun	admonitio, admonitionis, f
284	admonito	verb	admonito, NULL, NULL, NULL
285	admonitum	noun	admonitum, admoniti, n
286	admotio	noun	admotio, f indecl.
287	admoveo	verb	admoveo, admovere, n, admotus
288	admugit	verb	admugit, NULL, NULL, NULL
289	admurmuratio	noun	admurmuratio, f indecl.
290	admurmuro	verb	admurmuro, NULL, NULL, NULL
291	annascor	verb	annascor, NULL, NULL
292	anno	verb	anno, NULL, NULL, NULL
293	annecto	verb	annecto, NULL, annexi, adnexus
294	adoleo	verb	adoleo, adolere, NULL, adultus
295	adolesco	verb	adolesco, adolescere, NULL, adultus
296	adolesco	verb	adolesco, adolescere, NULL, adultus
297	Adonis	noun	Adonis, f indecl.
298	adoperio	verb	NULL, NULL, NULL, adopertus
299	adoptatio	noun	adoptatio, f indecl.
300	adoptio	noun	adoptio, adoptionis, f
301	adoptivus	adj	adoptivus, adoptiva, adoptiuum
302	adopto	verb	adopto, adoptare, adoptavi, adoptatus
303	ador	verb	ador, NULL, aditus
304	adorea	noun	adorea, f indecl.
305	adoreus	adj	adoreus, adorea, adoreum
306	adorior	verb	adorior, NULL, adortus
307	adornat	verb	adornat, adornare, adornavi, adornatus
308	adoro	verb	adoro, adorare, adoraui, adoratus
309	adquiesco	verb	adquiesco, adquiescere, adquievi, NULL
310	adrado	verb	NULL, NULL, n, adrasus
311	assum	verb	assum, adesse, affui, adfuturus
312	adulatio	noun	adulatio, adulationis, f
313	adulator	noun	adulator, m indecl.
314	adulatorius	adj	adulatorius, NULL, adulatorium
315	adulescens	noun	adulescens, adulescentis, m
316	adulescentia	noun	adulescentia, adolescentiae, f
317	adulescentula	noun	adulescentula, adulescentulae, f
318	adulescentulus	noun	adulescentulus, adolescentuli, m
319	adulo	verb	adulo, adulare, NULL, adulatus
320	adulter	noun	adulter, adulteri, m
321	adulterinus	adj	adulterinus, adulterina, adulterinum
322	adulterium	noun	adulterium, adulteri, n
323	adultero	verb	adultero, adulterare, NULL, NULL
324	adumbratio	noun	adumbratio, f indecl.
325	adumbro	verb	adumbro, adumbrare, NULL, adumbratus
326	aduncitas	noun	aduncitas, f indecl.
327	aduncus	adj	aduncus, adunca, aduncum
328	adurgeo	verb	NULL, NULL, NULL, NULL
329	aduro	verb	aduro, adurere, NULL, adustus
330	advecticius	adj	advecticius, NULL, NULL
331	aduecto	verb	aduecto, NULL, NULL, NULL
332	adveho	verb	adveho, advehere, n, aduectus
333	advelat	verb	advelat, NULL, NULL, NULL
334	advena	noun	advena, aduenae, m
335	advenio	verb	advenio, aduenire, adveni, adventus
336	adventicius	adj	adventicius, aduenticia, aduenticium
337	advento	verb	advento, adventare, NULL, NULL
338	adventus	noun	adventus, adventus, m
339	adversarius	adj	adversarius, adversaria, aduersarium
340	adversatrix	noun	adversatrix, f indecl.
341	adversio	noun	adversio, f indecl.
342	adversor	verb	adversor, NULL, aduersatus
343	adversum	adpostion	adversum indecl.
344	adversus	noun	adversus, adversi, m
345	adversum	adpostion	adversum indecl.
346	adversus	adpostion	adversus indecl.
347	adversum	adpostion	adversum indecl.
348	adversus	noun	adversus, adversi, m
349	adverto	verb	adverto, advertere, n, adversus
350	advigilo	verb	advigilo, advigilare, NULL, NULL
351	advocatio	noun	advocatio, advocationis, f
352	advocatus	noun	advocatus, aduocati, m
353	advoco	verb	advoco, advocare, advocavi, advocatus
354	advolatus	noun	advolatus, advolatus, m
355	advolo	verb	advolo, advolare, NULL, advolatus
356	advolvit	verb	advolvit, advolvere, advolvi, NULL
357	adytum	noun	adytum, adyti, n
358	aedes	noun	aedes, aedis, f
359	aedes	noun	aedes, aedis, f
360	aedicula	noun	aedicula, aediculae, f
361	aedificatio	noun	aedificatio, aedificationis, f
362	aedificatiuncula	noun	aedificatiuncula, f indecl.
363	aedificator	noun	aedificator, m indecl.
364	aedificium	noun	aedificium, aedificii, n
365	aedifico	verb	aedifico, aedificare, aedificavi, aedificatus
366	aedilicius	noun	aedilicius, aedilicii, m
367	aedilis	noun	aedilis, aedilis, m
368	aedilitas	noun	aedilitas, aedilitatis, f
369	aedis	verb	NULL, NULL, NULL, NULL
370	aeditimus	noun	aeditimus, m indecl.
371	aedituus	noun	aedituus, aeditui, m
372	Aegaeus	adj	Aegaeus, aegaea, aegaeum
373	aeger	adj	aeger, aegra, aegrum
374	aegis	noun	aegis, aegidis, f
375	aegresco	verb	aegresco, NULL, NULL, NULL
376	aegrimonia	noun	aegrimonia, aegrimoniae, f
377	aegritudo	noun	aegritudo, aegritudinis, f
378	aegrotatio	noun	aegrotatio, f indecl.
379	aegroto	verb	aegroto, aegrotare, aegrotavi, NULL
380	aegrotus	adj	aegrotus, aegrota, aegrotum
381	Aegyptius	adj	Aegyptius, aegyptia, aegyptium
382	aelinos	noun	aelinos, m indecl.
383	aemulatio	noun	aemulatio, aemulationis, f
384	aemulator	noun	aemulator, m indecl.
385	aemulatus	noun	aemulatus, aemulatus, m
386	aemulor	verb	aemulor, NULL, aemulatus
387	aemulus	adj	aemulus, aemula, aemulum
388	Aeneius	adj	Aeneius, aeneia, NULL
389	aeneus	adj	aeneus, aenea, aeneum
390	aenigma	noun	aenigma, n indecl.
391	aenus	noun	aenus, aeni, f
392	Aeolius	adj	Aeolius, aeolia, aeolium
393	aequabilis	adv	aequabilis indecl.
394	aequabilitas	noun	aequabilitas, aequabilitatis, f
395	aequabiliter	adv	aequabiliter indecl.
396	aequaevus	adj	aequaevus, aequaeva, aequaevum
397	aequalis	adv	aequalis indecl.
398	aequalitas	noun	aequalitas, aequalitatis, f
399	aequaliter	adv	aequaliter indecl.
400	aequanimitas	noun	aequanimitas, aequanimitatis, f
401	aequatio	noun	aequatio, f indecl.
402	aeque	adv	aeque indecl.
403	aequilibritas	noun	aequilibritas, f indecl.
404	aequinoctialis	adj	aequinoctialis, aequinoctialis, NULL
405	aequinoctium	noun	aequinoctium, aequinoctii, n
406	aequitas	noun	aequitas, aequitatis, f
407	aequo	verb	aequo, aequare, NULL, aequatus
408	aequor	noun	aequor, aequoris, n
409	aequoreus	adj	aequoreus, aequorea, aequoreum
410	aequum	noun	aequum, aequi, n
411	aequus	adj	aequus, aeca, aecum
412	aer	noun	aer, aeris, m
413	aeraria	noun	aeraria, aerariae, f
414	aerarium	noun	aerarium, aerarii, n
415	aerarius	adj	aerarius, aerarii, m
416	aerarius	adj	aerarius, aerarii, m
417	aeratus	adj	aeratus, aerata, NULL
418	aereus	adj	aereus, aerea, aereum
419	aerifer	adj	aerifer, NULL, NULL
420	aeripes	verb	aeripes, aeripes, NULL, NULL
421	aerugo	verb	aerugo, aeruginis, f, NULL
422	aerumna	noun	aerumna, aerumnae, f
423	aerumnosus	adj	aerumnosus, NULL, NULL
424	aesculetum	noun	aesculetum, n indecl.
425	aesculeus	adj	aesculeus, NULL, NULL
426	aesculus	noun	aesculus, aesculi, f
427	Aesopius	adj	Aesopius, NULL, NULL
428	aestas	noun	aestas, aestatis, f
429	aestimabilis	adj	aestimabilis, aestimabilis, aestimabile
430	aestimatio	noun	aestimatio, aestimationis, f
431	aestimator	noun	aestimator, m indecl.
432	aestimo	verb	aestimo, aestimare, aestumavi, aestimatus
433	aestiva	noun	aestiva, n indecl.
434	aestivus	adj	aestivus, aestiua, aestivum
435	aestuarium	noun	aestuarium, n indecl.
436	aestuo	verb	aestuo, aestuare, aestuavi, aestuatus
437	aestuosus	adj	aestuosus, aestuosa, NULL
438	aestus	noun	aestus, aestus, m
439	aetas	noun	aetas, aetatis, f
440	aetatula	noun	aetatula, aetatulae, f
441	aeternitas	noun	aeternitas, aeternitatis, f
442	aeternus	adj	aeternus, aeterna, aeternum
443	aether	noun	aether, aetheris, m
444	aetherius	adj	aetherius, aetheria, aetherium
445	Aethiops	noun	Aethiops, aethiopis, m
446	aethra	noun	aethra, aethrae, f
447	aevitas	verb	NULL, NULL, f, NULL
448	aevum	noun	aevum, aeui, n
449	Afer	adj	Afer, NULL, NULL
450	Africa	noun	Africa, africae, f
451	Africanus	adj	Africanus, africa, africum
452	Africus	noun	Africus, africi, m
453	agaso	noun	agaso, m indecl.
454	agellulus	noun	agellulus, agellvli, m
455	agellus	noun	agellus, agelli, m
456	agema	noun	agema, n indecl.
457	Agenor	noun	Agenor, agenoris, m
458	ager	noun	ager, agri, m
459	aggemo	verb	aggemo, NULL, NULL, NULL
460	agger	noun	agger, aggeris, m
461	aggero	verb	aggero, aggerare, NULL, aggeratus
462	aggero	verb	aggero, aggerere, NULL, aggestus
463	aggestus	noun	aggestus, adgestus, m
464	agglomero	verb	agglomero, NULL, NULL, NULL
465	agglutino	verb	agglutino, NULL, NULL, NULL
466	aggravesco	verb	aggravesco, NULL, NULL, NULL
467	aggravo	verb	aggravo, NULL, NULL, NULL
468	aggredior	verb	aggredior, aggredere, adgressus
469	aggrego	verb	aggrego, aggregare, NULL, NULL
470	aggressio	noun	aggressio, f indecl.
471	agilis	adv	agilis indecl.
472	agilitas	noun	agilitas, agilitatis, f
473	agitabilis	adj	agitabilis, agitabilis, NULL
474	agitatio	noun	agitatio, f indecl.
475	agitator	noun	agitator, m indecl.
476	agito	verb	agito, agitare, agitaui, agitatus
477	agmen	noun	agmen, agminis, n
478	agna	noun	agna, agnae, f
479	Agnalia	noun	Agnalia, n indecl.
480	agnascor	verb	agnascor, NULL, agnatvs
481	agnatio	noun	agnatio, agnationis, f
482	agnina	noun	agnina, f indecl.
483	agnitio	noun	agnitio, agnitionis, f
484	agnosco	verb	agnosco, agnoscere, NULL, NULL
485	agnus	noun	agnus, agni, m
486	ago	verb	ago, agere, n, actus
487	Agonalis	adj	Agonalis, agonalis, NULL
488	agonium	noun	agonium, n indecl.
489	agrarius	adj	agrarius, agraria, NULL
490	agrarii	noun	agrarii, m indecl.
491	agrestis	adj	agrestis, agrestis, agreste
492	agrestis	adj	agrestis, agrestis, agreste
493	agricola	noun	agricola, agricolae, m
494	agricultio	noun	agricultio, f indecl.
495	agripeta	noun	agripeta, m indecl.
496	ah	exclaimation	ah indecl.
497	ai	exclaimation	ai indecl.
498	aio	verb	aio, NULL, NULL, NULL
499	Aius	noun	Aius, ain, m
500	ala	noun	ala, alae, f
501	alacer	adj	alacer, alacer, alacre
502	alacritas	noun	alacritas, alacritatis, f
503	alapa	noun	alapa, alapae, f
504	alarius	adv	alarius indecl.
505	alatus	adj	alatus, alata, alatum
506	Alauda	verb	NULL, NULL, f, NULL
507	albatus	adj	albatus, albata, albatum
508	albeo	verb	albeo, NULL, NULL, NULL
509	albesco	verb	albesco, albescere, NULL, NULL
510	albico	verb	albico, albicare, NULL, NULL
511	albidus	adj	albidus, albida, NULL
512	Albula	noun	Albula, albulae, f
513	albulus	adj	albulus, albula, NULL
514	album	noun	album, albi, n
515	albus	adj	albus, alba, album
516	alces	noun	alces, alcis, f
517	Alcides	noun	Alcides, alcidae, m
518	Alcinous	noun	Alcinous, alcinoi, m
519	alea	noun	alea, aleae, f
520	aleator	noun	aleator, aleatoris, m
521	aleatorius	adj	aleatorius, aleatoria, aleatorium
522	Alecto	noun	Alecto, alectus, f
523	aleo	noun	aleo, m indecl.
524	alga	noun	alga, algae, f
525	algidus	adj	algidus, algida, algidum
526	algor	noun	algor, algoris, m
527	alias	adv	alias indecl.
528	alibi	adv	alibi indecl.
529	alicubi	adv	alicubi indecl.
530	alicunde	adv	alicunde indecl.
531	alienatio	noun	alienatio, alienationis, f
532	alienigena	noun	alienigena, alienigenae, m
533	alieno	verb	alieno, alienare, NULL, alienatus
534	alienum	noun	alienum, alieni, n
535	alienus	adj	alienus, aliena, alienum
536	alienus	adj	alienus, aliena, alienum
537	alienum	noun	alienum, alieni, n
538	aliger	verb	NULL, NULL, NULL, NULL
539	alimentarius	adj	alimentarius, NULL, NULL
540	alimentum	noun	alimentum, alimenti, n
541	alimonium	noun	alimonium, n indecl.
542	alio	verb	alio, NULL, NULL, NULL
543	alioqui	adv	alioqui indecl.
544	aliorsum	adv	aliorsum indecl.
545	aliptes	noun	aliptes, aliptae, m
546	aliqua	adv	aliqua indecl.
547	aliquamdiu	adv	aliquamdiu indecl.
548	aliqvo	verb	aliqvo, NULL, NULL, NULL
549	aliquanto	adv	aliquanto indecl.
550	aliquantum	adv	aliquantum indecl.
551	aliquantum	adv	aliquantum indecl.
552	aliquantus	adj	aliquantus, aliquanta, aliquantum
553	aliqui	pronoun	aliqui indecl.
554	aliquis	pronoun	aliquis indecl.
555	aliquo	adv	aliquo indecl.
556	aliquot	pronoun	aliquot indecl.
557	aliter	verb	aliter, NULL, NULL, NULL
558	aliunde	adv	aliunde indecl.
559	alius	adj	alius, alia, alium
560	allecto	verb	allecto, NULL, NULL, NULL
561	Alliensis	adj	Alliensis, alliensis, NULL
562	Allifanus	adj	Allifanus, allifana, NULL
563	allium	noun	allium, alii, n
564	almus	adj	almus, alma, almum
565	alnus	noun	alnus, alni, f
566	alo	verb	alo, alere, alui, altus
567	aloe	noun	aloe, aloes, f
568	alpha	noun	alpha, n indecl.
569	Alpinus	adj	Alpinus, alpina, alpinum
570	alter	adj	alter, altera, alterum
571	altercatio	noun	altercatio, f indecl.
572	alterco	verb	alterco, NULL, NULL, NULL
573	altercor	verb	altercor, NULL, NULL
574	alterno	verb	alterno, alternare, NULL, NULL
575	alternus	adj	alternus, alterna, alternumque
576	alteruter	adj	alteruter, NULL, NULL
577	alticinctus	adj	alticinctus, NULL, NULL
578	altilis	adj	altilis, altilis, NULL
579	altisonus	adj	altisonus, NULL, NULL
580	altitudo	noun	altitudo, altitudinis, f
581	altor	noun	altor, altoris, m
582	altrix	noun	altrix, altricis, f
583	altum	noun	altum, alti, n
584	altum	noun	altum, alti, n
585	altus	adj	altus, alta, altum
586	alucinor	verb	alucinor, NULL, alucinatus
587	alumna	noun	alumna, alumnae, f
588	alumnus	adj	alumnus, alumna, alumnum
589	aluta	verb	NULL, NULL, f, NULL
590	alveolus	noun	alveolus, m indecl.
591	alveus	noun	alveus, aluei, m
592	alvus	noun	alvus, alui, m
593	amabilis	adv	amabilis indecl.
594	amabiliter	adv	amabiliter indecl.
595	amandatio	noun	amandatio, f indecl.
596	amando	verb	amando, amandare, NULL, amandatus
597	amandus	noun	amandus, amandi, m
598	amanter	adv	amanter indecl.
599	amaracus	noun	amaracus, amaraci, m
600	amarantus	noun	amarantus, m indecl.
601	amarities	noun	amarities, f indecl.
602	amaror	noun	amaror, m indecl.
603	amarus	adj	amarus, amara, amarum
604	amata	noun	amata, amatae, f
605	amator	noun	amator, amatoris, m
606	amatorius	adj	amatorius, amatoria, amatorium
607	Amazon	noun	Amazon, amazonis, f
