	FPP	POS	Dictionary Entry
2326	concinne	adv	concinne indecl.
2327	concinno	verb	concinno, concinnare, concinnavi, concinnatus
2328	concinnus	adj	concinnus, concinna, concinnum
2329	concino	verb	concino, concinere, NULL, NULL
2330	concipio	verb	concipio, concipere, concepi, conceptus
2331	concisio	noun	concisio, concisionis, f
2332	concitatio	noun	concitatio, f indecl.
2333	concitator	noun	concitator, m indecl.
2334	concito	verb	concito, concitare, NULL, concitatus
2335	concitor	noun	concitor, m indecl.
2336	concitus	adj	concitus, concita, concitum
2337	conclamatio	noun	conclamatio, f indecl.
2338	conclamo	verb	conclamo, conclamare, NULL, conclamatus
2339	conclave	noun	conclave, conclavis, n
2340	concludo	verb	concludo, concludere, conclusi, conclusus
2341	conclusio	noun	conclusio, conclusionis, f
2342	conclusiuncula	noun	conclusiuncula, conclusiunculae, f
2343	conclusum	noun	conclusum, conclusi, n
2344	concolor	verb	concolor, NULL, NULL
2345	concoquo	verb	concoquo, concoquere, n, concoctus
2346	concordia	noun	concordia, concordiae, f
2347	concorditer	adv	concorditer indecl.
2348	concordo	verb	concordo, concordare, NULL, NULL
2349	concredo	verb	NULL, concredere, concredidi, NULL
2350	concremo	verb	NULL, concremare, NULL, NULL
2351	concrepo	verb	concrepo, concrepare, NULL, NULL
2352	concresco	verb	concresco, concrescere, NULL, NULL
2353	concretio	noun	concretio, concretionis, f
2354	concretum	noun	concretum, concreti, n
2355	concubina	noun	concubina, concubinae, f
2356	concubinus	noun	concubinus, m indecl.
2357	concubitus	noun	concubitus, concubitus, m
2358	concubius	adj	concubius, concubia, concubium
2359	conculco	verb	conculco, conculcare, conculcavi, conculcatus
2360	concumbo	verb	concumbo, concumbere, n, concubitus
2361	concupisco	verb	concupisco, concupiscere, NULL, NULL
2362	concurro	verb	concurro, concurrere, concurri, concursus
2363	concursatio	noun	concursatio, f indecl.
2364	concursator	noun	concursator, m indecl.
2365	concursio	noun	concursio, f indecl.
2366	concurso	verb	concurso, concursare, NULL, NULL
2367	concursus	noun	concursus, concursus, m
2368	concussus	adj	concussus, concussa, concussum
2369	concutio	verb	concutio, concutere, concussi, concussus
2370	condecorat	verb	condecorat, NULL, NULL, NULL
2371	condemnatio	noun	condemnatio, condemnationis, f
2372	condemnator	noun	condemnator, m indecl.
2373	condemno	verb	condemno, condemnare, condemnavi, condemnatus
2374	condensus	adj	condensus, condensa, NULL
2375	condicio	noun	condicio, condicionis, f
2376	condico	verb	NULL, condicere, condixi, condictus
2377	condimentum	noun	condimentum, condimenti, n
2378	condio	verb	condio, condire, NULL, conditus
2379	condiscipulatus	noun	condiscipulatus, condiscipulatus, m
2380	condiscipulus	noun	condiscipulus, condiscipuli, m
2381	condisco	verb	NULL, condiscere, condidici, NULL
2382	conditio	noun	conditio, conditionis, f
2383	conditor	noun	conditor, conditoris, m
2384	conditor	noun	conditor, conditoris, m
2385	conditus	adj	conditus, condita, conditum
2386	conditus	adj	conditus, condita, conditum
2387	condo	verb	condo, condere, condidi, conditus
2388	condocefacio	verb	condocefacio, condocefacere, NULL, NULL
2389	condolesco	verb	condolesco, condolescere, NULL, NULL
2390	condonatio	noun	condonatio, f indecl.
2391	condono	verb	condono, condonare, condonavi, condonatus
2392	condormio	verb	NULL, NULL, NULL, NULL
2393	conduco	verb	conduco, conducere, conduxi, conductus
2394	conducticius	adj	conducticius, conducticia, NULL
2395	conductio	noun	conductio, f indecl.
2396	conducto	verb	conducto, NULL, NULL, NULL
2397	conductum	noun	conductum, conducti, n
2398	conductus	adj	conductus, conducta, conductum
2399	conduplico	verb	NULL, NULL, NULL, NULL
2400	conecto	adv	conecto indecl.
2401	conexum	noun	conexum, conexi, n
2402	confabulor	verb	NULL, NULL, n, confabulatust
2403	confatalis	adj	confatalis, confatalis, NULL
2404	confectio	noun	confectio, f indecl.
2405	confector	noun	confector, m indecl.
2406	confercio	adv	confercio indecl.
2407	confero	verb	confero, conferre, contuli, collatus
2408	confertim	adv	confertim indecl.
2409	confertus	adj	confertus, conferta, confertum
2410	confervesco	verb	confervesco, confervescere, NULL, NULL
2411	confessio	noun	confessio, confessionis, f
2412	confestim	adv	confestim indecl.
2413	confio	verb	confio, conficere, confeci, confectus
2414	confictio	noun	confictio, confictionis, f
2415	confictus	adj	confictus, conficta, confictum
2416	confidenter	adv	confidenter indecl.
2417	confido	verb	confido, confidere, NULL, confisus
2418	configo	verb	NULL, configere, confixi, confixus
2419	confingo	verb	confingo, confingere, NULL, confictus
2420	confinio	verb	confinio, NULL, m, NULL
2421	confinium	noun	confinium, n indecl.
2422	confirmatio	noun	confirmatio, f indecl.
2423	confirmator	noun	confirmator, m indecl.
2424	confirmo	verb	confirmo, confirmare, confirmavi, confirmatus
2425	confisio	noun	confisio, f indecl.
2426	confiteor	verb	confiteor, confitere, confessus
2427	conflagro	verb	NULL, conflagrare, NULL, NULL
2428	conflictio	noun	conflictio, f indecl.
2429	conflicto	verb	conflicto, NULL, NULL, conflictatus
2430	conflictus	noun	conflictus, conflictus, m
2431	confligo	verb	confligo, confligere, n, conflictus
2432	conflo	verb	conflo, conflare, NULL, conflatus
2433	confluo	verb	confluo, confluere, NULL, NULL
2434	confodit	verb	confodit, confodere, confodi, confossus
2435	conformatio	noun	conformatio, f indecl.
2436	conformo	verb	conformo, conformare, NULL, conformatus
2437	confossus	adj	confossus, confossa, confossum
2438	confragosus	adj	confragosus, confragosa, confragosum
2439	confremit	verb	confremit, NULL, NULL, NULL
2440	confrico	verb	NULL, confricare, NULL, NULL
2441	confringo	verb	confringo, confringere, confregi, confractus
2442	confugio	verb	confugio, confugere, confugi, NULL
2443	confugium	noun	confugium, confugi, n
2444	confundo	adv	confundo indecl.
2445	confusio	noun	confusio, confusionis, f
2446	confuto	verb	confuto, confutare, NULL, confutatus
2447	confutuo	verb	NULL, confutuere, NULL, NULL
2448	congelat	verb	congelat, NULL, NULL, NULL
2449	congeminat	verb	congeminat, NULL, NULL, NULL
2450	congemo	verb	NULL, NULL, NULL, NULL
2451	congero	verb	congero, congerere, congessi, congestus
2452	congesticius	adj	congesticius, NULL, NULL
2453	congestus	noun	congestus, congestus, m
2454	congiarium	noun	congiarium, congiari, n
2455	congius	noun	congius, congii, m
2456	conglaciat	verb	conglaciat, NULL, NULL, NULL
2457	conglobatio	noun	conglobatio, f indecl.
2458	conglobo	verb	conglobo, conglobare, NULL, conglobatus
2459	conglutinatio	noun	conglutinatio, f indecl.
2460	conglutino	verb	conglutino, conglutinare, NULL, conglutinatus
2461	congratulor	verb	congratulor, NULL, congratulatus
2462	congredior	verb	congredior, congredere, congressus
2463	congregabilis	adj	congregabilis, congregabilis, NULL
2464	congregatio	noun	congregatio, congregationis, f
2465	congrego	verb	congrego, congregare, congregavi, congregatus
2466	congressio	noun	congressio, f indecl.
2467	congressus	noun	congressus, congressus, m
2468	congruenter	adv	congruenter indecl.
2469	congruo	verb	congruo, congruere, congrui, NULL
2470	conicio	verb	conicio, conicere, conici, coniectus
2471	conifer	adj	conifer, NULL, NULL
2472	conitor	verb	conitor, NULL, NULL
2473	connecto	verb	NULL, NULL, NULL, connexus
2474	conor	verb	conor, NULL, conatus
2475	conquaero	verb	conquaero, NULL, NULL, conquisitus
2476	conquassatio	noun	conquassatio, f indecl.
2477	conquasso	verb	conquasso, NULL, NULL, NULL
2478	conqueror	verb	conqueror, NULL, conquestus
2479	conquestio	noun	conquestio, f indecl.
2480	conquestus	noun	conquestus, conquestus, m
2481	conquiesco	verb	conquiesco, conquiescere, NULL, NULL
2482	conquiro	verb	conquiro, conquirere, NULL, conquisitus
2483	conquisitio	noun	conquisitio, f indecl.
2484	conquisitor	noun	conquisitor, m indecl.
2485	consaeptus	noun	consaeptus, consaeptus, m
2486	consalutatio	noun	consalutatio, f indecl.
2487	consaluto	verb	consaluto, consalutare, NULL, consalutatus
2488	consanesco	verb	NULL, NULL, NULL, NULL
2489	consanguineus	adj	consanguineus, consanguinea, consanguineum
2490	consanguinitas	noun	consanguinitas, consanguinitatis, f
2491	consceleratus	adj	consceleratus, conscelerata, consceleratum
2492	conscelero	verb	conscelero, NULL, NULL, consceleratus
2493	conscendo	verb	conscendo, conscendere, conscendi, conscensus
2494	conscensio	noun	conscensio, f indecl.
2495	conscientia	noun	conscientia, conscientiae, f
2496	conscindo	verb	NULL, NULL, NULL, NULL
2497	conscio	verb	conscio, conscire, conscii, conscitus
2498	conscisco	verb	conscisco, consciscere, NULL, NULL
2499	conscius	adj	conscius, conscia, conscium
2500	conscribillo	verb	conscribillo, NULL, NULL, NULL
2501	conscribo	verb	conscribo, conscribere, n, conscriptus
2502	conscriptio	noun	conscriptio, f indecl.
2503	conscriptus	noun	conscriptus, conscripti, m
2504	conseco	verb	conseco, NULL, NULL, consectus
2505	consecratio	noun	consecratio, consecrationis, f
2506	consecratus	adj	consecratus, consecrata, consecratum
2507	consecro	verb	consecro, consecrare, consecravi, consecratus
2508	consectarius	adj	consectarius, consectaria, consectarium
2509	consectatio	noun	consectatio, f indecl.
2510	consectatrix	noun	consectatrix, f indecl.
2511	consectio	noun	consectio, consectionis, f
2512	consector	verb	consector, NULL, consectatus
2513	consecutio	noun	consecutio, consecutionis, f
2514	consenesco	verb	consenesco, consenescere, consenui, NULL
2515	consensio	noun	consensio, consensionis, f
2516	consensus	adj	consensus, consensa, consensum
2517	consensus	adj	consensus, consensa, consensum
2518	consentaneus	adj	consentaneus, consentanea, consentaneum
2519	consentio	verb	consentio, consentire, consensi, consensus
2520	consequens	noun	consequens, consequentis, n
2521	consequentia	noun	consequentia, f indecl.
2522	consequentius	verb	consequentius, consequere, NULL, NULL
2523	consero	verb	consero, conserere, consevi, consitus
2524	consero	verb	consero, conserere, conserui, consertus
2525	conserte	adv	conserte indecl.
2526	conserva	noun	conserva, conservae, f
2527	conservatio	noun	conservatio, f indecl.
2528	conservator	noun	conservator, conservatoris, m
2529	conservo	verb	conservo, conservare, conservavi, conservatus
2530	conservus	noun	conservus, conserui, m
2531	consessor	noun	consessor, m indecl.
2532	consessus	noun	consessus, consessus, m
2533	considerate	adv	considerate indecl.
2534	consideratio	noun	consideratio, f indecl.
2535	considero	verb	considero, considerare, consideravi, consideratus
2536	consido	verb	consido, considere, considi, consessus
2537	consigno	verb	consigno, consignare, consignavi, consignatus
2538	consiliarius	adj	consiliarius, NULL, consiliarium
2539	consiliator	noun	consiliator, m indecl.
2540	consilio	verb	consilio, NULL, NULL, consiliatus
2541	consilium	noun	consilium, consili, n
2542	consimilis	adj	consimilis, consimilis, consimile
2543	consipio	verb	consipio, consipere, NULL, NULL
2544	consisto	verb	consisto, consistere, NULL, NULL
2545	consitio	verb	consitio, NULL, f, NULL
2546	consitor	noun	consitor, m indecl.
2547	consitura	noun	consitura, f indecl.
2548	consobrinus	noun	consobrinus, consobrini, m
2549	consociatio	noun	consociatio, f indecl.
2550	consociatus	adj	consociatus, consociata, NULL
2551	consocio	verb	consocio, consociare, NULL, consociatus
2552	consolabilis	adj	consolabilis, consolabilis, NULL
2553	consolatio	noun	consolatio, consolationis, f
2554	consolator	noun	consolator, m indecl.
2555	consolatorius	adj	consolatorius, consolatoria, NULL
2556	consolor	verb	consolor, NULL, consolatus
2557	consonantissime	verb	consonantissime, consonare, NULL, NULL
2558	consonus	adj	consonus, consona, consonum
2559	consopit	verb	consopit, consopire, NULL, consopitus
2560	consors	noun	consors, consortis, n
2561	consortio	verb	consortio, NULL, consortii, NULL
2562	consortium	noun	consortium, consorti, n
2563	conspectus	noun	conspectus, conspectus, m
2564	conspergo	verb	conspergo, conspergere, conspersi, conspersus
2565	conspicio	verb	conspicio, conspicere, n, conspectus
2566	conspicor	verb	conspicor, NULL, conspicatus
2567	conspicuus	adj	conspicuus, conspicua, conspicuum
2568	conspiratio	noun	conspiratio, conspirationis, f
2569	conspiratus	adj	conspiratus, conspirata, conspiratum
2570	conspiro	verb	conspiro, conspirare, NULL, conspiratus
2571	consponsor	verb	consponsor, NULL, NULL
2572	conspuo	verb	conspuo, conspuere, NULL, consputus
2573	consputo	verb	consputo, consputare, NULL, consputatus
2574	constabilio	verb	NULL, NULL, constabilivi, NULL
2575	constanter	adv	constanter indecl.
2576	constantia	noun	constantia, constantiae, f
2577	constantius	noun	constantius, constanti, m
2578	consternatio	noun	consternatio, consternationis, f
2579	consterno	verb	consterno, consternere, NULL, constratus
2580	consterno	verb	consterno, NULL, NULL, consternatus
2581	constipo	verb	NULL, NULL, NULL, NULL
2582	constituo	verb	constituo, constituere, constitui, constitutus
2583	constitutio	noun	constitutio, constitutionis, f
2584	constitutum	noun	constitutum, constituti, n
2585	consto	verb	consto, constare, constiti, constaturus
2586	constringo	verb	constringo, constringere, NULL, constrictus
2587	constructio	noun	constructio, f indecl.
2588	construo	verb	construo, construere, NULL, constructus
2589	constuprator	noun	constuprator, m indecl.
2590	constupro	verb	constupro, NULL, NULL, constupratus
2591	Consualia	noun	Consualia, n indecl.
2592	consuasor	noun	consuasor, m indecl.
2593	consuefacio	verb	consuefacio, consuefacere, consuefeci, NULL
2594	consuesco	verb	consuesco, consuescere, NULL, NULL
2595	consuetudo	noun	consuetudo, consuetudinis, f
2596	consul	noun	consul, consulis, m
2597	consularis	adv	consularis indecl.
2598	consulariter	adv	consulariter indecl.
2599	consulatus	noun	consulatus, consvlatvs, m
2600	consulo	verb	consulo, consulere, consului, consultus
2601	consultatio	noun	consultatio, consultationis, f
2602	consvlto	verb	consvlto, consultare, NULL, NULL
2603	consultor	verb	consultor, NULL, NULL
2604	consultrix	noun	consultrix, f indecl.
2605	consultum	noun	consultum, consvlti, n
2606	consultus	noun	consultus, consvlti, m
2607	consum	verb	NULL, NULL, confui, NULL
2608	consummo	verb	consummo, consummare, n, consummatus
2609	consumo	verb	consumo, consumere, consumpsi, consumptus
2610	consumptio	noun	consumptio, f indecl.
2611	consumptor	noun	consumptor, consumptoris, m
2612	consurgo	verb	consurgo, consurgere, NULL, NULL
2613	consurrectio	noun	consurrectio, f indecl.
2614	Consus	noun	Consus, consi, m
2615	consusurrat	verb	consusurrat, NULL, NULL, NULL
2616	contabescit	verb	contabescit, NULL, NULL, NULL
2617	contabulatio	noun	contabulatio, contabulationis, f
2618	contabulo	verb	contabulo, NULL, NULL, NULL
2619	contactus	noun	contactus, contactus, m
2620	contagio	noun	contagio, contagionis, f
2621	contagium	noun	contagium, n indecl.
2622	contaminatus	adj	contaminatus, contaminata, contaminatum
2623	contamino	verb	contamino, contaminare, contaminavi, contaminatus
2624	contectus	adj	contectus, contecta, contectum
2625	contego	verb	contego, contegere, contexi, contectus
2626	contemero	verb	NULL, NULL, NULL, NULL
2627	contemno	adv	contemno indecl.
2628	contemplatio	noun	contemplatio, contemplationis, f
2629	contemplator	noun	contemplator, m indecl.
2630	contemplatus	adj	contemplatus, contemplata, contemplatum
2631	contemplatus	adj	contemplatus, contemplata, contemplatum
2632	contemplor	verb	contemplor, NULL, contemplatus
2633	contemptim	adv	contemptim indecl.
2634	contemptio	noun	contemptio, contemptionis, f
2635	contento	verb	contento, NULL, NULL, NULL
2636	contemptrix	noun	contemptrix, f indecl.
2637	contemptus	adj	contemptus, contempta, contemptum
2638	contemptus	noun	contemptus, contemptus, m
2639	contendo	adv	contendo indecl.
2640	contentio	noun	contentio, contentionis, f
2641	conterminus	adj	conterminus, contermina, conterminum
2642	contero	verb	contero, conterere, contrivi, contritus
2643	conterreo	verb	NULL, conterrere, NULL, conterritus
2644	contestor	verb	contestor, NULL, contestatus
2645	contexo	verb	contexo, contexere, contexui, contextus
2646	contextus	adj	contextus, contexta, contextum
2647	contextus	adj	contextus, contexta, contextum
2648	conticesco	verb	NULL, NULL, conticui, NULL
2649	contignatio	noun	contignatio, contignationis, f
2650	contigno	verb	contigno, contignare, NULL, NULL
2651	contiguus	adj	contiguus, contigua, contiguum
2652	continens	noun	continens, continentis, n
2653	continens	noun	continens, continentis, n
2654	continentia	noun	continentia, continentiae, n
2655	contineo	verb	contineo, continere, n, contentus
2656	contingo	verb	contingo, contingere, n, contactus
2657	contingo	verb	contingo, contingere, NULL, NULL
2658	continuatio	noun	continuatio, continuationis, f
2659	continuo	adv	continuo indecl.
2660	continuo	verb	continuo, continuare, NULL, continuatus
2661	continuus	adj	continuus, continua, continuum
2662	contio	noun	contio, concionis, f
2663	contionabundus	adj	contionabundus, NULL, NULL
2664	contionalis	adj	contionalis, contionalis, NULL
2665	contionarius	adj	contionarius, NULL, NULL
2666	contionator	noun	contionator, m indecl.
2667	contionor	verb	contionor, NULL, contionatus
2668	contiuncula	noun	contiuncula, f indecl.
2669	contorqueo	adv	contorqueo indecl.
2670	contortio	noun	contortio, f indecl.
2671	contorto	verb	contorto, NULL, NULL, NULL
2672	contortulus	adj	contortulus, NULL, NULL
2673	contra	adpostion	contra indecl.
2674	contractio	noun	contractio, f indecl.
2675	contractiuncula	noun	contractiuncula, f indecl.
2676	contradico	verb	contradico, contradicere, NULL, NULL
2677	contraho	verb	contraho, contrahere, contraxi, contractus
2678	contrarium	noun	contrarium, contrarii, n
2679	contrarius	adj	contrarius, contraria, contrarium
2680	contrectatio	noun	contrectatio, f indecl.
2681	contrecto	verb	contrecto, contrectare, NULL, contrectatus
2682	contremisco	verb	NULL, NULL, NULL, NULL
2683	contremit	verb	contremit, NULL, NULL, NULL
2684	contribuit	verb	contribuit, contribuere, contribui, contributus
2685	contristo	verb	contristo, contristare, contristavi, contristatus
2686	contritus	adj	contritus, contrita, contritum
2687	controversia	noun	controversia, controversiae, f
2688	controversiosus	adj	controversiosus, NULL, NULL
2689	controversus	adj	controversus, controversa, controversum
2690	contrucido	verb	NULL, contrucidare, NULL, NULL
2691	contrudit	verb	contrudit, contrudere, NULL, contrusus
2692	contubernalis	noun	contubernalis, contubernalis, m
2693	contubernium	noun	contubernium, contuberni, n
2694	contueor	verb	contueor, NULL, contutus
2695	contumacia	noun	contumacia, contumaciae, f
2696	contumaciter	adv	contumaciter indecl.
2697	contumax	adj	contumax, contumax, contumax
2698	contumelia	noun	contumelia, contumeliae, f
2699	contumeliosus	adj	contumeliosus, contumeliosa, contumeliosum
2700	contumulo	verb	NULL, NULL, NULL, NULL
2701	contundo	verb	contundo, contundere, contudi, contusus
2702	contunsus	adj	contunsus, contunsa, contunsum
2703	conturbatio	noun	conturbatio, f indecl.
2704	conturbatus	adj	conturbatus, conturbata, conturbatum
2705	conturbo	verb	conturbo, conturbare, conturbavi, conturbatus
2706	contus	noun	contus, conti, m
2707	conubialis	adv	conubialis indecl.
2708	conubium	noun	conubium, conubii, n
2709	conus	noun	conus, coni, m
2710	convalesco	verb	convalesco, conualescere, convalui, NULL
2711	convallis	noun	convallis, convallis, f
2712	convaso	verb	NULL, convasare, NULL, NULL
2713	conuecto	verb	conuecto, convectare, NULL, NULL
2714	convector	noun	convector, m indecl.
2715	conveho	verb	conveho, convehere, n, NULL
2716	convellit	verb	convellit, convellere, conuelli, NULL
2717	convenae	noun	convenae, f indecl.
2718	convenientia	noun	convenientia, convenientiae, f
2719	convenio	verb	convenio, conuenire, conveni, conventus
2720	conventicius	adj	conventicius, NULL, conventicium
2721	conventiculum	noun	conventiculum, n indecl.
2722	conventio	noun	conventio, conventionis, f
2723	conventus	noun	conventus, conventus, m
2724	converbero	verb	NULL, NULL, NULL, NULL
2725	converro	verb	NULL, NULL, converri, conuersus
2726	conversatio	noun	conversatio, conuersationis, f
2727	conversio	noun	conversio, conuersionis, f
2728	converso	verb	converso, conversare, NULL, conuersatus
2729	conversor	verb	conversor, NULL, conuersatus
2730	converto	verb	converto, convertere, conuerti, conuersus
2731	convestit	verb	convestit, convestire, NULL, NULL
2732	convexus	adj	convexus, convexa, convexum
2733	conviciator	noun	conviciator, conviciatoris, m
2734	convicio	verb	convicio, NULL, NULL, NULL
2735	convicium	noun	convicium, n indecl.
2736	convictio	noun	convictio, f indecl.
2737	convictor	noun	convictor, m indecl.
2738	convictus	noun	convictus, convictus, m
2739	convinco	verb	convinco, convincere, NULL, convictus
2740	conviso	verb	NULL, convisere, NULL, NULL
2741	conviva	noun	conviva, conuiuae, m
2742	convivalis	adj	convivalis, convivalis, NULL
2743	convivator	noun	convivator, convivatoris, m
2744	convivium	noun	convivium, convivi, n
2745	convivor	verb	convivor, NULL, conuiuatus
2746	convocatio	noun	convocatio, f indecl.
2747	convoco	verb	convoco, conuocare, convocavi, convocatus
2748	convolnero	verb	convolnero, NULL, NULL, convolneratus
2749	convolat	verb	convolat, conuolare, NULL, NULL
2750	convolvit	verb	convolvit, convolvere, NULL, NULL
2751	convomo	verb	NULL, NULL, NULL, NULL
2752	convulnero	verb	convulnero, NULL, NULL, convulneratus
2753	convulsus	adj	convulsus, conuulsa, convulsum
2754	cooperio	verb	cooperio, cooperire, NULL, coopertus
2755	cooptatio	noun	cooptatio, cooptationis, f
2756	copto	verb	copto, cooptare, NULL, cooptatus
2757	coorior	verb	coorior, NULL, coortus
2758	cophinus	noun	cophinus, m indecl.
2759	copia	noun	copia, copiae, f
2760	copiose	adv	copiose indecl.
2761	copiosus	adj	copiosus, copiosa, copiosum
2762	copis	adj	copis, copis, NULL
2763	copula	noun	copula, copulae, f
2764	copulatio	noun	copulatio, copulationis, f
2765	copulatus	adj	copulatus, copulata, copulatum
2766	copulo	verb	copulo, copulare, copulavi, copulatus
2767	coquo	verb	coquo, coquere, n, coctus
2768	coquus	noun	coquus, coci, m
2769	cor	noun	cor, cordis, n
2770	coram	adpostion	coram indecl.
2771	corbis	noun	corbis, corbis, m
2772	corbita	noun	corbita, corbitae, f
2773	cordatus	adj	cordatus, NULL, NULL
2774	cordax	noun	cordax, m indecl.
2775	Corinthius	adj	Corinthius, corinthia, corinthium
2776	Corinthus	noun	Corinthus, corinthi, f
2777	corium	noun	corium, cori, n
2778	corneolus	adj	corneolus, NULL, NULL
2779	corneus	adj	corneus, cornea, corneum
2780	corneus	adj	corneus, cornea, corneum
2781	cornicula	noun	cornicula, corniculae, f
2782	corniculum	noun	corniculum, n indecl.
2783	cornipes	adj	cornipes, cornipes, NULL
2784	cornix	noun	cornix, cornicis, f
2785	cornu	noun	cornu, cornus, n
2786	cornum	noun	cornum, corni, n
2787	cornum	noun	cornum, corni, n
2788	cornus	noun	cornus, corni, f
2789	corolla	noun	corolla, corollae, f
2790	corollarium	noun	corollarium, corollarii, n
2791	corona	noun	corona, coronae, f
2792	coronarius	adj	coronarius, coronaria, coronarium
2793	corono	verb	corono, coronare, NULL, coronatus
2794	corporatus	noun	corporatus, m indecl.
2795	corporeus	adj	corporeus, corporea, corporeum
2796	corpus	noun	corpus, corporis, n
2797	corpusculum	noun	corpusculum, n indecl.
2798	corrado	verb	corrado, corradere, NULL, corrasus
2799	correctio	noun	correctio, correctionis, f
2800	corrector	noun	corrector, m indecl.
2801	correctus	adj	correctus, conrecta, correctum
2802	correpo	verb	correpo, NULL, NULL, NULL
2803	correpte	adv	correpte indecl.
2804	corrigia	noun	corrigia, corrigiae, f
2805	corrigo	verb	corrigo, corrigere, correxi, correctus
2806	corripio	verb	corripio, corripere, corripui, correptus
2807	corroboro	verb	corroboro, corroborare, NULL, corroboratus
2808	corrodo	verb	corrodo, corrodere, NULL, corrosus
2809	corrogo	verb	corrogo, NULL, corrogavi, NULL
2810	corrugo	verb	corrugo, NULL, NULL, NULL
2811	corrumpo	adv	corrumpo indecl.
2812	corruo	verb	corruo, corruere, NULL, NULL
2813	corrupte	adv	corrupte indecl.
2814	corruptela	noun	corruptela, corruptelae, f
2815	corruptor	noun	corruptor, corruptoris, m
2816	corruptrix	noun	corruptrix, f indecl.
2817	corruptus	adj	corruptus, corrupta, corruptum
2818	cortex	noun	cortex, corticis, m
2819	cortina	noun	cortina, cortinae, f
2820	corusco	verb	corusco, coruscare, NULL, NULL
2821	coruscus	adj	coruscus, corusca, coruscum
2822	corvus	noun	corvus, corvi, m
2823	Corybantes	noun	Corybantes, m indecl.
2824	Corybantius	adj	Corybantius, corybantiaque, NULL
2825	corycus	noun	corycus, m indecl.
2826	coryletum	noun	coryletum, n indecl.
2827	corylus	noun	corylus, coryli, f
2828	corymbus	noun	corymbus, corymbi, m
2829	coryphaeus	noun	coryphaeus, m indecl.
2830	corytos	noun	corytos, coryti, m
2831	costo	verb	costo, NULL, f, costatus
2832	costum	noun	costum, costi, n
2833	cotes	noun	cotes, f indecl.
2834	cothurnatus	adj	cothurnatus, NULL, cothurnatum
2835	cothurnus	noun	cothurnus, cothurni, m
2836	cottana	noun	cottana, n indecl.
2837	cottidianus	adj	cottidianus, cotidiana, cotidianum
2838	cottidie	adv	cottidie indecl.
2839	coturnix	noun	coturnix, f indecl.
2840	Cotyttia	noun	Cotyttia, n indecl.
2841	Cous	adj	Cous, coa, coum
2842	covinarius	noun	covinarius, covinarii, m
2843	coxa	noun	coxa, coxae, f
2844	crabro	noun	crabro, crabronis, m
2845	crambe	noun	crambe, f indecl.
2846	crapula	noun	crapula, crapulae, f
2847	cras	adv	cras indecl.
2848	crassitudo	noun	crassitudo, crassitudinis, f
2849	crassus	adj	crassus, crassa, crassum
2850	crastinus	adj	crastinus, crastina, crastinum
2851	cratera	noun	cratera, craterae, f
2852	cratis	noun	cratis, cratis, f
2853	creatio	noun	creatio, creationis, f
2854	creator	noun	creator, creatoris, m
2855	creatrix	noun	creatrix, f indecl.
2856	creber	adj	creber, crebra, crebrum
2857	crebritas	noun	crebritas, f indecl.
2858	crebro	adv	crebro indecl.
2859	credibilis	adv	credibilis indecl.
2860	credibiliter	adv	credibiliter indecl.
2861	creditor	noun	creditor, creditoris, m
2862	creditum	noun	creditum, crediti, n
2863	credo	verb	credo, credere, credidi, creditus
2864	credulitas	noun	credulitas, credulitatis, f
2865	credulus	adj	credulus, credula, credulum
2866	cremo	verb	cremo, cremare, NULL, crematus
2867	cremor	noun	cremor, m indecl.
2868	cro	verb	cro, creare, creavi, cratus
2869	crepida	noun	crepida, crepidae, f
2870	crepidatus	adj	crepidatus, NULL, crepidatum
2871	crepido	noun	crepido, crepidinis, f
2872	crepito	verb	crepito, crepitare, NULL, NULL
2873	crepitus	noun	crepitus, crepitus, m
2874	crepo	verb	crepo, crepare, crepui, crepitus
2875	crepundia	noun	crepundia, n indecl.
2876	crepusculum	noun	crepusculum, n indecl.
2877	Cres	noun	Cres, cretis, m
2878	cresco	verb	cresco, crescere, NULL, NULL
2879	Cresius	adj	Cresius, cresia, NULL
2880	Cressa	noun	Cressa, f indecl.
2881	creta	noun	creta, cretae, f
2882	cretatus	adj	cretatus, cretata, cretatumque
2883	cretio	noun	cretio, cretionis, f
2884	cretosus	adj	cretosus, cretosa, cretosum
2885	cretula	noun	cretula, f indecl.
2886	cretus	adj	cretus, creta, cretum
2887	cribrum	noun	cribrum, cribri, n
2888	crimen	noun	crimen, criminis, n
2889	criminatio	noun	criminatio, f indecl.
2890	criminator	noun	criminator, m indecl.
2891	criminor	verb	criminor, NULL, criminatus
2892	criminosus	adj	criminosus, NULL, criminosum
2893	crinalis	adj	crinalis, crinalis, crinale
2894	crinis	noun	crinis, crinis, m
2895	crinitus	adj	crinitus, crinita, crinitum
2896	criso	verb	criso, NULL, NULL, NULL
2897	crispo	verb	crispo, crispare, NULL, NULL
2898	crispus	adj	crispus, crispa, crispum
2899	crista	noun	crista, cristae, f
2900	cristatus	adj	cristatus, cristata, NULL
2901	criticus	adj	criticus, critica, NULL
2902	croceus	adj	croceus, NULL, croceum
2903	crocinus	adj	crocinus, crocina, crocinum
2904	crocodilus	noun	crocodilus, crocodili, m
2905	crocota	noun	crocota, f indecl.
2906	crotalistria	noun	crotalistria, crotalistriae, f
2907	crotalum	noun	crotalum, crotali, n
2908	cruciamentum	noun	cruciamentum, n indecl.
2909	cruciatus	noun	cruciatus, cruciatus, m
