	FPP	POS	Dictionary Entry
266	ambitio	noun	ambitio, ambitionis, f
267	ambitus	noun	ambitus, ambitus, m
268	Ambracia	noun	Ambracia, ambraciae, f
269	ambrosia	noun	ambrosia, ambrosiae, f
270	ambubaia	noun	ambubaia, f indecl.
271	ambulatio	noun	ambulatio, ambulationis, f
272	ambulatiuncula	noun	ambulatiuncula, f indecl.
273	amellus	noun	amellus, amelli, m
274	amentia	noun	amentia, amentiae, f
275	amentum	noun	amentum, amenti, n
276	ames	noun	ames, m indecl.
277	amica	noun	amica, amicae, f
278	amicitia	noun	amicitia, amicitiae, f
279	amictus	noun	amictus, amictus, m
280	amicula	noun	amicula, amiculae, f
281	amiculum	noun	amiculum, amiculi, n
282	amiculus	noun	amiculus, amiculi, m
283	amicus	noun	amicus, amici, m
284	amissio	noun	amissio, f indecl.
285	amissus	noun	amissus, amissus, m
286	amita	noun	amita, amitae, f
287	amnicola	noun	amnicola, amnicolaeque, m
288	amniculus	noun	amniculus, m indecl.
289	amnis	noun	amnis, amnis, m
290	amoenitas	noun	amoenitas, f indecl.
291	amomum	noun	amomum, amomi, n
292	amor	noun	amor, amoris, m
293	amotio	noun	amotio, f indecl.
294	amphibolia	noun	amphibolia, f indecl.
295	Amphictyones	noun	Amphictyones, m indecl.
296	Amphion	noun	Amphion, amphionis, m
297	amphitheatrum	noun	amphitheatrum, amphitheatri, n
298	amphora	noun	amphora, amphorae, f
299	Amphrysus	noun	Amphrysus, amphrysi, m
300	amplexus	noun	amplexus, amplexus, m
301	amplificatio	noun	amplificatio, amplificationis, f
302	amplificator	noun	amplificator, m indecl.
303	amplitudo	noun	amplitudo, amplitudinis, f
304	Ampsanctus	noun	Ampsanctus, m indecl.
305	ampulla	noun	ampulla, ampullae, f
306	amputatio	noun	amputatio, f indecl.
307	amurca	noun	amurca, amurcae, f
308	Amyclae	noun	Amyclae, f indecl.
309	amygdalum	noun	amygdalum, amygdali, n
310	amystis	noun	amystis, amystis, f
311	anagnostes	noun	anagnostes, anagnostae, m
312	analeptris	noun	analeptris, f indecl.
313	anaticula	noun	anaticula, f indecl.
314	anatocismus	noun	anatocismus, m indecl.
315	anceps	noun	anceps, ancipitis, n
316	Anchises	noun	Anchises, anchisi, m
317	Anchisiades	noun	Anchisiades, m indecl.
318	ancile	noun	ancile, n indecl.
319	ancilla	noun	ancilla, ancillae, f
320	ancillula	noun	ancillula, ancillulae, f
321	ancora	noun	ancora, ancorae, f
322	ancorale	noun	ancorale, ancoralis, n
323	andabata	noun	andabata, m indecl.
324	androgynus	noun	androgynus, m indecl.
325	anellus	noun	anellus, anelli, m
326	anethum	noun	anethum, anethi, n
327	angor	noun	angor, angoris, m
328	anguiculus	noun	anguiculus, m indecl.
329	anguigena	noun	anguigena, anguigenae, m
330	anguilla	noun	anguilla, anguillae, f
331	angulus	noun	angulus, anguli, m
332	angustia	noun	angustia, angustiae, f
333	angustum	noun	angustum, angusti, n
334	anhelitus	noun	anhelitus, anhelitus, m
335	anicula	noun	anicula, aniculae, f
336	anilitas	noun	anilitas, f indecl.
337	anima	noun	anima, animae, f
338	animadversio	noun	animadversio, animadversionis, f
339	animadversor	noun	animadversor, m indecl.
340	animal	noun	animal, animalis, n
341	animatio	noun	animatio, f indecl.
342	animula	noun	animula, animulae, f
343	animus	noun	animus, animi, m
344	Anio	noun	Anio, anienis, m
345	annona	noun	annona, annonae, f
346	annus	noun	annus, anni, m
347	ansa	noun	ansa, ansae, f
348	anser	noun	anser, anseris, m
349	antecessio	noun	antecessio, f indecl.
350	antepilanus	noun	antepilanus, antepilani, m
351	antes	noun	antes, m indecl.
352	antesignanus	noun	antesignanus, antesignani, m
353	anthias	noun	anthias, anthiae, m
354	anticipatio	noun	anticipatio, f indecl.
355	antidotum	noun	antidotum, antidoti, f
356	antiquaria	noun	antiquaria, f indecl.
357	antiquitas	noun	antiquitas, antiquitatis, f
358	antistes	noun	antistes, antistitis, m
359	Antoniaster	noun	Antoniaster, m indecl.
360	antrum	noun	antrum, antri, n
361	anulus	noun	anulus, anuli, m
362	anus	noun	anus, ani, m
363	anus	noun	anus, ani, m
364	anxietas	noun	anxietas, anxietatis, f
365	anxitudo	noun	anxitudo, f indecl.
366	apeliotes	noun	apeliotes, apeliotae, m
367	aper	noun	aper, apri, m
368	apex	noun	apex, apicis, m
369	aphractus	noun	aphractus, f indecl.
370	apis	noun	apis, apin, f
371	apium	noun	apium, api, n
372	aplustre	noun	aplustre, aplustris, n
373	apocleti	noun	apocleti, m indecl.
374	apodyterium	noun	apodyterium, apodyteri, n
375	Apollo	noun	Apollo, apollinis, m
376	apologus	noun	apologus, apologi, m
377	apoproegmenon	noun	apoproegmenon, n indecl.
378	apotheca	noun	apotheca, apothecae, f
379	apparatus	noun	apparatus, apparatus, m
380	apparitio	noun	apparitio, f indecl.
381	appellatio	noun	appellatio, appellationis, f
382	appellator	noun	appellator, m indecl.
383	appendicula	noun	appendicula, f indecl.
384	appendix	noun	appendix, m indecl.
385	appetentia	noun	appetentia, appetentiae, f
386	appetitio	noun	appetitio, f indecl.
387	appetitus	noun	appetitus, adpetitus, m
388	applicatio	noun	applicatio, applicationis, f
389	approbatio	noun	approbatio, approbationis, f
390	approbator	noun	approbator, m indecl.
391	appropinquatio	noun	appropinquatio, f indecl.
392	appulsus	noun	appulsus, adpulsus, m
393	apricatio	noun	apricatio, f indecl.
394	aqua	noun	aqua, aquae, f
395	aquator	noun	aquator, m indecl.
396	aquila	noun	aquila, aquilae, f
397	aquilo	noun	aquilo, aquilonis, m
398	Aquinas	noun	Aquinas, m indecl.
399	aquula	noun	aquula, f indecl.
400	ara	noun	ara, arae, f
401	Arabs	noun	Arabs, arabis, m
402	aranea	noun	aranea, araneae, f
403	araneola	noun	araneola, araneolae, f
404	araneum	noun	araneum, aranei, n
405	araneus	noun	araneus, aranei, m
406	aratio	noun	aratio, arationis, f
407	arator	noun	arator, aratoris, m
408	aratrum	noun	aratrum, aratri, n
409	arbiter	noun	arbiter, arbitri, m
410	arbitra	noun	arbitra, arbitrae, f
411	arbitratus	noun	arbitratus, arbitratus, m
412	arbitrium	noun	arbitrium, arbitri, n
413	arbor	noun	arbor, arboris, m
414	arbustum	noun	arbustum, arbusti, n
415	arbutum	noun	arbutum, arbuti, n
416	arbutus	noun	arbutus, arbuti, f
417	arca	noun	arca, arcae, f
418	Arcas	noun	Arcas, arcadis, m
419	arcessitus	noun	arcessitus, arcessitus, m
420	archimagirus	noun	archimagirus, m indecl.
421	archipirata	noun	archipirata, m indecl.
422	architectura	noun	architectura, architecturae, f
423	architectus	noun	architectus, architecti, m
424	Arctophylax	noun	Arctophylax, m indecl.
425	Arctos	noun	Arctos, arcti, f
426	arcturus	noun	arcturus, arcturi, m
427	arcula	noun	arcula, arculae, f
428	arcus	noun	arcus, arcus, m
429	ardea	noun	ardea, ardeae, f
430	ardelio	noun	ardelio, m indecl.
431	ardor	noun	ardor, ardoris, m
432	arduum	noun	arduum, ardui, n
433	area	noun	area, areae, f
434	Areopagus	noun	Areopagus, areopagi, m
435	aretalogus	noun	aretalogus, aretalogi, m
436	argentum	noun	argentum, argenti, n
437	argestes	noun	argestes, m indecl.
438	Argi	noun	Argi, m indecl.
439	argilla	noun	argilla, argillae, f
440	argitis	noun	argitis, f indecl.
441	argumentatio	noun	argumentatio, argumentationis, f
442	argumentum	noun	argumentum, argumenti, n
443	argutatio	noun	argutatio, f indecl.
444	argutiae	noun	argutiae, f indecl.
445	aries	noun	aries, arietis, f
446	arista	noun	arista, aristae, f
447	arithmetica	noun	arithmetica, n indecl.
448	arma	noun	arma, n indecl.
449	armamaxa	noun	armamaxa, f indecl.
450	armamenta	noun	armamenta, n indecl.
451	armamentarium	noun	armamentarium, n indecl.
452	armarium	noun	armarium, armari, n
453	armatura	noun	armatura, armaturae, f
454	armatus	noun	armatus, armati, m
455	armatus	noun	armatus, armati, m
456	armentum	noun	armentum, armenti, n
457	armilla	noun	armilla, armillae, f
458	Armilustrum	noun	Armilustrum, n indecl.
459	Armoricae	noun	Armoricae, f indecl.
460	armus	noun	armus, armi, m
461	ars	noun	ars, artis, f
462	arteria	noun	arteria, arteriae, n
463	articulus	noun	articulus, articuli, m
464	artifex	noun	artifex, artificis, m
465	artificium	noun	artificium, artifici, n
466	artolaganus	noun	artolaganus, artolagani, m
467	artopta	noun	artopta, artoptae, m
468	artus	noun	artus, artus, m
469	arula	noun	arula, arulae, f
470	arvina	noun	arvina, f indecl.
471	arvum	noun	arvum, arui, n
472	arx	noun	arx, arcis, f
473	ascensio	noun	ascensio, ascensionis, f
474	ascensus	noun	ascensus, ascensus, m
475	ascia	noun	ascia, f indecl.
476	ascriptio	noun	ascriptio, f indecl.
477	ascriptor	noun	ascriptor, m indecl.
478	asella	noun	asella, f indecl.
479	asellus	noun	asellus, aselli, m
480	asilus	noun	asilus, m indecl.
481	asinus	noun	asinus, asini, m
482	asotus	noun	asotus, asoti, m
483	asparagus	noun	asparagus, asparagi, m
484	aspectus	noun	aspectus, aspectus, m
485	aspergo	noun	aspergo, asperginis, f
486	asperitas	noun	asperitas, asperitatis, f
487	aspernatio	noun	aspernatio, f indecl.
488	aspersio	noun	aspersio, aspersionis, f
489	aspiratio	noun	aspiratio, f indecl.
490	aspis	noun	aspis, aspis, f
491	asportatio	noun	asportatio, f indecl.
492	assa	noun	assa, n indecl.
493	assa	noun	assa, n indecl.
494	asser	noun	asser, m indecl.
495	astipulator	noun	astipulator, m indecl.
496	astrologia	noun	astrologia, astrologiae, f
497	astrologus	noun	astrologus, astrologi, m
498	astrum	noun	astrum, astri, n
499	astutia	noun	astutia, astutiae, f
500	asylum	noun	asylum, asyli, n
501	Atabulus	noun	Atabulus, m indecl.
502	atavus	noun	atavus, atavi, m
503	Athenae	noun	Athenae, f indecl.
504	athleta	noun	athleta, athletae, m
505	atramentum	noun	atramentum, atramenti, n
506	Atrides	noun	Atrides, atridae, m
507	atriensis	noun	atriensis, atriensis, m
508	atriolum	noun	atriolum, atrioli, n
509	atrium	noun	atrium, atri, n
510	atrocitas	noun	atrocitas, atrocitatis, f
511	attactus	noun	attactus, attactus, m
512	attegia	noun	attegia, attegiae, f
513	attentio	noun	attentio, f indecl.
514	attenuatio	noun	attenuatio, f indecl.
515	attrectatus	noun	attrectatus, attrectatus, m
516	attributio	noun	attributio, f indecl.
517	attributum	noun	attributum, attributi, n
518	auctio	noun	auctio, auctionis, f
519	auctor	noun	auctor, auctoris, m
520	auctoramentum	noun	auctoramentum, auctoramenti, n
521	auctoritas	noun	auctoritas, auctoritatis, f
522	auctus	noun	auctus, auctus, m
523	aucupium	noun	aucupium, aucupi, n
524	audacia	noun	audacia, audaciae, f
525	audentia	noun	audentia, audentiae, f
526	audientia	noun	audientia, audientiae, f
527	auditio	noun	auditio, auditionis, f
528	auditor	noun	auditor, auditoris, m
529	auditorium	noun	auditorium, auditori, n
530	auditus	noun	auditus, auditus, m
531	augur	noun	augur, auguris, m
532	auguratus	noun	auguratus, auguratus, m
533	auguratus	noun	auguratus, auguratus, m
534	augurium	noun	augurium, auguri, n
535	aula	noun	aula, aulae, f
536	aulaeum	noun	aulaeum, aulaei, n
537	auloedus	noun	auloedus, m indecl.
538	aura	noun	aura, aurae, f
539	auraria	noun	auraria, f indecl.
540	auricula	noun	auricula, auriculae, f
541	auriga	noun	auriga, aurigae, f
542	aurigena	noun	aurigena, m indecl.
543	auritulus	noun	auritulus, m indecl.
544	aurora	noun	aurora, aurorae, f
545	aurum	noun	aurum, ori, n
546	auscultator	noun	auscultator, m indecl.
547	auspex	noun	auspex, auspicis, m
548	auspicium	noun	auspicium, auspici, n
549	auster	noun	auster, austri, m
550	ausum	noun	ausum, ausi, n
551	authepsa	noun	authepsa, f indecl.
552	auxiliator	noun	auxiliator, m indecl.
553	auxilium	noun	auxilium, auxili, n
554	avaritia	noun	avaritia, auaritiae, f
555	avena	noun	avena, avenae, f
556	aversor	noun	aversor, m indecl.
557	aviarium	noun	aviarium, aviarii, n
558	aviditas	noun	aviditas, aviditatis, f
559	avis	noun	avis, avis, f
560	avocatio	noun	avocatio, f indecl.
561	avunculus	noun	avunculus, auunculi, m
562	avus	noun	avus, avi, m
563	axis	noun	axis, axis, m
564	Babylo	noun	Babylo, babylonis, m
565	baca	noun	baca, bacae, f
566	baccaris	noun	baccaris, baccaris, f
567	Baccha	noun	Baccha, bacchae, f
568	Bacchanal	noun	Bacchanal, bacchanalis, n
569	bacchantes	noun	bacchantes, f indecl.
570	bacchatio	noun	bacchatio, f indecl.
571	Bacchus	noun	Bacchus, bacchi, m
572	bacillum	noun	bacillum, n indecl.
573	baculum	noun	baculum, baculi, n
574	Baiae	noun	Baiae, f indecl.
575	balaena	noun	balaena, balaenae, f
576	balanus	noun	balanus, balani, m
577	balatro	noun	balatro, balatronis, m
578	balatus	noun	balatus, balatus, m
579	ballista	noun	ballista, ballistae, f
580	balnea	noun	balnea, n indecl.
581	balneator	noun	balneator, m indecl.
582	balneolum	noun	balneolum, n indecl.
583	balneum	noun	balneum, balnei, n
584	balsamum	noun	balsamum, balsami, n
585	balteus	noun	balteus, baltei, m
586	barathrum	noun	barathrum, barathri, n
587	barba	noun	barba, barbae, f
588	barbaria	noun	barbaria, barbariae, f
589	barbaries	noun	barbaries, f indecl.
590	barbarismus	noun	barbarismus, barbarismi, m
591	barbula	noun	barbula, f indecl.
592	barditus	noun	barditus, m indecl.
593	baris	noun	baris, f indecl.
594	baritus	noun	baritus, baritus, m
595	basilica	noun	basilica, basilicae, f
596	basium	noun	basium, basi, n
597	batillum	noun	batillum, batilli, n
598	beatum	noun	beatum, beati, n
599	bellator	noun	bellator, bellatoris, m
600	bellatrix	noun	bellatrix, bellatricis, f
601	bellicum	noun	bellicum, bellici, n
602	Bellona	noun	Bellona, bellonae, f
603	bellum	noun	bellum, belli, n
604	belua	noun	belua, beluae, f
605	beneficentia	noun	beneficentia, beneficentiae, f
606	beneficiarii	noun	beneficiarii, m indecl.
607	beneficium	noun	beneficium, benefici, n
608	benevolentia	noun	benevolentia, beneuolentiae, f
609	benignitas	noun	benignitas, benignitatis, f
610	bestia	noun	bestia, bestiae, f
611	bestiola	noun	bestiola, bestiolae, f
612	beta	noun	beta, betae, f
613	beta	noun	beta, betae, f
614	bibliotheca	noun	bibliotheca, bibliothecae, f
615	biceps	noun	biceps, m indecl.
616	bidental	noun	bidental, bidentalis, n
617	biduum	noun	biduum, bi, n
618	biennium	noun	biennium, bienni, n
619	biga	noun	biga, bigae, f
620	bigae	noun	bigae, f indecl.
621	bilibra	noun	bilibra, bilibrae, f
622	bilis	noun	bilis, bilis, f
623	bimaritus	noun	bimaritus, m indecl.
624	binoctium	noun	binoctium, n indecl.
625	bitumen	noun	bitumen, bituminis, n
626	blandiens	noun	blandiens, blandientis, m
627	blandiloquentia	noun	blandiloquentia, f indecl.
628	blandimentum	noun	blandimentum, blandimenti, n
629	blanditia	noun	blanditia, blanditiae, f
630	blatta	noun	blatta, blattae, f
631	boletus	noun	boletus, boleti, m
632	bolus	noun	bolus, boli, m
633	bombus	noun	bombus, bombi, m
634	Bona	noun	Bona, f indecl.
635	bona	noun	bona, f indecl.
636	bonitas	noun	bonitas, bonitatis, f
637	boreas	noun	boreas, boreae, m
638	bos	noun	bos, bovis, m
639	Bosporus	noun	Bosporus, bospori, m
640	bovis	noun	bovis, f indecl.
641	braca	noun	braca, bracae, f
642	bracchiolum	noun	bracchiolum, n indecl.
643	bracchium	noun	bracchium, brachi, n
644	bractea	noun	bractea, bratteae, f
645	bracteola	noun	bracteola, f indecl.
646	brassica	noun	brassica, brassicae, f
647	brevitas	noun	brevitas, breuitatis, f
648	bruma	noun	bruma, brumae, f
649	bubile	noun	bubile, n indecl.
650	bubo	noun	bubo, bubonis, m
651	bubulcus	noun	bubulcus, bubulci, m
652	bucca	noun	bucca, buccae, f
653	buccula	noun	buccula, bucculae, f
654	bucina	noun	bucina, bucinae, f
655	bucinator	noun	bucinator, m indecl.
656	bucula	noun	bucula, buculae, f
657	bufo	noun	bufo, m indecl.
658	bulbus	noun	bulbus, bulbi, m
659	bulla	noun	bulla, bullae, f
660	buris	noun	buris, burin, m
661	bustum	noun	bustum, busti, n
662	buxum	noun	buxum, buxi, n
663	buxus	noun	buxus, buxi, f
664	caballus	noun	caballus, caballi, m
665	cachinnatio	noun	cachinnatio, f indecl.
666	cachinnus	noun	cachinnus, cachinni, m
667	cacoethes	noun	cacoethes, n indecl.
668	cacumen	noun	cacumen, cacuminis, n
669	cadaver	noun	cadaver, cadaueris, n
670	Cadmeis	noun	Cadmeis, f indecl.
