	FPP	POS	Dictionary Entry
1210	conquestus	noun	conquestus, conquestus, m
1211	conquisitio	noun	conquisitio, f indecl.
1212	conquisitor	noun	conquisitor, m indecl.
1213	consaeptus	noun	consaeptus, consaeptus, m
1214	consalutatio	noun	consalutatio, f indecl.
1215	consanguinitas	noun	consanguinitas, consanguinitatis, f
1216	conscensio	noun	conscensio, f indecl.
1217	conscientia	noun	conscientia, conscientiae, f
1218	conscriptio	noun	conscriptio, f indecl.
1219	conscriptus	noun	conscriptus, conscripti, m
1220	consecratio	noun	consecratio, consecrationis, f
1221	consectatio	noun	consectatio, f indecl.
1222	consectatrix	noun	consectatrix, f indecl.
1223	consectio	noun	consectio, consectionis, f
1224	consecutio	noun	consecutio, consecutionis, f
1225	consensio	noun	consensio, consensionis, f
1226	consequens	noun	consequens, consequentis, n
1227	consequentia	noun	consequentia, f indecl.
1228	conserva	noun	conserva, conservae, f
1229	conservatio	noun	conservatio, f indecl.
1230	conservator	noun	conservator, conservatoris, m
1231	conservus	noun	conservus, conserui, m
1232	consessor	noun	consessor, m indecl.
1233	consessus	noun	consessus, consessus, m
1234	consideratio	noun	consideratio, f indecl.
1235	consiliator	noun	consiliator, m indecl.
1236	consilium	noun	consilium, consili, n
1237	consitor	noun	consitor, m indecl.
1238	consitura	noun	consitura, f indecl.
1239	consobrinus	noun	consobrinus, consobrini, m
1240	consociatio	noun	consociatio, f indecl.
1241	consolatio	noun	consolatio, consolationis, f
1242	consolator	noun	consolator, m indecl.
1243	consors	noun	consors, consortis, n
1244	consortium	noun	consortium, consorti, n
1245	conspectus	noun	conspectus, conspectus, m
1246	conspiratio	noun	conspiratio, conspirationis, f
1247	constantia	noun	constantia, constantiae, f
1248	constantius	noun	constantius, constanti, m
1249	consternatio	noun	consternatio, consternationis, f
1250	constitutio	noun	constitutio, constitutionis, f
1251	constitutum	noun	constitutum, constituti, n
1252	constructio	noun	constructio, f indecl.
1253	constuprator	noun	constuprator, m indecl.
1254	Consualia	noun	Consualia, n indecl.
1255	consuasor	noun	consuasor, m indecl.
1256	consuetudo	noun	consuetudo, consuetudinis, f
1257	consul	noun	consul, consulis, m
1258	consulatus	noun	consulatus, consvlatvs, m
1259	consultatio	noun	consultatio, consultationis, f
1260	consultrix	noun	consultrix, f indecl.
1261	consultum	noun	consultum, consvlti, n
1262	consultus	noun	consultus, consvlti, m
1263	consumptio	noun	consumptio, f indecl.
1264	consumptor	noun	consumptor, consumptoris, m
1265	consurrectio	noun	consurrectio, f indecl.
1266	Consus	noun	Consus, consi, m
1267	contabulatio	noun	contabulatio, contabulationis, f
1268	contactus	noun	contactus, contactus, m
1269	contagio	noun	contagio, contagionis, f
1270	contagium	noun	contagium, n indecl.
1271	contemplatio	noun	contemplatio, contemplationis, f
1272	contemplator	noun	contemplator, m indecl.
1273	contemptio	noun	contemptio, contemptionis, f
1274	contemptrix	noun	contemptrix, f indecl.
1275	contemptus	noun	contemptus, contemptus, m
1276	contentio	noun	contentio, contentionis, f
1277	contignatio	noun	contignatio, contignationis, f
1278	continens	noun	continens, continentis, n
1279	continens	noun	continens, continentis, n
1280	continentia	noun	continentia, continentiae, n
1281	continuatio	noun	continuatio, continuationis, f
1282	contio	noun	contio, concionis, f
1283	contionator	noun	contionator, m indecl.
1284	contiuncula	noun	contiuncula, f indecl.
1285	contortio	noun	contortio, f indecl.
1286	contractio	noun	contractio, f indecl.
1287	contractiuncula	noun	contractiuncula, f indecl.
1288	contrarium	noun	contrarium, contrarii, n
1289	contrectatio	noun	contrectatio, f indecl.
1290	controversia	noun	controversia, controversiae, f
1291	contubernalis	noun	contubernalis, contubernalis, m
1292	contubernium	noun	contubernium, contuberni, n
1293	contumacia	noun	contumacia, contumaciae, f
1294	contumelia	noun	contumelia, contumeliae, f
1295	conturbatio	noun	conturbatio, f indecl.
1296	contus	noun	contus, conti, m
1297	conubium	noun	conubium, conubii, n
1298	conus	noun	conus, coni, m
1299	convallis	noun	convallis, convallis, f
1300	convector	noun	convector, m indecl.
1301	convenae	noun	convenae, f indecl.
1302	convenientia	noun	convenientia, convenientiae, f
1303	conventiculum	noun	conventiculum, n indecl.
1304	conventio	noun	conventio, conventionis, f
1305	conventus	noun	conventus, conventus, m
1306	conversatio	noun	conversatio, conuersationis, f
1307	conversio	noun	conversio, conuersionis, f
1308	conviciator	noun	conviciator, conviciatoris, m
1309	convicium	noun	convicium, n indecl.
1310	convictio	noun	convictio, f indecl.
1311	convictor	noun	convictor, m indecl.
1312	convictus	noun	convictus, convictus, m
1313	conviva	noun	conviva, conuiuae, m
1314	convivator	noun	convivator, convivatoris, m
1315	convivium	noun	convivium, convivi, n
1316	convocatio	noun	convocatio, f indecl.
1317	cooptatio	noun	cooptatio, cooptationis, f
1318	cophinus	noun	cophinus, m indecl.
1319	copia	noun	copia, copiae, f
1320	copula	noun	copula, copulae, f
1321	copulatio	noun	copulatio, copulationis, f
1322	coquus	noun	coquus, coci, m
1323	cor	noun	cor, cordis, n
1324	corbis	noun	corbis, corbis, m
1325	corbita	noun	corbita, corbitae, f
1326	cordax	noun	cordax, m indecl.
1327	Corinthus	noun	Corinthus, corinthi, f
1328	corium	noun	corium, cori, n
1329	cornicula	noun	cornicula, corniculae, f
1330	corniculum	noun	corniculum, n indecl.
1331	cornix	noun	cornix, cornicis, f
1332	cornu	noun	cornu, cornus, n
1333	cornum	noun	cornum, corni, n
1334	cornum	noun	cornum, corni, n
1335	cornus	noun	cornus, corni, f
1336	corolla	noun	corolla, corollae, f
1337	corollarium	noun	corollarium, corollarii, n
1338	corona	noun	corona, coronae, f
1339	corporatus	noun	corporatus, m indecl.
1340	corpus	noun	corpus, corporis, n
1341	corpusculum	noun	corpusculum, n indecl.
1342	correctio	noun	correctio, correctionis, f
1343	corrector	noun	corrector, m indecl.
1344	corrigia	noun	corrigia, corrigiae, f
1345	corruptela	noun	corruptela, corruptelae, f
1346	corruptor	noun	corruptor, corruptoris, m
1347	corruptrix	noun	corruptrix, f indecl.
1348	cortex	noun	cortex, corticis, m
1349	cortina	noun	cortina, cortinae, f
1350	corvus	noun	corvus, corvi, m
1351	Corybantes	noun	Corybantes, m indecl.
1352	corycus	noun	corycus, m indecl.
1353	coryletum	noun	coryletum, n indecl.
1354	corylus	noun	corylus, coryli, f
1355	corymbus	noun	corymbus, corymbi, m
1356	coryphaeus	noun	coryphaeus, m indecl.
1357	corytos	noun	corytos, coryti, m
1358	costum	noun	costum, costi, n
1359	cotes	noun	cotes, f indecl.
1360	cothurnus	noun	cothurnus, cothurni, m
1361	cottana	noun	cottana, n indecl.
1362	coturnix	noun	coturnix, f indecl.
1363	Cotyttia	noun	Cotyttia, n indecl.
1364	covinarius	noun	covinarius, covinarii, m
1365	coxa	noun	coxa, coxae, f
1366	crabro	noun	crabro, crabronis, m
1367	crambe	noun	crambe, f indecl.
1368	crapula	noun	crapula, crapulae, f
1369	crassitudo	noun	crassitudo, crassitudinis, f
1370	cratera	noun	cratera, craterae, f
1371	cratis	noun	cratis, cratis, f
1372	creatio	noun	creatio, creationis, f
1373	creator	noun	creator, creatoris, m
1374	creatrix	noun	creatrix, f indecl.
1375	crebritas	noun	crebritas, f indecl.
1376	creditor	noun	creditor, creditoris, m
1377	creditum	noun	creditum, crediti, n
1378	credulitas	noun	credulitas, credulitatis, f
1379	cremor	noun	cremor, m indecl.
1380	crepida	noun	crepida, crepidae, f
1381	crepido	noun	crepido, crepidinis, f
1382	crepitus	noun	crepitus, crepitus, m
1383	crepundia	noun	crepundia, n indecl.
1384	crepusculum	noun	crepusculum, n indecl.
1385	Cres	noun	Cres, cretis, m
1386	Cressa	noun	Cressa, f indecl.
1387	creta	noun	creta, cretae, f
1388	cretio	noun	cretio, cretionis, f
1389	cretula	noun	cretula, f indecl.
1390	cribrum	noun	cribrum, cribri, n
1391	crimen	noun	crimen, criminis, n
1392	criminatio	noun	criminatio, f indecl.
1393	criminator	noun	criminator, m indecl.
1394	crinis	noun	crinis, crinis, m
1395	crista	noun	crista, cristae, f
1396	crocodilus	noun	crocodilus, crocodili, m
1397	crocota	noun	crocota, f indecl.
1398	crotalistria	noun	crotalistria, crotalistriae, f
1399	crotalum	noun	crotalum, crotali, n
1400	cruciamentum	noun	cruciamentum, n indecl.
1401	cruciatus	noun	cruciatus, cruciatus, m
1402	cruciatus	noun	cruciatus, cruciatus, m
1403	crudelitas	noun	crudelitas, crudelitatis, f
1404	cruditas	noun	cruditas, f indecl.
1405	crumena	noun	crumena, f indecl.
1406	cruor	noun	cruor, cruoris, m
1407	cruppellarii	noun	cruppellarii, m indecl.
1408	crus	noun	crus, cruris, n
1409	crusta	noun	crusta, crustae, f
1410	crustulum	noun	crustulum, n indecl.
1411	crustum	noun	crustum, crusti, n
1412	crux	noun	crux, crucis, m
1413	crypta	noun	crypta, cryptae, f
1414	crystallinum	noun	crystallinum, n indecl.
1415	cubiculum	noun	cubiculum, cubiculi, n
1416	cubile	noun	cubile, cubilis, n
1417	cubital	noun	cubital, cubitalis, n
1418	cubitum	noun	cubitum, cubiti, n
1419	cubus	noun	cubus, cubi, m
1420	cucullus	noun	cucullus, cuculli, m
1421	cucullus	noun	cucullus, cuculli, m
1422	cucumis	noun	cucumis, cucumeris, m
1423	cucurbita	noun	cucurbita, cucurbitae, f
1424	culcita	noun	culcita, culcitae, f
1425	culex	noun	culex, culicis, m
1426	culina	noun	culina, culinae, f
1427	culleus	noun	culleus, cullei, m
1428	culmen	noun	culmen, culminis, n
1429	culmus	noun	culmus, culmi, m
1430	culpa	noun	culpa, culpae, f
1431	culta	noun	culta, n indecl.
1432	cultellus	noun	cultellus, cultelli, m
1433	culter	noun	culter, cultri, m
1434	cultio	noun	cultio, cultionis, f
1435	cultor	noun	cultor, m indecl.
1436	cultrix	noun	cultrix, f indecl.
1437	cultura	noun	cultura, culturae, f
1438	cultus	noun	cultus, cultus, m
1439	culullus	noun	culullus, m indecl.
1440	culus	noun	culus, culi, m
1441	cumera	noun	cumera, f indecl.
1442	cuminum	noun	cuminum, cumini, n
1443	cumulus	noun	cumulus, cumuli, m
1444	cunabula	noun	cunabula, n indecl.
1445	cunae	noun	cunae, f indecl.
1446	cunctatio	noun	cunctatio, cunctationis, f
1447	cunctator	noun	cunctator, m indecl.
1448	cuneolus	noun	cuneolus, cuneoli, m
1449	cuneus	noun	cuneus, cunei, m
1450	cuniculus	noun	cuniculus, cuniculi, m
1451	cunnus	noun	cunnus, cunni, m
1452	cupa	noun	cupa, cupae, f
1453	Cupencus	noun	Cupencus, cupenci, m
1454	cupiditas	noun	cupiditas, cupiditatis, f
1455	cupido	noun	cupido, cupidinis, m
1456	Cupido	noun	Cupido, cupidinis, m
1457	cupitor	noun	cupitor, m indecl.
1458	cuppedia	noun	cuppedia, n indecl.
1459	cupressetum	noun	cupressetum, n indecl.
1460	cupressus	noun	cupressus, cupressus, f
1461	cura	noun	cura, curae, f
1462	curandus	noun	curandus, curandi, m
1463	curatio	noun	curatio, curationis, f
1464	curator	noun	curator, curatoris, m
1465	curatura	noun	curatura, f indecl.
1466	curculio	noun	curculio, m indecl.
1467	Curetes	noun	Curetes, m indecl.
1468	curia	noun	curia, cvriae, f
1469	curio	noun	curio, curionis, m
1470	curiositas	noun	curiositas, f indecl.
1471	curriculum	noun	curriculum, curriculi, n
1472	currus	noun	currus, currus, m
1473	cursor	noun	cursor, cursoris, m
1474	cursus	noun	cursus, cvrsvs, m
1475	curvamen	noun	curvamen, n indecl.
1476	curvatura	noun	curvatura, curvaturae, f
1477	cuspis	noun	cuspis, cuspidis, f
1478	custodia	noun	custodia, custodiae, f
1479	custos	noun	custos, custodis, m
1480	cuticula	noun	cuticula, f indecl.
1481	cutis	noun	cutis, cutis, f
1482	cyathus	noun	cyathus, cyathi, m
1483	cyclas	noun	cyclas, f indecl.
1484	cycnus	noun	cycnus, cycni, m
1485	Cyllene	noun	Cyllene, f indecl.
1486	cymba	noun	cymba, cymbae, f
1487	cymbalum	noun	cymbalum, cymbali, n
1488	cymbium	noun	cymbium, cymbii, n
1489	cynocephalus	noun	cynocephalus, cynocephali, m
1490	Cynosura	noun	Cynosura, cynosurae, f
1491	cyparissus	noun	cyparissus, cyparissi, f
1492	cytisus	noun	cytisus, cytisi, m
1493	Dacicus	noun	Dacicus, dacici, m
1494	dactylus	noun	dactylus, dactyli, m
1495	damma	noun	damma, dammae, m
1496	damnatio	noun	damnatio, damnationis, f
1497	damnum	noun	damnum, damni, n
1498	daps	noun	daps, dapis, f
1499	datio	noun	datio, f indecl.
1500	dator	noun	dator, datoris, m
1501	dea	noun	dea, deae, f
1502	deambulatio	noun	deambulatio, f indecl.
1503	debellator	noun	debellator, m indecl.
1504	debilitas	noun	debilitas, debilitatis, f
1505	debilitatio	noun	debilitatio, debilitationis, f
1506	debitio	noun	debitio, f indecl.
1507	debitor	noun	debitor, debitoris, m
1508	debitum	noun	debitum, n indecl.
1509	December	noun	December, decembris, m
1510	decempeda	noun	decempeda, f indecl.
1511	decempedator	noun	decempedator, m indecl.
1512	decemviratus	noun	decemviratus, decemviratus, m
1513	decentia	noun	decentia, f indecl.
1514	decertatio	noun	decertatio, f indecl.
1515	decessio	noun	decessio, decessionis, f
1516	decessus	noun	decessus, decessus, m
1517	decima	noun	decima, decimae, f
1518	decisio	noun	decisio, decisionis, f
1519	declamatio	noun	declamatio, f indecl.
1520	declamator	noun	declamator, m indecl.
1521	declaratio	noun	declaratio, f indecl.
1522	declinatio	noun	declinatio, declinationis, f
1523	declivitas	noun	declivitas, f indecl.
1524	decocta	noun	decocta, decoctae, f
1525	decoctor	noun	decoctor, decoctoris, m
1526	decoloratio	noun	decoloratio, f indecl.
1527	decor	noun	decor, decoris, m
1528	decorum	noun	decorum, decori, n
1529	decretum	noun	decretum, decreti, n
1530	decuma	noun	decuma, decumae, f
1531	decumanus	noun	decumanus, decumani, m
1532	decuria	noun	decuria, decvriae, f
1533	decuriatio	noun	decuriatio, f indecl.
1534	decuriatus	noun	decuriatus, decuriatus, m
1535	decurio	noun	decurio, decurionis, m
1536	decursus	noun	decursus, decursus, m
1537	decus	noun	decus, decoris, n
1538	dedecus	noun	dedecus, dedecoris, n
1539	dedicatio	noun	dedicatio, dedicationis, f
1540	deditio	noun	deditio, deditionis, f
1541	deductio	noun	deductio, deductionis, f
1542	defatigatio	noun	defatigatio, defetigationis, f
1543	defectio	noun	defectio, defectionis, f
1544	defector	noun	defector, m indecl.
1545	defectus	noun	defectus, defectus, m
1546	defensio	noun	defensio, defensionis, f
1547	defensor	noun	defensor, defensoris, m
1548	definitio	noun	definitio, definitionis, f
1549	deflagratio	noun	deflagratio, f indecl.
1550	deformatio	noun	deformatio, deformationis, f
1551	deformitas	noun	deformitas, deformitatis, f
1552	dehonestamentum	noun	dehonestamentum, n indecl.
1553	delatio	noun	delatio, delationis, f
1554	delator	noun	delator, delatoris, m
1555	delectamentum	noun	delectamentum, delectamenti, n
1556	delectatio	noun	delectatio, delectationis, f
1557	delectus	noun	delectus, delectus, m
1558	delegatio	noun	delegatio, f indecl.
1559	delenimentum	noun	delenimentum, n indecl.
1560	delenitor	noun	delenitor, m indecl.
1561	deletrix	noun	deletrix, f indecl.
1562	deliberatio	noun	deliberatio, deliberationis, f
1563	deliberator	noun	deliberator, m indecl.
1564	deliciae	noun	deliciae, f indecl.
1565	deliciolae	noun	deliciolae, f indecl.
1566	delicium	noun	delicium, delici, n
1567	delictum	noun	delictum, delicti, n
1568	deliratio	noun	deliratio, f indecl.
1569	delubrum	noun	delubrum, delubri, n
1570	demensum	noun	demensum, n indecl.
1571	dementia	noun	dementia, dementiae, f
1572	demigratio	noun	demigratio, demigrationis, f
1573	deminutio	noun	deminutio, deminutionis, f
1574	demissio	noun	demissio, f indecl.
1575	demiurgus	noun	demiurgus, m indecl.
1576	demolitio	noun	demolitio, f indecl.
1577	demonstratio	noun	demonstratio, demonstrationis, f
1578	demonstrator	noun	demonstrator, m indecl.
1579	demutatio	noun	demutatio, f indecl.
1580	dens	noun	dens, dentis, m
1581	dentalia	noun	dentalia, n indecl.
1582	denuntiatio	noun	denuntiatio, f indecl.
1583	depeculator	noun	depeculator, m indecl.
1584	depopulatio	noun	depopulatio, f indecl.
1585	depopulator	noun	depopulator, m indecl.
1586	depositum	noun	depositum, depositi, n
1587	depravatio	noun	depravatio, f indecl.
1588	deprecatio	noun	deprecatio, deprecationis, f
1589	deprecator	noun	deprecator, deprecatoris, m
1590	deprehensio	noun	deprehensio, f indecl.
1591	depulsio	noun	depulsio, depulsionis, f
1592	depulsor	noun	depulsor, m indecl.
1593	derelictio	noun	derelictio, f indecl.
1594	derisor	noun	derisor, m indecl.
1595	derivatio	noun	derivatio, derivationis, f
1596	derogatio	noun	derogatio, f indecl.
1597	descensio	noun	descensio, f indecl.
1598	descriptio	noun	descriptio, descriptionis, f
1599	desertor	noun	desertor, desertoris, m
1600	desideratio	noun	desideratio, f indecl.
1601	desiderium	noun	desiderium, desideri, n
1602	desidia	noun	desidia, desidiae, f
1603	designatio	noun	designatio, f indecl.
1604	designator	noun	designator, m indecl.
1605	desperatio	noun	desperatio, desperationis, f
1606	despicatio	noun	despicatio, f indecl.
1607	despicientia	noun	despicientia, f indecl.
1608	destinatio	noun	destinatio, destinationis, f
1609	destinatum	noun	destinatum, destinati, n
1610	destitutio	noun	destitutio, f indecl.
1611	desuetudo	noun	desuetudo, f indecl.
1612	desultor	noun	desultor, m indecl.
1613	determinatio	noun	determinatio, f indecl.
1614	detestatio	noun	detestatio, f indecl.
1615	detractio	noun	detractio, f indecl.
1616	detractor	noun	detractor, m indecl.
1617	detrectatio	noun	detrectatio, f indecl.
1618	detrectator	noun	detrectator, m indecl.
1619	detrimentum	noun	detrimentum, detrimenti, n
1620	deus	noun	deus, dei, m
1621	deversoriolum	noun	deversoriolum, n indecl.
1622	deversorium	noun	deversorium, devorsori, n
1623	deverticulum	noun	deverticulum, deuerticuli, n
1624	devitatio	noun	devitatio, f indecl.
1625	devortium	noun	devortium, devorti, n
1626	devotio	noun	devotio, deuotionis, f
1627	dextella	noun	dextella, f indecl.
1628	dextera	noun	dextera, dextrae, f
1629	dexteritas	noun	dexteritas, f indecl.
1630	diadema	noun	diadema, diadematis, n
1631	diaeta	noun	diaeta, diaetae, f
1632	dialectica	noun	dialectica, dialecticae, n
1633	dialectica	noun	dialectica, dialecticae, n
1634	dialectice	noun	dialectice, dialecticae, f
1635	dialogus	noun	dialogus, m indecl.
1636	Diana	noun	Diana, ianai, f
1637	diarium	noun	diarium, diarii, n
1638	dica	noun	dica, dicae, f
1639	dicacitas	noun	dicacitas, dicacitatis, f
1640	dicatio	noun	dicatio, f indecl.
1641	dichoreus	noun	dichoreus, m indecl.
1642	dicio	noun	dicio, dicionis, f
1643	dicrotum	noun	dicrotum, n indecl.
1644	dictamnus	noun	dictamnus, dictamni, f
1645	dictata	noun	dictata, n indecl.
1646	dictator	noun	dictator, dictatoris, m
1647	dictatura	noun	dictatura, dictaturae, f
1648	dictio	noun	dictio, dictionis, f
1649	dictum	noun	dictum, dicti, n
1650	diductio	noun	diductio, f indecl.
1651	diecula	noun	diecula, dieculae, f
1652	dies	noun	dies, die, m
1653	differentia	noun	differentia, differentiae, f
1654	difficultas	noun	difficultas, difficultatis, f
1655	diffidentia	noun	diffidentia, diffidentiae, f
1656	diffugium	noun	diffugium, n indecl.
1657	digamma	noun	digamma, n indecl.
1658	digitulus	noun	digitulus, m indecl.
1659	digitus	noun	digitus, digiti, m
1660	dignatio	noun	dignatio, dignationis, f
1661	dignitas	noun	dignitas, dignitatis, f
1662	digressio	noun	digressio, f indecl.
1663	digressus	noun	digressus, digressus, m
1664	dilatio	noun	dilatio, dilationis, f
1665	dilator	noun	dilator, m indecl.
1666	diligentia	noun	diligentia, diligentiae, f
1667	diluculum	noun	diluculum, diluculi, n
1668	diludium	noun	diludium, n indecl.
1669	diluvies	noun	diluvies, f indecl.
1670	diluvium	noun	diluvium, diluvii, n
1671	dimachae	noun	dimachae, m indecl.
1672	dimensio	noun	dimensio, f indecl.
1673	dimicatio	noun	dimicatio, dimicationis, f
1674	dimidium	noun	dimidium, dimidii, n
1675	dimissio	noun	dimissio, f indecl.
1676	Dindymene	noun	Dindymene, dindymenae, f
1677	dinumeratio	noun	dinumeratio, f indecl.
1678	dioecesis	noun	dioecesis, f indecl.
1679	Dionysia	noun	Dionysia, n indecl.
1680	diota	noun	diota, f indecl.
1681	diploma	noun	diploma, n indecl.
1682	direptio	noun	direptio, f indecl.
1683	diribitio	noun	diribitio, f indecl.
1684	diribitor	noun	diribitor, m indecl.
1685	diritas	noun	diritas, diritatis, f
1686	dis	noun	dis, ditis, m
1687	disceptatio	noun	disceptatio, disceptationis, f
1688	disceptator	noun	disceptator, m indecl.
1689	disceptatrix	noun	disceptatrix, f indecl.
1690	discessio	noun	discessio, f indecl.
1691	discessus	noun	discessus, discessus, m
1692	discidium	noun	discidium, discidi, n
1693	disciplina	noun	disciplina, disciplinae, f
1694	discipula	noun	discipula, f indecl.
1695	discipulus	noun	discipulus, discipuli, m
1696	discordia	noun	discordia, discordiae, f
1697	discrepantia	noun	discrepantia, f indecl.
1698	discrepatio	noun	discrepatio, f indecl.
1699	discrimen	noun	discrimen, discriminis, n
1700	discriptio	noun	discriptio, discriptionis, f
1701	discursus	noun	discursus, discursus, m
1702	discus	noun	discus, disci, m
1703	dispendium	noun	dispendium, dispendi, n
1704	dispensatio	noun	dispensatio, dispensationis, f
1705	dispensator	noun	dispensator, dispensatoris, m
1706	dispersio	noun	dispersio, dispersionis, f
1707	dispertitio	noun	dispertitio, f indecl.
1708	dispositio	noun	dispositio, dispositionis, f
1709	disputatio	noun	disputatio, disputationis, f
1710	disputator	noun	disputator, m indecl.
1711	disquisitio	noun	disquisitio, f indecl.
1712	dissensio	noun	dissensio, dissensionis, f
1713	dissensus	noun	dissensus, dissensus, m
1714	dissertio	noun	dissertio, f indecl.
1715	dissignatio	noun	dissignatio, f indecl.
1716	dissimilitudo	noun	dissimilitudo, dissimilitudinis, f
1717	dissimulantia	noun	dissimulantia, f indecl.
1718	dissimulatio	noun	dissimulatio, dissimulationis, f
1719	dissimulator	noun	dissimulator, m indecl.
1720	dissipatio	noun	dissipatio, f indecl.
1721	dissociatio	noun	dissociatio, f indecl.
1722	dissolutio	noun	dissolutio, f indecl.
1723	dissuasio	noun	dissuasio, f indecl.
1724	dissuasor	noun	dissuasor, m indecl.
1725	distantia	noun	distantia, distantiae, f
1726	distinctio	noun	distinctio, distinctionis, f
1727	distinctus	noun	distinctus, distinctus, m
1728	distortio	noun	distortio, f indecl.
1729	distractio	noun	distractio, f indecl.
1730	distributio	noun	distributio, distributionis, f
1731	disturbatio	noun	disturbatio, f indecl.
1732	dithyrambus	noun	dithyrambus, dithyrambi, m
1733	ditiae	noun	ditiae, f indecl.
1734	ditio	noun	ditio, ditionis, f
1735	diuturnitas	noun	diuturnitas, diuturnitatis, f
1736	diva	noun	diva, divae, f
1737	diverbium	noun	diverbium, n indecl.
1738	diversitas	noun	diversitas, diversitatis, f
1739	divinatio	noun	divinatio, divinationis, f
1740	divinitas	noun	divinitas, diuinitatis, f
1741	divisio	noun	divisio, divisionis, f
1742	divisus	noun	divisus, divisus, m
1743	divitiae	noun	divitiae, f indecl.
1744	divortium	noun	divortium, divorti, n
1745	dochmius	noun	dochmius, m indecl.
1746	docilitas	noun	docilitas, docilitatis, f
1747	doctor	noun	doctor, doctoris, m
1748	doctrina	noun	doctrina, doctrinae, f
1749	documentum	noun	documentum, documenti, n
1750	Dodona	noun	Dodona, dodonae, f
1751	dodrans	noun	dodrans, dodrantis, m
1752	dogma	noun	dogma, dogmatis, n
1753	dolabra	noun	dolabra, dolabrae, f
1754	doliolum	noun	doliolum, n indecl.
1755	dolium	noun	dolium, doli, n
1756	dolo	noun	dolo, dolonis, m
1757	dolor	noun	dolor, doloris, m
1758	dolus	noun	dolus, doli, m
1759	domicilium	noun	domicilium, domicilii, n
1760	domina	noun	domina, dominae, f
1761	dominatio	noun	dominatio, dominationis, f
1762	dominator	noun	dominator, dominatoris, m
1763	dominatrix	noun	dominatrix, f indecl.
1764	dominatus	noun	dominatus, dominatus, m
1765	dominium	noun	dominium, domini, n
1766	dominus	noun	dominus, domini, m
1767	domiporta	noun	domiporta, f indecl.
1768	domitor	noun	domitor, domitoris, m
1769	domitrix	noun	domitrix, f indecl.
1770	domitus	noun	domitus, domitus, m
1771	donarium	noun	donarium, donari, n
1772	donatio	noun	donatio, donationis, f
1773	donativum	noun	donativum, donatiui, n
1774	donum	noun	donum, doni, n
1775	dorsum	noun	dorsum, dorsi, n
1776	dos	noun	dos, dotis, f
1777	Dossennus	noun	Dossennus, m indecl.
1778	draco	noun	draco, draconis, m
1779	draconigena	noun	draconigena, m indecl.
1780	dromas	noun	dromas, m indecl.
1781	Dryades	noun	Dryades, f indecl.
1782	dubitatio	noun	dubitatio, dubitationis, f
1783	ductor	noun	ductor, ductoris, m
1784	ductus	noun	ductus, ductus, m
1785	dulcedo	noun	dulcedo, dulcedinis, f
1786	dulcitudo	noun	dulcitudo, f indecl.
1787	dumus	noun	dumus, dumi, m
1788	duplicarius	noun	duplicarius, duplicari, m
1789	dupondius	noun	dupondius, dupondi, m
1790	duritas	noun	duritas, f indecl.
1791	duritia	noun	duritia, duritiae, f
1792	durities	noun	durities, f indecl.
1793	duumvir	noun	duumvir, duumviri, m
1794	dux	noun	dux, ducis, m
1795	dynastes	noun	dynastes, dynastaeque, m
1796	ebrietas	noun	ebrietas, ebrietatis, f
1797	ebriositas	noun	ebriositas, f indecl.
1798	ebulum	noun	ebulum, ebuli, n
1799	ebur	noun	ebur, n indecl.
1800	ecdicus	noun	ecdicus, ecdici, m
1801	echeneis	noun	echeneis, f indecl.
1802	echidna	noun	echidna, echidnae, f
1803	echinus	noun	echinus, echini, m
1804	ecloga	noun	ecloga, f indecl.
1805	eclogarii	noun	eclogarii, m indecl.
1806	edacitas	noun	edacitas, edacitatis, f
1807	edictum	noun	edictum, edicti, n
1808	editio	noun	editio, editionis, f
1809	editum	noun	editum, editi, n
1810	educatio	noun	educatio, educationis, f
1811	educator	noun	educator, educatoris, m
1812	educatrix	noun	educatrix, f indecl.
1813	effatum	noun	effatum, n indecl.
1814	effectio	noun	effectio, f indecl.
1815	effector	noun	effector, m indecl.
1816	effectrix	noun	effectrix, f indecl.
1817	effectum	noun	effectum, effecti, n
1818	effectus	noun	effectus, effectus, m
1819	efferitas	noun	efferitas, f indecl.
1820	efficacitas	noun	efficacitas, efficacitatis, f
1821	efficientia	noun	efficientia, efficientiae, f
1822	effigies	noun	effigies, effigie, f
1823	efflagitatio	noun	efflagitatio, f indecl.
1824	efflagitatus	noun	efflagitatus, efflagitatus, m
1825	effluvium	noun	effluvium, n indecl.
1826	effrenatio	noun	effrenatio, f indecl.
1827	effugium	noun	effugium, effugi, n
1828	effusio	noun	effusio, f indecl.
1829	egestas	noun	egestas, egestatis, f
1830	egressus	noun	egressus, egressus, m
1831	elaboratus	noun	elaboratus, elaboratus, m
1832	elatio	noun	elatio, elationis, f
1833	elatus	noun	elatus, m indecl.
1834	electio	noun	electio, electionis, f
1835	electrum	noun	electrum, electri, n
1836	electus	noun	electus, m indecl.
1837	electus	noun	electus, electus, m
1838	elegantia	noun	elegantia, elegantiae, f
1839	elegi	noun	elegi, m indecl.
1840	Eleleus	noun	Eleleus, m indecl.
1841	elementum	noun	elementum, elementi, n
1842	elenchus	noun	elenchus, elenchi, m
1843	elephantus	noun	elephantus, elephanti, m
1844	Elicius	noun	Elicius, m indecl.
1845	elix	noun	elix, elicis, m
1846	elleborus	noun	elleborus, ellebori, m
1847	elocutio	noun	elocutio, elocutionis, f
