	FPP	POS	Dictionary Entry
1912	cachinno	verb	cachinno, cachinnare, NULL, NULL
1913	cachinnus	noun	cachinnus, cachinni, m
1914	caco	verb	caco, cacare, NULL, NULL
1915	cacoethes	noun	cacoethes, n indecl.
1916	cacumen	noun	cacumen, cacuminis, n
1917	cacumino	verb	cacumino, NULL, NULL, cacuminatus
1918	cadaver	noun	cadaver, cadaueris, n
1919	cadaverosus	adj	cadaverosus, cadaverosa, NULL
1920	Cadmeus	adj	Cadmeus, cadmea, NULL
1921	Cadmeis	noun	Cadmeis, f indecl.
1922	cado	verb	cado, cadere, cecidi, casus
1923	caduceator	noun	caduceator, caduceatoris, m
1924	caduceus	noun	caduceus, caducei, m
1925	caducifer	adj	caducifer, NULL, NULL
1926	caducus	adj	caducus, caduca, caducum
1927	cadurcum	noun	cadurcum, cadurci, n
1928	cadus	noun	cadus, cadi, m
1929	caecitas	noun	caecitas, caecitatis, f
1930	caeco	verb	caeco, caecare, NULL, caecatus
1931	Caecubus	adj	Caecubus, caecuba, caecubum
1932	caecus	adj	caecus, caeca, caecum
1933	caedes	noun	caedes, caedis, f
1934	caedo	verb	caedo, caedere, cecidi, caesus
1935	caelamen	noun	caelamen, n indecl.
1936	caelator	noun	caelator, caelatoris, m
1937	caelatus		caelatus indecl.
1938	caelebs		caelebs indecl.
1939	caeles	noun	caeles, caelin, m
1940	caelestis	adj	caelestis, caelestis, caeleste
1941	caelicola	noun	caelicola, caelicolae, f
1942	caelifer	adj	caelifer, NULL, NULL
1943	caelo	verb	caelo, caelare, n, caelatus
1944	caelum	noun	caelum, celi, n
1945	caementum	noun	caementum, caementi, n
1946	caena	noun	caena, f indecl.
1947	caenosus	adj	caenosus, caenosa, NULL
1948	caenum	noun	caenum, caeni, n
1949	caepe	noun	caepe, caepis, n
1950	Caeres		Caeres indecl.
1951	caerimonia	noun	caerimonia, caerimoniae, f
1952	caeruleus	adj	caeruleus, caerulea, caeruleum
1953	caerulus	adj	caerulus, caerula, caerulum
1954	caesaries	noun	caesaries, caesarie, f
1955	caesim	adv	caesim indecl.
1956	caesius	adj	caesius, caesia, caesium
1957	caespes	noun	caespes, cespitis, m
1958	caestus	noun	caestus, cestus, m
1959	caesus	adj	caesus, caesa, caesum
1960	caetra	noun	caetra, f indecl.
1961	caetratus	adj	caetratus, NULL, NULL
1962	calamister	noun	calamister, calamistri, m
1963	calamistratus	adj	calamistratus, calamistrata, NULL
1964	calamitas	noun	calamitas, calamitatis, f
1965	calamitose		calamitose indecl.
1966	calamitosus	adj	calamitosus, calamitosa, calamitosum
1967	calamus	noun	calamus, calami, m
1968	calathiscus	noun	calathiscus, calathisci, m
1969	calathus	noun	calathus, calathi, m
1970	calcar	noun	calcar, calcaris, n
1971	calcatus	adj	calcatus, calcata, calcatum
1972	calceamentum	noun	calceamentum, calciamenti, n
1973	calco	verb	calco, calcare, calcavi, calcatus
1974	calceolus	noun	calceolus, calceoli, m
1975	calceus	noun	calceus, calcei, m
1976	calcio		calcio indecl.
1977	calcitro	verb	calcitro, calcitrare, NULL, calcitratus
1978	calco	verb	calco, calcare, calcavi, calcatus
1979	calculus	noun	calculus, calculi, m
1980	caldior		caldior indecl.
1981	calefacio	verb	calefacio, calefacere, NULL, calefactus
1982	calefacto	verb	calefacto, NULL, NULL, NULL
1983	calefactus	adj	calefactus, calfacta, calfactum
1984	Calendae		Calendae indecl.
1985	caleo	verb	caleo, calere, calui, NULL
1986	calesco	verb	calesco, calescere, NULL, NULL
1987	calfacio		calfacio indecl.
1988	caliandrum		caliandrum indecl.
1989	calidus	adj	calidus, calda, caldum
1990	caliendrum	noun	caliendrum, n indecl.
1991	caliga	noun	caliga, caligae, f
1992	caligatus	adj	caligatus, NULL, NULL
1993	caliginosus	adj	caliginosus, caliginosa, caligosum
1994	caligo	noun	caligo, caliginis, f
1995	caligo	verb	caligo, caligare, NULL, caligatus
1996	calix	noun	calix, calicis, m
1997	calleo	verb	calleo, callere, NULL, NULL
1998	callide		callide indecl.
1999	calliditas	noun	calliditas, calliditatis, f
2000	callidus	adj	callidus, callida, callidum
2001	callis	noun	callis, callis, m
2002	callosus	adj	callosus, callosa, NULL
2003	callum	noun	callum, callique, n
2004	calo	verb	calo, calare, NULL, calatus
2005	calo	noun	calo, m indecl.
2006	calor	noun	calor, caloris, m
2007	caltha	noun	caltha, calthae, f
2008	calumnia	noun	calumnia, calumniae, f
2009	calumniator	noun	calumniator, calumniatoris, m
2010	calumnior		calumnior indecl.
2011	calva	noun	calva, calvae, f
2012	calvitium	noun	calvitium, n indecl.
2013	calvus	adj	calvus, calva, caluum
2014	calx		calx indecl.
2015	calx		calx indecl.
2016	camara	noun	camara, camarae, f
2017	camella	noun	camella, f indecl.
2018	camelus	noun	camelus, cameli, m
2019	Camena	noun	Camena, camenae, f
2020	camera	noun	camera, camarae, f
2021	Camerinus	noun	Camerinus, camerini, m
2022	caminus	noun	caminus, camini, m
2023	cammarus	noun	cammarus, m indecl.
2024	campester	adj	campester, NULL, campestre
2025	campus	noun	campus, campi, m
2026	camur		camur indecl.
2027	camus	noun	camus, m indecl.
2028	canalis	noun	canalis, canalis, m
2029	cancelli	noun	cancelli, m indecl.
2030	cancer	noun	cancer, cancri, m
2031	candela	noun	candela, candelae, f
2032	candelabrum	noun	candelabrum, candelabri, n
2033	candens		candens indecl.
2034	candeo	verb	candeo, NULL, NULL, NULL
2035	candesco		candesco indecl.
2036	candidatorius	adj	candidatorius, NULL, NULL
2037	candidatus	adj	candidatus, candidata, candidatum
2038	candidulus	adj	candidulus, NULL, NULL
2039	candidus	adj	candidus, candida, candidum
2040	candor	noun	candor, candoris, m
2041	canens		canens indecl.
2042	caneo	verb	caneo, canere, incanui, NULL
2043	canephoros		canephoros indecl.
2044	canesco		canesco indecl.
2045	canicula	noun	canicula, caniculae, f
2046	Caninius	adj	Caninius, caninia, caninium
2047	caninus	adj	caninus, canina, caninum
2048	canis	noun	canis, canis, m
2049	canistrum	noun	canistrum, canistri, n
2050	canities	noun	canities, canitiei, f
2051	canna	noun	canna, cannae, f
2052	Cannensis	adj	Cannensis, cannensis, cannense
2053	cano	verb	cano, canere, cecini, cantvs
2054	canor	noun	canor, canoris, m
2055	canorus	adj	canorus, canora, canorum
2056	cantamen	noun	cantamen, n indecl.
2057	canterius		canterius indecl.
2058	cantharis	noun	cantharis, cantharidis, f
2059	cantharus	noun	cantharus, canthari, m
2060	cantherius	noun	cantherius, cantherii, m
2061	canticum	noun	canticum, cantici, n
2062	cantilena	noun	cantilena, cantilenae, f
2063	cantio	noun	cantio, cantionis, f
2064	cantito	verb	cantito, cantitare, NULL, NULL
2065	cantiuncula	noun	cantiuncula, f indecl.
2066	canto	verb	canto, cantare, NULL, cantatus
2067	cantor	noun	cantor, cantoris, m
2068	cantus	noun	cantus, cantvs, m
2069	canus	adj	canus, cana, canum
2070	capacitas	noun	capacitas, capacitatis, f
2071	capax	adj	capax, capax, capax
2072	capedo	noun	capedo, f indecl.
2073	capeduncula	noun	capeduncula, f indecl.
2074	capella	noun	capella, capellae, f
2075	caper	noun	caper, capri, m
2076	capesso	verb	capesso, capessere, capessivi, NULL
2077	capillatus		capillatus indecl.
2078	capillus	noun	capillus, capilli, m
2079	capio	verb	capio, capere, cepi, captus
2080	capis	noun	capis, capidis, f
2081	capistratus		capistratus indecl.
2082	capistrum	noun	capistrum, n indecl.
2083	capital	adv	capital indecl.
2084	capitale		capitale indecl.
2085	capitalis	adj	capitalis, capitalis, capitale
2086	capito	noun	capito, capitonis, m
2087	Capitolinus	adj	Capitolinus, capitolina, capitolinum
2088	Capitolium	noun	Capitolium, capitoli, n
2089	capitulatim	adv	capitulatim indecl.
2090	capitulum	noun	capitulum, capituli, n
2091	capra	noun	capra, caprae, f
2092	caprea	noun	caprea, capreae, f
2093	capreolus	noun	capreolus, capreoli, m
2094	Capricornus	noun	Capricornus, capricorni, m
2095	caprificus	noun	caprificus, caprifici, f
2096	caprigenus		caprigenus indecl.
2097	caprimulgus	noun	caprimulgus, caprimulgi, m
2098	caprinus	adj	caprinus, caprina, caprinum
2099	capripes	adj	capripes, capripes, NULL
2100	capsa	noun	capsa, capsae, f
2101	capsula	noun	capsula, f indecl.
2102	capta	noun	capta, captae, f
2103	captatio	noun	captatio, f indecl.
2104	captator	noun	captator, m indecl.
2105	captio	noun	captio, captionis, f
2106	captiose		captiose indecl.
2107	captiosus	adj	captiosus, captiosa, captiosum
2108	captiuncula	noun	captiuncula, f indecl.
2109	captiva	noun	captiva, captiuae, f
2110	captivitas	noun	captivitas, captiuitatis, f
2111	captivus	adj	captivus, captiva, captiuum
2112	capto	verb	capto, captare, captavi, captatus
2113	captus	noun	captus, capti, m
2114	captus	noun	captus, capti, m
2115	capudo		capudo indecl.
2116	capulus	noun	capulus, capuli, m
2117	caput	noun	caput, capitis, n
2118	carbaseus		carbaseus indecl.
2119	carbasus	noun	carbasus, carbasi, m
2120	carbatinus		carbatinus indecl.
2121	carbo	noun	carbo, carbonis, m
2122	carbunculus	noun	carbunculus, carbunculi, m
2123	carcer	noun	carcer, carceris, m
2124	carchesium	noun	carchesium, n indecl.
2125	cardaces	noun	cardaces, m indecl.
2126	cardiacus	adj	cardiacus, NULL, NULL
2127	cardo	noun	cardo, cardinis, m
2128	carduus		carduus indecl.
2129	care		care indecl.
2130	carectum	noun	carectum, n indecl.
2131	careo	verb	careo, carere, carvi, NULL
2132	carex	noun	carex, caricis, f
2133	Carica	noun	Carica, f indecl.
2134	caries		caries indecl.
2135	carina	noun	carina, carinae, f
2136	Carinae	noun	Carinae, f indecl.
2137	cariosus	adj	cariosus, cariosa, cariosum
2138	caris	noun	caris, f indecl.
2139	caristia		caristia indecl.
2140	caritas	noun	caritas, caritatis, f
2141	carmen	noun	carmen, carminis, n
2142	Carmentalis	adj	Carmentalis, carmentalis, NULL
2143	Carmentis	adj	Carmentis, carmentis, carmente
2144	carnifex	noun	carnifex, carnificis, m
2145	carnificina	noun	carnificina, carnificinae, f
2146	carnifico		carnifico indecl.
2147	caro	verb	caro, carere, NULL, NULL
2148	carpatinus		carpatinus indecl.
2149	carpentum	noun	carpentum, n indecl.
2150	carpo	verb	carpo, carpere, carpsi, carptus
2151	carptim	adv	carptim indecl.
2152	carptor	noun	carptor, m indecl.
2153	carrus	noun	carrus, carri, m
2154	caruncula	noun	caruncula, f indecl.
2155	carus	adj	carus, cara, carum
2156	casa	noun	casa, casae, f
2157	cascus	adj	cascus, casca, cascum
2158	caseus	noun	caseus, casei, m
2159	casia	noun	casia, casiae, f
2160	cassida		cassida indecl.
2161	cassis	noun	cassis, cassidis, f
2162	cassis		cassis indecl.
2163	cassus	adj	cassus, cassa, cassum
2164	Castalia	noun	Castalia, castaliae, f
2165	Castalius	adj	Castalius, castalia, NULL
2166	castanea	noun	castanea, castaneae, f
2167	caste		caste indecl.
2168	castellanus	adj	castellanus, NULL, NULL
2169	castellatim	adv	castellatim indecl.
2170	castellum	noun	castellum, castelli, n
2171	castigatio	noun	castigatio, castigationis, f
2172	castigator	noun	castigator, m indecl.
2173	castigatus		castigatus indecl.
2174	castigo	verb	castigo, castigare, NULL, castigatus
2175	castimonia	noun	castimonia, castimoniae, f
2176	castitas	noun	castitas, castitatis, f
2177	castor	noun	castor, castoris, m
2178	castoreum		castoreum indecl.
2179	castra	noun	castra, n indecl.
2180	castrensis	adj	castrensis, castrensis, castrense
2181	castro	verb	castro, castrare, NULL, castratus
2182	castrum	noun	castrum, castri, n
2183	castra	noun	castra, n indecl.
2184	castus	adj	castus, casta, castum
2185	casu		casu indecl.
2186	casula	noun	casula, f indecl.
2187	casus	noun	casus, cassi, m
2188	catagraphus	adj	catagraphus, catagrapha, NULL
2189	Catamitus	noun	Catamitus, m indecl.
2190	cataphractes	noun	cataphractes, cataphracti, m
2191	cataphractus	adj	cataphractus, cataphracta, NULL
2192	cataplus	noun	cataplus, m indecl.
2193	catapulta	noun	catapulta, catapultae, f
2194	cataracta	noun	cataracta, cataractae, f
2195	catasta	noun	catasta, catastae, f
2196	cate	adv	cate indecl.
2197	cateia	noun	cateia, cateiae, f
2198	catella	noun	catella, catellae, f
2199	catella	noun	catella, catellae, f
2200	catellus	noun	catellus, catelli, m
2201	catena	noun	catena, catenae, f
2202	catenatus	adj	catenatus, NULL, NULL
2203	caterva	noun	caterva, cateruae, f
2204	catervatim	adv	catervatim indecl.
2205	cathedra	noun	cathedra, cathedrae, f
2206	catillus	noun	catillus, catilli, m
2207	catinus	noun	catinus, catini, m
2208	catonium	noun	catonium, catoni, n
2209	catulus	noun	catulus, catuli, m
2210	catus	adj	catus, cata, catum
2211	cauda	noun	cauda, caudae, f
2212	caudex	noun	caudex, caudicis, m
2213	caulae	noun	caulae, f indecl.
2214	caulis	noun	caulis, caulis, m
2215	caupo	noun	caupo, cauponis, m
2216	copo		copo indecl.
2217	caupona	noun	caupona, cauponae, f
2218	cauponor	verb	cauponor, NULL, NULL
2219	cauponula	noun	cauponula, f indecl.
2220	Caurus	noun	Caurus, cori, m
2221	causa	noun	causa, causae, f
2222	causarius	adj	causarius, causaria, NULL
2223	causidicus	noun	causidicus, causidici, m
2224	causatius	verb	causatius, NULL, NULL, causatus
2225	caussa		caussa indecl.
2226	causula	noun	causula, f indecl.
2227	caute		caute indecl.
2228	cautes	noun	cautes, cautis, f
2229	cotes	noun	cotes, f indecl.
2230	cautim	adv	cautim indecl.
2231	cautio	noun	cautio, cautionis, f
2232	cautor	noun	cautor, m indecl.
2233	cautus		cautus indecl.
2234	cavatus		cavatus indecl.
2235	cavea	noun	cavea, caueae, f
2236	cavo	verb	cavo, cavere, cavi, cautus
2237	caverna	noun	caverna, cauernae, f
2238	cavillatio	noun	cavillatio, cavillationis, f
2239	cavillator	noun	cavillator, m indecl.
2240	cavillor	verb	cavillor, NULL, cauillatus
2241	cavo	verb	cavo, cavare, NULL, cavatus
2242	cavus	adj	cavus, cava, cavum
2243	ce		ce indecl.
2244	cedo	verb	cedo, cedere, cessi, cessus
2245	NULL	verb	NULL, NULL, NULL, NULL
2246	cedrus	noun	cedrus, cedri, f
2247	Celaeno	noun	Celaeno, f indecl.
2248	celatus		celatus indecl.
2249	celeber	adj	celeber, celeber, celebre
2250	celebratio	noun	celebratio, f indecl.
2251	celebratus		celebratus indecl.
2252	celebritas	noun	celebritas, celebritatis, f
2253	celebro	verb	celebro, celebrare, NULL, celebratus
2254	celer	adj	celer, celer, celer
2255	Celeres		Celeres indecl.
2256	celeripes	adj	celeripes, celeripes, NULL
2257	celeritas	noun	celeritas, celeritatis, f
2258	celeriter	adv	celeriter indecl.
2259	celeriuscule		celeriuscule indecl.
2260	celero	verb	celero, celerare, NULL, NULL
2261	cella	noun	cella, cellae, f
2262	cello		cello indecl.
2263	cello		cello indecl.
2264	cellula	noun	cellula, cellulae, f
2265	celo	verb	celo, celare, celavi, celatus
2266	celox		celox indecl.
2267	celsus	adj	celsus, celsa, celsum
2268	cena	noun	cena, cenae, f
2269	cenaculum	noun	cenaculum, cenaculi, n
2270	cenatio	noun	cenatio, f indecl.
2271	cenatus	adj	cenatus, NULL, cenatum
2272	cenito	verb	cenito, cenitare, NULL, NULL
2273	ceno	verb	ceno, cenare, cenavi, cenatus
2274	censeo	verb	censeo, censere, censui, census
2275	censor	noun	censor, censoris, m
2276	censorius	adj	censorius, censoria, censorium
2277	censura	noun	censura, censurae, f
2278	census		census indecl.
2279	census	noun	census, census, m
2280	centaureum	noun	centaureum, centaurei, n
2281	Centaureus	adj	Centaureus, centaurea, NULL
2282	Centaurus	noun	Centaurus, centauri, m
2283	Centaurus	noun	Centaurus, centauri, m
2284	centenus		centenus indecl.
2285	centesimus	adj	centesimus, centesima, centesimum
2286	centiceps	noun	centiceps, n indecl.
2287	centiens	adv	centiens indecl.
2288	centimanus		centimanus indecl.
2289	cento	noun	cento, m indecl.
2290	centum	numeral	centum indecl.
2291	centumgeminus		centumgeminus indecl.
2292	centumviralis	adj	centumviralis, centumviralis, centumvirale
2293	centumviri	noun	centumviri, m indecl.
2294	centunculus	noun	centunculus, m indecl.
2295	centuria	noun	centuria, centuriae, f
2296	centuriatim	adv	centuriatim indecl.
2297	centuriatus	adj	centuriatus, centuriata, centuriatum
2298	centuriatus	adj	centuriatus, centuriata, centuriatum
2299	centuriatus	adj	centuriatus, centuriata, centuriatum
2300	centurio	verb	centurio, NULL, NULL, centuriatus
2301	centurio	noun	centurio, centurionis, m
2302	centurionatus	noun	centurionatus, centurionatus, m
2303	cenula	noun	cenula, f indecl.
2304	cepa		cepa indecl.
2305	cera	noun	cera, cerae, f
2306	Ceramicus	noun	Ceramicus, m indecl.
2307	cerarium	noun	cerarium, n indecl.
2308	cerastes		cerastes indecl.
2309	cerasus	noun	cerasus, cerasi, f
2310	ceratus		ceratus indecl.
2311	Cerberus	noun	Cerberus, cerberi, m
2312	cercopithecus	noun	cercopithecus, m indecl.
2313	cercurus	noun	cercurus, m indecl.
2314	cerdo	noun	cerdo, m indecl.
2315	Cerealis	adj	Cerealis, cerealis, cereale
2316	cerebrosus	adj	cerebrosus, NULL, NULL
2317	cerebrum	noun	cerebrum, cerebri, n
2318	Ceres	noun	Ceres, cererin, f
2319	cereus	adj	cereus, cerea, cereum
2320	cereus	noun	cereus, cerei, m
2321	cerimonia		cerimonia indecl.
2322	cerintha	noun	cerintha, cerinthae, f
2323	cerno	verb	cerno, cernere, crevi, cretus
2324	cernuus	adj	cernuus, NULL, NULL
2325	cero	verb	cero, NULL, NULL, ceratus
2326	ceroma	noun	ceroma, ceromatis, n
2327	ceromaticus	adj	ceromaticus, NULL, NULL
2328	cerritus	adj	cerritus, cerrita, NULL
2329	certamen	noun	certamen, certaminis, n
2330	certatim	adv	certatim indecl.
2331	certatio	noun	certatio, certationis, f
2332	certe		certe indecl.
2333	certo		certo indecl.
2334	certo	verb	certo, certare, certavi, certatus
2335	certum		certum indecl.
2336	certum		certum indecl.
2337	certus	adj	certus, certa, certum
2338	cerula	noun	cerula, f indecl.
2339	cerussa	noun	cerussa, cerussae, f
2340	cerussatus	adj	cerussatus, NULL, NULL
2341	cerva	noun	cerva, cervae, f
2342	cervical	noun	cervical, n indecl.
2343	cervicula	noun	cervicula, f indecl.
2344	cervinus	adj	cervinus, cervina, cervinum
2345	cervix	noun	cervix, cervicis, f
2346	cervus	noun	cervus, cervi, m
2347	cespes		cespes indecl.
2348	cessatio	noun	cessatio, cessationis, f
2349	cessator	noun	cessator, m indecl.
2350	cessio	noun	cessio, cessionis, f
2351	cesso	verb	cesso, cessare, cessavi, NULL
2352	cestrosphendone	noun	cestrosphendone, f indecl.
2353	cetarium		cetarium indecl.
2354	cetarius	adj	cetarius, cetarii, n
2355	cete		cete indecl.
2356	cetera		cetera indecl.
2357	cereroqui		cereroqui indecl.
2358	ceterum	noun	ceterum, ceteri, n
2359	ceterum	noun	ceterum, ceteri, n
2360	ceterus	adj	ceterus, cetera, ceterum
2361	cetos		cetos indecl.
2362	cetra		cetra indecl.
2363	ceu	adv	ceu indecl.
2364	ceveo	verb	ceveo, NULL, NULL, NULL
2365	chalcaspides		chalcaspides indecl.
2366	Chaldaeus	adj	Chaldaeus, NULL, chaldaeum
2367	chalybeius	adj	chalybeius, NULL, NULL
2368	chalybs		chalybs indecl.
2369	channe		channe indecl.
2370	chaos	noun	chaos, chai, n
2371	chara	noun	chara, f indecl.
2372	charistia	noun	charistia, n indecl.
2373	Charites	noun	Charites, f indecl.
2374	Charon	noun	Charon, charontis, m
2375	charta	noun	charta, chartae, f
2376	chartula	noun	chartula, chartulae, f
2377	Charybdis	noun	Charybdis, charybdin, f
2378	Chelae	noun	Chelae, f indecl.
2379	chelydrus	noun	chelydrus, chelydri, m
2380	chelys		chelys indecl.
2381	cheragra	noun	cheragra, f indecl.
2382	chiliarches	noun	chiliarches, m indecl.
2383	chiliarchus	noun	chiliarchus, m indecl.
2384	Chimaera	noun	Chimaera, chimaerae, f
2385	Chimaerifera		Chimaerifera indecl.
2386	chirographum	noun	chirographum, chirographi, n
2387	chironomon	noun	chironomon, m indecl.
2388	chirurgia	noun	chirurgia, chirurgiae, f
2389	Chius	adj	Chius, chia, chium
2390	chlamydatus	adj	chlamydatus, NULL, chlamydatum
2391	chlamys	noun	chlamys, chlamydis, f
2392	choragium	noun	choragium, choragi, n
2393	choraules	noun	choraules, choraulae, m
2394	chorda	noun	chorda, chordae, f
2395	chorea	noun	chorea, choreae, f
2396	choreus	noun	choreus, chorei, m
2397	chorus	noun	chorus, chori, m
2398	chromis	noun	chromis, chromin, m
2399	chrysolithos	noun	chrysolithos, chrysolithi, m
2400	chrysophrys	noun	chrysophrys, f indecl.
2401	cibaria	noun	cibaria, n indecl.
2402	cibarius	adj	cibarius, cibaria, cibarium
2403	ciborium	noun	ciborium, n indecl.
2404	cibus	noun	cibus, cibi, m
2405	cicada	noun	cicada, cicadae, f
2406	cicatrix	noun	cicatrix, cicatricis, f
2407	cicer	noun	cicer, ciceris, n
2408	cichoreum		cichoreum indecl.
2409	ciconia	noun	ciconia, ciconiae, f
2410	cicur		cicur indecl.
2411	cicuta	noun	cicuta, cicutae, f
2412	cidaris	noun	cidaris, cidaris, f
2413	cieo	verb	cieo, ciere, ciui, citus
2414	cilicium	noun	cilicium, cilici, n
2415	Cilissa		Cilissa indecl.
2416	Cilix		Cilix indecl.
2417	cimex	noun	cimex, m indecl.
2418	cinaedus	adj	cinaedus, cinaeda, cinaedum
2419	cincinnatus	adj	cincinnatus, NULL, NULL
2420	cincinnus	noun	cincinnus, cincinni, m
2421	cinctus		cinctus indecl.
2422	cinctus	noun	cinctus, cinctus, m
2423	cinctutus	adj	cinctutus, NULL, NULL
2424	cinerarius	adj	cinerarius, cineraria, cinerarium
2425	cingo	verb	cingo, cingere, cinxi, cinctus
2426	cingula	noun	cingula, f indecl.
2427	cingulus		cingulus indecl.
2428	ciniflo	noun	ciniflo, m indecl.
2429	cinis	noun	cinis, cineris, m
2430	cinnamum		cinnamum indecl.
2431	cippus	noun	cippus, cippi, m
2432	circa		circa indecl.
2433	circamoerium	noun	circamoerium, n indecl.
2434	Circe	noun	Circe, circae, f
2435	Circensis	adj	Circensis, circensis, circense
2436	circino	verb	circino, NULL, NULL, NULL
2437	circinus		circinus indecl.
2438	circiter	adpostion	circiter indecl.
2439	circlus		circlus indecl.
2440	circueo		circueo indecl.
2441	circuitus		circuitus indecl.
2442	circuitus	noun	circuitus, circuitus, m
2443	circulator	noun	circulator, m indecl.
2444	circulor	verb	circulor, NULL, NULL
2445	circulus	noun	circulus, circuli, m
2446	circum	adpostion	circum indecl.
2447	circumagit	verb	circumagit, circumagere, NULL, circumactus
2448	NULL	verb	NULL, NULL, NULL, NULL
2449	circumcido	verb	circumcido, circumcidere, circumcidi, circumcisus
2450	circumcisus		circumcisus indecl.
2451	circumcludo	verb	circumcludo, circumcludere, NULL, circumclusus
2452	NULL	verb	NULL, NULL, NULL, NULL
2453	NULL	verb	NULL, circumcursare, circumcursavi, NULL
2454	circumdo	verb	circumdo, circumdare, circumdedi, circumdatus
2455	circumduco	verb	circumduco, circumducere, NULL, circumductus
2456	circumeo	verb	circumeo, circuire, circuivi, circuitus
2457	NULL	verb	NULL, circumequitare, NULL, NULL
2458	circumfero	verb	circumfero, circumferre, NULL, circumlatus
2459	NULL	verb	NULL, circumflectere, NULL, circumflexus
2460	NULL	verb	NULL, NULL, NULL, NULL
2461	circumfluo	verb	circumfluo, circumfluere, NULL, NULL
2462	circumfluus	adj	circumfluus, circumflua, NULL
2463	circumforaneus	adj	circumforaneus, NULL, circumforaneum
2464	circumfundit	verb	circumfundit, NULL, NULL, circumfusus
2465	circumgemit	verb	circumgemit, NULL, NULL, NULL
2466	circumgestat	verb	circumgestat, NULL, NULL, NULL
2467	NULL	verb	NULL, NULL, NULL, circumgressus
2468	circumiaceo		circumiaceo indecl.
2469	circumicio	verb	circumicio, circumicere, NULL, NULL
2470	circumiectus		circumiectus indecl.
2471	circumiectus		circumiectus indecl.
2472	circumiicio		circumiicio indecl.
2473	circum	adpostion	circum indecl.
2474	circumitio		circumitio indecl.
2475	circumligat	verb	circumligat, NULL, NULL, circumligatus
2476	circumlitus		circumlitus indecl.
2477	circumluit	verb	circumluit, NULL, NULL, NULL
2478	circumluvio	noun	circumluvio, f indecl.
2479	circummittit	verb	circummittit, NULL, NULL, circummissus
2480	circummunio	verb	circummunio, circummunire, NULL, NULL
2481	circummunitio	noun	circummunitio, f indecl.
2482	circumpadanus	adj	circumpadanus, circumpadana, NULL
2483	circumplaudo		circumplaudo indecl.
2484	circumplecto	verb	circumplecto, NULL, NULL, circumplexus
2485	NULL	verb	NULL, NULL, n, NULL
2486	NULL	verb	NULL, NULL, n, NULL
2487	circumpotatio	noun	circumpotatio, f indecl.
2488	circumretitus		circumretitus indecl.
2489	circumrodo	verb	circumrodo, NULL, NULL, NULL
2490	NULL	verb	NULL, NULL, NULL, circumseptus
2491	NULL	verb	NULL, circumscindere, NULL, NULL
2492	circumscribo	verb	circumscribo, circumscribere, NULL, circumscriptus
2493	circumscripte	adv	circumscripte indecl.
2494	circumscriptio	noun	circumscriptio, circumscriptionis, f
2495	circumscriptor	noun	circumscriptor, m indecl.
2496	circumscriptus		circumscriptus indecl.
2497	NULL	verb	NULL, NULL, NULL, NULL
2498	circumsedeo	verb	circumsedeo, circumsedere, NULL, circumsessus
2499	circumsepio		circumsepio indecl.
2500	circumsessio	noun	circumsessio, circumsessionis, f
2501	circumsessus		circumsessus indecl.
2502	NULL	verb	NULL, NULL, NULL, NULL
2503	circumsilio	verb	circumsilio, NULL, NULL, NULL
2504	circumsistit	verb	circumsistit, circumsistere, NULL, NULL
2505	circumsonor	verb	circumsonor, circumsonare, NULL
2506	circumsonus	adj	circumsonus, circumsona, NULL
2507	circumspectio	noun	circumspectio, f indecl.
2508	circumspecto	verb	circumspecto, circumspectare, NULL, NULL
2509	circumspectus		circumspectus indecl.
2510	circumspectus	noun	circumspectus, circumspectus, m
2511	circumspicio	verb	circumspicio, circumspicere, circumspexi, circumspectus
2512	circumstat	verb	circumstat, circumstare, NULL, NULL
2513	circumstrepo		circumstrepo indecl.
2514	circumtero		circumtero indecl.
2515	circumtextus	adj	circumtextus, NULL, circumtextum
2516	NULL	verb	NULL, NULL, NULL, NULL
2517	NULL	verb	NULL, NULL, NULL, NULL
2518	circumvagus	adj	circumvagus, NULL, NULL
2519	NULL	verb	NULL, circumvallare, NULL, NULL
2520	circumvectio	noun	circumvectio, circumvectionis, f
2521	circumvector		circumvector indecl.
2522	circumveho	verb	circumveho, NULL, NULL, circumuectus
2523	NULL	verb	NULL, NULL, NULL, NULL
2524	circumvenio	verb	circumvenio, circumvenire, circumveni, circumuentus
2525	NULL	verb	NULL, NULL, NULL, NULL
2526	circumvestit	verb	circumvestit, NULL, NULL, NULL
2527	NULL	verb	NULL, NULL, NULL, NULL
2528	circumuolat	verb	circumuolat, NULL, NULL, NULL
2529	circumvolvit	verb	circumvolvit, NULL, NULL, NULL
2530	circus	noun	circus, circi, m
2531	ciris	noun	ciris, cirin, f
2532	cirrus	noun	cirrus, cirri, m
2533	cis	adpostion	cis indecl.
2534	Cisalpinus	adj	Cisalpinus, cisalpina, NULL
2535	cisium	noun	cisium, n indecl.
2536	Cisrhenanus	adj	Cisrhenanus, NULL, NULL
2537	cista	noun	cista, cistae, f
2538	cistella	noun	cistella, f indecl.
2539	cisterna	noun	cisterna, cisternae, f
2540	cistophorus	noun	cistophorus, cistophori, m
2541	citatus	adj	citatus, citata, citatum
2542	citerior		citerior indecl.
2543	cithara	noun	cithara, citharae, f
2544	citharista	noun	citharista, m indecl.
2545	citharistria	noun	citharistria, f indecl.
