	FPP	POS	Dictionary Entry
1193	chironomon	noun	chironomon, NULL, m
1194	chirurgia	noun	chirurgia, chirurgiae, f
1195	chlamys	noun	chlamys, chlamydis, f
1196	choragium	noun	choragium, choragi, n
1197	choraules	noun	choraules, choraulae, m
1198	chorda	noun	chorda, chordae, f
1199	chorea	noun	chorea, choreae, f
1200	choreus	noun	choreus, chorei, m
1201	chorus	noun	chorus, chori, m
1202	chromis	noun	chromis, chromin, m
1203	chrysolithos	noun	chrysolithos, chrysolithi, m
1204	chrysophrys	noun	chrysophrys, NULL, f
1205	cibaria	noun	cibaria, NULL, n
1206	ciborium	noun	ciborium, NULL, n
1207	cibus	noun	cibus, cibi, m
1208	cicada	noun	cicada, cicadae, f
1209	cicatrix	noun	cicatrix, cicatricis, f
1210	cicer	noun	cicer, ciceris, n
1211	ciconia	noun	ciconia, ciconiae, f
1212	cicuta	noun	cicuta, cicutae, f
1213	cidaris	noun	cidaris, cidaris, f
1214	cieo	noun	cieo, NULL, n
1215	cilicium	noun	cilicium, cilici, n
1216	cimex	noun	cimex, NULL, m
1217	cinaedus	noun	cinaedus, cinaedi, m
1218	cincinnus	noun	cincinnus, cincinni, m
1219	cinctus	noun	cinctus, cinctus, m
1220	cinerarius	noun	cinerarius, NULL, m
1221	cingo	noun	cingo, NULL, n
1222	cingula	noun	cingula, NULL, f
1223	ciniflo	noun	ciniflo, NULL, m
1224	cinis	noun	cinis, cineris, m
1225	cippus	noun	cippus, cippi, m
1226	circamoerium	noun	circamoerium, NULL, n
1227	Circe	noun	Circe, circae, f
1228	circino	noun	circino, NULL, n
1229	circuitus	noun	circuitus, circuitus, m
1230	circulator	noun	circulator, NULL, m
1231	circulus	noun	circulus, circuli, m
1232	circumago	noun	circumago, NULL, n
1233	circumcido	noun	circumcido, NULL, n
1234	circumcludo	noun	circumcludo, NULL, n
1235	circumdo	noun	circumdo, NULL, n
1236	circumduco	noun	circumduco, NULL, n
1237	circumeo	noun	circumeo, NULL, n
1238	circumfero	noun	circumfero, NULL, n
1239	circumflecto	noun	circumflecto, NULL, n
1240	circumfundo	noun	circumfundo, NULL, n
1241	circumligo	noun	circumligo, NULL, n
1242	circumluvio	noun	circumluvio, NULL, f
1243	circummunitio	noun	circummunitio, NULL, f
1244	circumplector	noun	circumplector, NULL, n
1245	circumplico	noun	circumplico, NULL, n
1246	circumpono	noun	circumpono, NULL, n
1247	circumpotatio	noun	circumpotatio, NULL, f
1248	circumsaepio	noun	circumsaepio, NULL, n
1249	circumscribo	noun	circumscribo, NULL, n
1250	circumscriptio	noun	circumscriptio, circumscriptionis, f
1251	circumscriptor	noun	circumscriptor, NULL, m
1252	circumsedeo	noun	circumsedeo, NULL, n
1253	circumsessio	noun	circumsessio, circumsessionis, f
1254	circumspectio	noun	circumspectio, NULL, f
1255	circumspectus	noun	circumspectus, circumspectus, m
1256	circumspicio	noun	circumspicio, NULL, n
1257	circumvallo	noun	circumvallo, NULL, n
1258	circumvectio	noun	circumvectio, circumvectionis, f
1259	circumvenio	noun	circumvenio, NULL, n
1260	circus	noun	circus, circi, m
1261	ciris	noun	ciris, cirin, f
1262	cirrus	noun	cirrus, cirri, m
1263	cisium	noun	cisium, NULL, n
1264	cista	noun	cista, cistae, f
1265	cistella	noun	cistella, NULL, f
1266	cisterna	noun	cisterna, cisternae, f
1267	cistophorus	noun	cistophorus, cistophori, m
1268	cithara	noun	cithara, citharae, f
1269	citharista	noun	citharista, NULL, m
1270	citharistria	noun	citharistria, NULL, f
1271	citharoedus	noun	citharoedus, citharoedi, m
1272	cito	noun	cito, NULL, n
1273	civis	noun	civis, civis, m
1274	civitas	noun	civitas, civitatis, f
1275	clades	noun	clades, cladis, f
1276	clamator	noun	clamator, NULL, m
1277	clamito	noun	clamito, NULL, n
1278	clamo	noun	clamo, NULL, n
1279	clamor	noun	clamor, clamoris, m
1280	clangor	noun	clangor, clangoris, m
1281	clarigatio	noun	clarigatio, NULL, f
1282	claritas	noun	claritas, claritatis, f
1283	claritudo	noun	claritudo, claritudinis, f
1284	clarus	noun	clarus, clari, m
1285	classiarius	noun	classiarius, classiarii, m
1286	classicula	noun	classicula, NULL, f
1287	classicum	noun	classicum, classici, n
1288	classicus	noun	classicus, classici, m
1289	classis	noun	classis, classis, f
1290	clatra	noun	clatra, NULL, n
1291	claudicatio	noun	claudicatio, NULL, f
1292	claudo	noun	claudo, NULL, n
1293	claudo	noun	claudo, NULL, n
1294	claudus	noun	claudus, claudi, m
1295	claustra	noun	claustra, NULL, n
1296	clausula	noun	clausula, clausulae, f
1297	clausum	noun	clausum, clausi, n
1298	clava	noun	clava, clavae, f
1299	clavarium	noun	clavarium, NULL, n
1300	clavicula	noun	clavicula, claviculae, f
1301	clavis	noun	clavis, clavis, f
1302	clavus	noun	clavus, claui, m
1303	clementia	noun	clementia, clementiae, f
1304	clepsydra	noun	clepsydra, clepsydrae, f
1305	cliens	noun	cliens, clientis, m
1306	clienta	noun	clienta, clientae, f
1307	clientela	noun	clientela, clientelae, f
1308	clientulus	noun	clientulus, NULL, m
1309	Clio	noun	Clio, cliusque, f
1310	clipeatus	noun	clipeatus, clipeati, m
1311	clipeus	noun	clipeus, clipei, m
1312	clitellae	noun	clitellae, NULL, f
1313	clivus	noun	clivus, cliui, m
1314	cloaca	noun	cloaca, cloacae, f
1315	Cluacina	noun	Cluacina, cloacinae, f
1316	clunis	noun	clunis, clunis, m
1317	coacervatio	noun	coacervatio, NULL, f
1318	coacervo	noun	coacervo, NULL, n
1319	coactor	noun	coactor, NULL, m
1320	coactus	noun	coactus, coactus, m
1321	coagmentatio	noun	coagmentatio, NULL, f
1322	coagmento	noun	coagmento, NULL, n
1323	coagmentum	noun	coagmentum, NULL, n
1324	coagulum	noun	coagulum, coaguli, n
1325	coangusto	noun	coangusto, NULL, n
1326	coartatio	noun	coartatio, NULL, f
1327	coarto	noun	coarto, NULL, n
1328	coccum	noun	coccum, cocci, n
1329	coclea	noun	coclea, cocleae, f
1330	Cocles	noun	Cocles, coclitis, m
1331	Cocytus	noun	Cocytus, cocyti, m
1332	codicilli	noun	codicilli, NULL, m
1333	coemo	noun	coemo, NULL, n
1334	coemptio	noun	coemptio, coemptionis, f
1335	coeo	noun	coeo, NULL, n
1336	coepio	noun	coepio, NULL, n
1337	coeptum	noun	coeptum, coepti, n
1338	coeptus	noun	coeptus, coeptus, m
1339	coerceo	noun	coerceo, NULL, n
1340	coercitio	noun	coercitio, NULL, f
1341	cogitatio	noun	cogitatio, cogitationis, f
1342	cogitatum	noun	cogitatum, cogitati, n
1343	cogito	noun	cogito, NULL, n
1344	cognata	noun	cognata, cognatae, f
1345	cognatio	noun	cognatio, cognationis, f
1346	cognatus	noun	cognatus, cognati, m
1347	cognatus	noun	cognatus, cognati, m
1348	cognitio	noun	cognitio, cognitionis, f
1349	cognitor	noun	cognitor, cognitoris, m
1350	cognomen	noun	cognomen, cognominis, n
1351	cognomentum	noun	cognomentum, NULL, n
1352	cognosco	noun	cognosco, NULL, n
1353	cogo	noun	cogo, NULL, n
1354	cohaerentia	noun	cohaerentia, NULL, f
1355	coheres	noun	coheres, coheredis, m
1356	cohibeo	noun	cohibeo, NULL, n
1357	cohors	noun	cohors, cohortis, f
1358	cohortatio	noun	cohortatio, cohortationis, f
1359	coinquino	noun	coinquino, NULL, n
1360	coitio	noun	coitio, coitionis, f
1361	colaphus	noun	colaphus, NULL, m
1362	colax	noun	colax, NULL, m
1363	colis	noun	colis, NULL, f
1364	collis	noun	collis, collis, m
1365	colloco	noun	colloco, NULL, n
1366	collum	noun	collum, colli, n
1367	collybus	noun	collybus, NULL, m
1368	collyrium	noun	collyrium, collyrii, n
1369	colo	noun	colo, cultioris, n
1370	colona	noun	colona, colonae, f
1371	colonia	noun	colonia, coloniae, f
1372	colonus	noun	colonus, coloni, m
1373	color	noun	color, coloris, m
1374	coloro	noun	coloro, NULL, n
1375	colossus	noun	colossus, colossi, m
1376	coluber	noun	coluber, colubri, m
1377	colubra	noun	colubra, colubrae, f
1378	colum	noun	colum, coli, n
1379	columba	noun	columba, columbae, f
1380	columbus	noun	columbus, columbi, m
1381	columella	noun	columella, columellae, f
1382	columen	noun	columen, NULL, n
1383	columna	noun	columna, colvmnae, f
1384	columnarium	noun	columnarium, NULL, n
1385	colus	noun	colus, coli, m
1386	colyphia	noun	colyphia, NULL, n
1387	coma	noun	coma, comae, f
1388	combibo	noun	combibo, NULL, m
1389	comburo	noun	comburo, NULL, n
1390	comes	noun	comes, comitis, m
1391	cometes	noun	cometes, cometae, m
1392	comicus	noun	comicus, comici, m
1393	cominus	noun	cominus, comini, m
1394	comissatio	noun	comissatio, comissationis, f
1395	comissator	noun	comissator, NULL, m
1396	comissor	noun	comissor, NULL, n
1397	comitas	noun	comitas, comitatis, f
1398	comitatus	noun	comitatus, comitatus, m
1399	comitialis	noun	comitialis, comitialis, m
1400	comitiatus	noun	comitiatus, NULL, m
1401	comitium	noun	comitium, comiti, n
1402	comito	noun	comito, NULL, n
1403	comitor	noun	comitor, NULL, n
1404	commanipularis	noun	commanipularis, NULL, m
1405	commeatus	noun	commeatus, commeatus, m
1406	commemoratio	noun	commemoratio, commemorationis, f
1407	commemoro	noun	commemoro, NULL, n
1408	commendatio	noun	commendatio, commendationis, f
1409	commendatrix	noun	commendatrix, NULL, f
1410	commendo	noun	commendo, commendatioris, n
1411	commentariolum	noun	commentariolum, NULL, n
1412	commentarius	noun	commentarius, commentari, m
1413	commentatio	noun	commentatio, NULL, f
1414	commentor	noun	commentor, NULL, n
1415	commentor	noun	commentor, NULL, m
1416	commentum	noun	commentum, commenti, n
1417	commercium	noun	commercium, commerci, n
1418	commereo	noun	commereo, NULL, n
1419	commilitium	noun	commilitium, NULL, n
1420	commilito	noun	commilito, NULL, m
1421	comminatio	noun	comminatio, comminationis, f
1422	comminiscor	noun	comminiscor, NULL, n
1423	comminuo	noun	comminuo, NULL, n
1424	commisceo	noun	commisceo, NULL, n
1425	commiseratio	noun	commiseratio, NULL, f
1426	commissio	noun	commissio, commissionis, f
1427	commissum	noun	commissum, commissi, n
1428	commissura	noun	commissura, commissurae, f
1429	committo	noun	committo, NULL, m
1430	commoditas	noun	commoditas, commoditatis, f
1431	commodum	noun	commodum, commodi, n
1432	commodum	noun	commodum, commodi, n
1433	commoratio	noun	commoratio, commorationis, f
1434	commoror	noun	commoror, NULL, n
1435	commotio	noun	commotio, commotionis, f
1436	commotiuncula	noun	commotiuncula, NULL, f
1437	commoveo	noun	commoveo, NULL, n
1438	commune	noun	commune, communis, n
1439	communicatio	noun	communicatio, communicationis, f
1440	communico	noun	communico, NULL, n
1441	communio	noun	communio, NULL, n
1442	communio	noun	communio, communionis, f
1443	communitas	noun	communitas, communitatis, f
1444	communitio	noun	communitio, NULL, f
1445	commutatio	noun	commutatio, NULL, f
1446	commuto	noun	commuto, NULL, n
1447	como	noun	como, NULL, n
1448	comoedia	noun	comoedia, comoediai, f
1449	comoedus	noun	comoedus, comoedi, m
1450	compactio	noun	compactio, NULL, f
1451	compactum	noun	compactum, NULL, n
1452	compages	noun	compages, compagis, f
1453	compago	noun	compago, compaginis, f
1454	comparatio	noun	comparatio, comparationis, f
1455	comparatio	noun	comparatio, comparationis, f
1456	comparo	noun	comparo, NULL, n
1457	comparo	noun	comparo, NULL, n
1458	compellatio	noun	compellatio, NULL, f
1459	compello	noun	compello, NULL, n
1460	compendium	noun	compendium, compendi, n
1461	compensatio	noun	compensatio, NULL, f
1462	comperendinatus	noun	comperendinatus, comperendinatus, m
1463	comperendino	noun	comperendino, NULL, n
1464	comperio	noun	comperio, NULL, n
1465	compes	noun	compes, compedis, m
1466	competitor	noun	competitor, competitoris, m
1467	competitrix	noun	competitrix, NULL, f
1468	compilatio	noun	compilatio, NULL, f
1469	compingo	noun	compingo, NULL, n
1470	compitum	noun	compitum, NULL, n
1471	complector	noun	complector, NULL, n
1472	complementum	noun	complementum, NULL, n
1473	compleo	noun	compleo, NULL, n
1474	complexio	noun	complexio, NULL, f
1475	complexus	noun	complexus, complexus, m
1476	comploratio	noun	comploratio, NULL, f
1477	comploratus	noun	comploratus, comploratus, m
1478	comploro	noun	comploro, NULL, n
1479	complures	noun	complures, NULL, m
1480	compono	noun	compono, compositissimae, n
1481	compos	noun	compos, compotis, -
1482	compositio	noun	compositio, compositionis, f
1483	compositor	noun	compositor, NULL, m
1484	compositum	noun	compositum, conpositi, n
1485	compotatio	noun	compotatio, NULL, f
1486	compotor	noun	compotor, NULL, n
1487	compotrix	noun	compotrix, NULL, f
1488	compransor	noun	compransor, NULL, m
1489	comprecatio	noun	comprecatio, NULL, f
1490	comprehendo	noun	comprehendo, NULL, n
1491	comprehensio	noun	comprehensio, NULL, f
1492	compressio	noun	compressio, NULL, f
1493	compressus	noun	compressus, compressus, m
1494	comprimo	noun	comprimo, compressioris, n
1495	comprobatio	noun	comprobatio, NULL, f
1496	comprobator	noun	comprobator, NULL, m
1497	comprobo	noun	comprobo, NULL, n
1498	compromissum	noun	compromissum, NULL, n
1499	compromitto	noun	compromitto, NULL, n
1500	conamen	noun	conamen, NULL, n
1501	conata	noun	conata, NULL, n
1502	conatus	noun	conatus, conatus, m
1503	conatus	noun	conatus, conatus, m
1504	concaedes	noun	concaedes, NULL, m
1505	concedo	noun	concedo, NULL, n
1506	concenatio	noun	concenatio, NULL, f
1507	concentio	noun	concentio, NULL, f
1508	concentus	noun	concentus, concentus, m
1509	conceptio	noun	conceptio, conceptionis, f
1510	conceptus	noun	conceptus, conceptus, m
1511	concertatio	noun	concertatio, concertationis, f
1512	concertator	noun	concertator, NULL, m
1513	concessio	noun	concessio, concessionis, f
1514	concessus	noun	concessus, concessus, m
1515	concha	noun	concha, conchae, f
1516	conchis	noun	conchis, conchis, f
1517	conchylium	noun	conchylium, conchyli, n
1518	concido	noun	concido, NULL, m
1519	concieo	noun	concieo, NULL, n
1520	conciliabulum	noun	conciliabulum, NULL, n
1521	conciliatio	noun	conciliatio, conciliationis, f
1522	conciliator	noun	conciliator, NULL, m
1523	conciliatricula	noun	conciliatricula, NULL, f
1524	conciliatrix	noun	conciliatrix, NULL, f
1525	concilio	noun	concilio, NULL, n
1526	concilium	noun	concilium, concilii, n
1527	concipio	noun	concipio, NULL, n
1528	concisio	noun	concisio, concisionis, f
1529	concitatio	noun	concitatio, NULL, f
1530	concitator	noun	concitator, NULL, m
1531	concito	noun	concito, NULL, n
1532	concitor	noun	concitor, NULL, m
1533	conclamatio	noun	conclamatio, NULL, f
1534	conclamo	noun	conclamo, conclamatissimae, n
1535	conclave	noun	conclave, conclavis, n
1536	concludo	noun	concludo, NULL, n
1537	conclusio	noun	conclusio, conclusionis, f
1538	conclusiuncula	noun	conclusiuncula, conclusiunculae, f
1539	conclusum	noun	conclusum, conclusi, n
1540	concoquo	noun	concoquo, NULL, n
1541	concordia	noun	concordia, concordiae, f
1542	concordo	noun	concordo, NULL, n
1543	concredo	noun	concredo, NULL, n
1544	concremo	noun	concremo, NULL, n
1545	concretio	noun	concretio, concretionis, f
1546	concretum	noun	concretum, concreti, n
1547	concubina	noun	concubina, concubinae, f
1548	concubinus	noun	concubinus, NULL, m
1549	concubitus	noun	concubitus, concubitus, m
1550	conculco	noun	conculco, NULL, n
1551	concumbo	noun	concumbo, NULL, n
1552	concurro	noun	concurro, NULL, n
1553	concursatio	noun	concursatio, NULL, f
1554	concursator	noun	concursator, NULL, m
1555	concursio	noun	concursio, NULL, f
1556	concurso	noun	concurso, NULL, n
1557	concursus	noun	concursus, concursus, m
1558	concutio	noun	concutio, NULL, n
1559	condemnatio	noun	condemnatio, condemnationis, f
1560	condemnator	noun	condemnator, NULL, m
1561	condemno	noun	condemno, NULL, n
1562	condicio	noun	condicio, condicionis, f
1563	condico	noun	condico, NULL, n
1564	condimentum	noun	condimentum, condimenti, n
1565	condio	noun	condio, NULL, n
1566	condiscipulatus	noun	condiscipulatus, condiscipulatus, m
1567	condiscipulus	noun	condiscipulus, condiscipuli, m
1568	conditio	noun	conditio, conditionis, f
1569	conditor	noun	conditor, conditoris, m
1570	conditor	noun	conditor, conditoris, m
1571	condo	noun	condo, NULL, n
1572	condonatio	noun	condonatio, NULL, f
1573	condono	noun	condono, NULL, n
1574	conduco	noun	conduco, NULL, n
1575	conductio	noun	conductio, NULL, f
1576	conductor	noun	conductor, conductoris, m
1577	conductum	noun	conductum, conducti, n
1578	conecto	noun	conecto, NULL, n
1579	conexum	noun	conexum, conexi, n
1580	confabulor	noun	confabulor, NULL, n
1581	confectio	noun	confectio, NULL, f
1582	confector	noun	confector, NULL, m
1583	confercio	noun	confercio, confertissimi, n
1584	confero	noun	confero, NULL, n
1585	confessio	noun	confessio, confessionis, f
1586	conficio	noun	conficio, NULL, n
1587	confictio	noun	confictio, confictionis, f
1588	confido	noun	confido, NULL, n
1589	configo	noun	configo, NULL, n
1590	confingo	noun	confingo, NULL, n
1591	confinis	noun	confinis, confinis, m
1592	confinium	noun	confinium, NULL, n
1593	confirmatio	noun	confirmatio, NULL, f
1594	confirmator	noun	confirmator, NULL, m
1595	confirmo	noun	confirmo, NULL, n
1596	confisio	noun	confisio, NULL, f
1597	confiteor	noun	confiteor, NULL, n
1598	conflagro	noun	conflagro, NULL, n
1599	conflictio	noun	conflictio, NULL, f
1600	conflicto	noun	conflicto, NULL, n
1601	conflictus	noun	conflictus, conflictus, m
1602	confligo	noun	confligo, NULL, n
1603	conflo	noun	conflo, NULL, n
1604	confodio	noun	confodio, NULL, m
1605	conformatio	noun	conformatio, NULL, f
1606	conformo	noun	conformo, NULL, n
1607	confringo	noun	confringo, NULL, n
1608	confugium	noun	confugium, confugi, n
1609	confundo	noun	confundo, NULL, n
1610	confusio	noun	confusio, confusionis, f
1611	congelo	noun	congelo, NULL, n
1612	congero	noun	congero, NULL, n
1613	congestus	noun	congestus, congestus, m
1614	congiarium	noun	congiarium, congiari, n
1615	congius	noun	congius, congii, m
1616	conglobatio	noun	conglobatio, NULL, f
1617	conglobo	noun	conglobo, NULL, n
1618	conglutinatio	noun	conglutinatio, NULL, f
1619	congratulor	noun	congratulor, NULL, n
1620	congredior	noun	congredior, NULL, n
1621	congregatio	noun	congregatio, congregationis, f
1622	congressio	noun	congressio, NULL, f
1623	congressus	noun	congressus, congressus, m
1624	conicio	noun	conicio, NULL, n
1625	connecto	noun	connecto, NULL, n
1626	conor	noun	conor, NULL, n
1627	conquaero	noun	conquaero, NULL, n
1628	conquassatio	noun	conquassatio, NULL, f
1629	conquasso	noun	conquasso, NULL, n
1630	conqueror	noun	conqueror, NULL, n
1631	conquestio	noun	conquestio, NULL, f
1632	conquestus	noun	conquestus, conquestus, m
1633	conquiro	noun	conquiro, NULL, n
1634	conquisitio	noun	conquisitio, NULL, f
1635	conquisitor	noun	conquisitor, NULL, m
1636	consaeptus	noun	consaeptus, consaeptus, m
1637	consalutatio	noun	consalutatio, NULL, f
1638	consaluto	noun	consaluto, NULL, n
1639	consanguineus	noun	consanguineus, consanguinei, m
1640	consanguinitas	noun	consanguinitas, consanguinitatis, f
1641	consceleratus	noun	consceleratus, conscelerati, m
1642	conscelero	noun	conscelero, consceleratissimi, n
1643	conscensio	noun	conscensio, NULL, f
1644	conscientia	noun	conscientia, conscientiae, f
1645	conscius	noun	conscius, consci, m
1646	conscribo	noun	conscribo, NULL, n
1647	conscriptio	noun	conscriptio, NULL, f
1648	conscriptus	noun	conscriptus, conscripti, m
1649	conseco	noun	conseco, NULL, n
1650	consecratio	noun	consecratio, consecrationis, f
1651	consecro	noun	consecro, NULL, n
1652	consectatio	noun	consectatio, NULL, f
1653	consectatrix	noun	consectatrix, NULL, f
1654	consectio	noun	consectio, consectionis, f
1655	consecutio	noun	consecutio, consecutionis, f
1656	consensio	noun	consensio, consensionis, f
1657	consensus	noun	consensus, consensi, m
1658	consentio	noun	consentio, NULL, n
1659	consequens	noun	consequens, consequentis, n
1660	consequentia	noun	consequentia, NULL, f
1661	consero	noun	consero, NULL, n
1662	consero	noun	consero, NULL, n
1663	conserva	noun	conserva, conservae, f
1664	conservatio	noun	conservatio, NULL, f
1665	conservator	noun	conservator, conservatoris, m
1666	conservo	noun	conservo, NULL, n
1667	conservus	noun	conservus, conserui, m
1668	consessor	noun	consessor, NULL, m
1669	consessus	noun	consessus, consessus, m
1670	consideratio	noun	consideratio, NULL, f
1671	considero	noun	considero, NULL, n
1672	consido	noun	consido, NULL, n
1673	consigno	noun	consigno, NULL, n
1674	consiliarius	noun	consiliarius, consiliari, m
1675	consiliator	noun	consiliator, NULL, m
1676	consilium	noun	consilium, consili, n
1677	consitio	noun	consitio, NULL, f
1678	consitor	noun	consitor, NULL, m
1679	consitura	noun	consitura, NULL, f
1680	consobrinus	noun	consobrinus, consobrini, m
1681	consociatio	noun	consociatio, NULL, f
1682	consocio	noun	consocio, NULL, f
1683	consolatio	noun	consolatio, consolationis, f
1684	consolator	noun	consolator, NULL, m
1685	consopio	noun	consopio, NULL, n
1686	consors	noun	consors, consortis, n
1687	consortio	noun	consortio, NULL, f
1688	consortium	noun	consortium, consorti, n
1689	conspectus	noun	conspectus, conspectus, m
1690	conspergo	noun	conspergo, NULL, n
1691	conspicio	noun	conspicio, NULL, n
1692	conspicor	noun	conspicor, NULL, n
1693	conspiratio	noun	conspiratio, conspirationis, f
1694	conspiro	noun	conspiro, NULL, n
1695	consponsor	noun	consponsor, NULL, m
1696	constantia	noun	constantia, constantiae, f
1697	constantius	noun	constantius, constanti, m
1698	consternatio	noun	consternatio, consternationis, f
1699	consterno	noun	consterno, NULL, n
1700	consterno	noun	consterno, NULL, n
1701	constituo	noun	constituo, NULL, n
1702	constitutio	noun	constitutio, constitutionis, f
1703	constitutum	noun	constitutum, constituti, n
1704	constringo	noun	constringo, NULL, n
1705	constructio	noun	constructio, NULL, f
1706	construo	noun	construo, NULL, n
1707	constuprator	noun	constuprator, NULL, m
1708	constupro	noun	constupro, NULL, n
1709	Consualia	noun	Consualia, NULL, n
1710	consuasor	noun	consuasor, NULL, m
1711	consuetudo	noun	consuetudo, consuetudinis, f
1712	consul	noun	consul, consulis, m
1713	consularis	noun	consularis, consularis, m
1714	consulatus	noun	consulatus, consvlatvs, m
1715	consulo	noun	consulo, NULL, n
1716	consultatio	noun	consultatio, consultationis, f
1717	consulto	noun	consulto, NULL, n
1718	consultor	noun	consultor, NULL, m
1719	consultrix	noun	consultrix, NULL, f
1720	consultum	noun	consultum, consvlti, n
1721	consultus	noun	consultus, consvlti, m
1722	consummo	noun	consummo, NULL, n
1723	consumo	noun	consumo, NULL, n
1724	consumptio	noun	consumptio, NULL, f
1725	consumptor	noun	consumptor, consumptoris, m
1726	consurgo	noun	consurgo, NULL, n
1727	consurrectio	noun	consurrectio, NULL, f
1728	Consus	noun	Consus, consi, m
1729	contabulatio	noun	contabulatio, contabulationis, f
1730	contactus	noun	contactus, contactus, m
1731	contagio	noun	contagio, contagionis, f
1732	contagium	noun	contagium, NULL, n
1733	contamino	noun	contamino, NULL, n
1734	contego	noun	contego, NULL, n
1735	contemno	noun	contemno, contemptissimi, n
1736	contemplatio	noun	contemplatio, contemplationis, f
1737	contemplator	noun	contemplator, NULL, m
1738	contemplatus	noun	contemplatus, contemplatus, m
1739	contemplor	noun	contemplor, NULL, n
1740	contemptio	noun	contemptio, contemptionis, f
1741	contemptor	noun	contemptor, contemptoris, m
1742	contemptrix	noun	contemptrix, NULL, f
1743	contemptus	noun	contemptus, contemptus, m
1744	contendo	noun	contendo, NULL, n
1745	contentio	noun	contentio, contentionis, f
1746	conterminus	noun	conterminus, contermini, m
1747	contero	noun	contero, NULL, n
1748	contexo	noun	contexo, NULL, n
1749	contextus	noun	contextus, contextus, m
1750	contignatio	noun	contignatio, contignationis, f
1751	contigno	noun	contigno, NULL, n
1752	continens	noun	continens, continentis, n
1753	continens	noun	continens, continentis, n
1754	continentia	noun	continentia, continentiae, n
1755	contineo	noun	contineo, NULL, n
1756	contingo	noun	contingo, NULL, n
1757	continuatio	noun	continuatio, continuationis, f
1758	continuo	noun	continuo, NULL, n
1759	continuus	noun	continuus, continui, m
1760	contio	noun	contio, concionis, f
1761	contionator	noun	contionator, NULL, m
1762	contionor	noun	contionor, NULL, n
1763	contiuncula	noun	contiuncula, NULL, f
1764	contorqueo	noun	contorqueo, NULL, n
1765	contortio	noun	contortio, NULL, f
1766	contortor	noun	contortor, NULL, m
1767	contra	noun	contra, NULL, f
1768	contractio	noun	contractio, NULL, f
1769	contractiuncula	noun	contractiuncula, NULL, f
1770	contradico	noun	contradico, NULL, n
1771	contraho	noun	contraho, NULL, n
1772	contrarium	noun	contrarium, contrarii, n
1773	contrarius	noun	contrarius, contrarii, m
1774	contrectatio	noun	contrectatio, NULL, f
1775	contristo	noun	contristo, NULL, n
1776	controversia	noun	controversia, controversiae, f
1777	contubernalis	noun	contubernalis, contubernalis, m
1778	contubernium	noun	contubernium, contuberni, n
1779	contueor	noun	contueor, NULL, n
1780	contumacia	noun	contumacia, contumaciae, f
1781	contumelia	noun	contumelia, contumeliae, f
1782	contundo	noun	contundo, NULL, n
1783	conturbatio	noun	conturbatio, NULL, f
1784	conturbo	noun	conturbo, NULL, n
1785	contus	noun	contus, conti, m
1786	conubium	noun	conubium, conubii, n
1787	conus	noun	conus, coni, m
1788	convallis	noun	convallis, convallis, f
1789	convector	noun	convector, NULL, m
1790	conveho	noun	conveho, NULL, n
1791	convenae	noun	convenae, NULL, f
1792	convenientia	noun	convenientia, convenientiae, f
1793	convenio	noun	convenio, NULL, n
1794	conventiculum	noun	conventiculum, NULL, n
1795	conventio	noun	conventio, conventionis, f
1796	conventus	noun	conventus, conventus, m
1797	converro	noun	converro, NULL, n
1798	conversatio	noun	conversatio, conuersationis, f
1799	conversio	noun	conversio, conuersionis, f
1800	converto	noun	converto, NULL, n
1801	conviciator	noun	conviciator, conviciatoris, m
1802	convicium	noun	convicium, NULL, n
1803	convictio	noun	convictio, NULL, f
1804	convictor	noun	convictor, NULL, m
1805	convictus	noun	convictus, convictus, m
1806	convinco	noun	convinco, NULL, n
1807	conviva	noun	conviva, conuiuae, m
1808	convivator	noun	convivator, convivatoris, m
1809	convivium	noun	convivium, convivi, n
1810	convivor	noun	convivor, NULL, n
1811	convocatio	noun	convocatio, NULL, f
1812	convolnero	noun	convolnero, NULL, n
1813	convulnero	noun	convulnero, NULL, n
1814	cooperio	noun	cooperio, NULL, n
1815	cooptatio	noun	cooptatio, cooptationis, f
1816	coopto	noun	coopto, NULL, n
1817	coorior	noun	coorior, NULL, n
1818	cophinus	noun	cophinus, NULL, m
1819	copia	noun	copia, copiae, f
1820	copula	noun	copula, copulae, f
1821	copulatio	noun	copulatio, copulationis, f
1822	copulo	noun	copulo, NULL, n
1823	coquo	noun	coquo, NULL, n
1824	coquus	noun	coquus, coci, m
1825	cor	noun	cor, cordis, n
1826	corbis	noun	corbis, corbis, m
1827	corbita	noun	corbita, corbitae, f
1828	cordax	noun	cordax, NULL, m
1829	Corinthus	noun	Corinthus, corinthi, f
1830	corium	noun	corium, cori, n
1831	cornicula	noun	cornicula, corniculae, f
1832	corniculum	noun	corniculum, NULL, n
1833	cornipes	noun	cornipes, NULL, m
1834	cornix	noun	cornix, cornicis, f
1835	cornu	noun	cornu, cornus, n
1836	cornum	noun	cornum, corni, n
1837	cornum	noun	cornum, corni, n
1838	cornus	noun	cornus, corni, f
1839	corolla	noun	corolla, corollae, f
1840	corollarium	noun	corollarium, corollarii, n
1841	corona	noun	corona, coronae, f
1842	coronarius	noun	coronarius, coronari, m
1843	corono	noun	corono, NULL, n
1844	corporatus	noun	corporatus, NULL, m
1845	corpus	noun	corpus, corporis, n
1846	corpusculum	noun	corpusculum, NULL, n
