	Cases	Singular	Dual	Plural
0	Nominative	γονος	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
1	Genitive	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
2	Dative	γονω	ERROR: Nothing found with those parameters	γονοισιν
3	Accusative	γονον	ERROR: Nothing found with those parameters	γονους
4	Vocative	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
