	Cases	Singular	Dual	Plural
0	Nominative	αρπακτηρ	ERROR: Nothing found with those parameters	αρπακτηρες
1	Genitive	αρπακτειρα	ERROR: Nothing found with those parameters	αρπακτηρες
2	Dative	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
3	Accusative	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
4	Vocative	αρπακτειρα	ERROR: Nothing found with those parameters	αρπακτηρες
