	Cases	Singular	Dual	Plural
0	Nominative	γραπτυς	ERROR: Nothing found with those parameters	γραπτυς
1	Genitive	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	γραπτυς
2	Dative	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
3	Accusative	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	γραπτυς
4	Vocative	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	γραπτυς
