	Cases	Singular	Dual	Plural
0	Nominative	αμφιβληστρον	ERROR: Nothing found with those parameters	αμφιβληστρ
1	Genitive	αμφιβληστρον	ERROR: Nothing found with those parameters	αμφιβληστρ
2	Dative	αμφιβληστρω	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
3	Accusative	αμφιβληστρον	ERROR: Nothing found with those parameters	αμφιβληστρ
4	Vocative	αμφιβληστρον	ERROR: Nothing found with those parameters	αμφιβληστρ
