	Cases	Singular	Dual	Plural
0	Nominative	αμφισβαινα	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
1	Genitive	αμφισβαινα	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
2	Dative	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
3	Accusative	αμφισβαιναν	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
4	Vocative	αμφισβαινα	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
