	Cases	Singular	Dual	Plural
0	Nominative	θριψ	ERROR: Nothing found with those parameters	θριπες
1	Genitive	θριψ	ERROR: Nothing found with those parameters	θριπες
2	Dative	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
3	Accusative	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	θριπας
4	Vocative	θριψ	ERROR: Nothing found with those parameters	θριπες
