	Cases	Singular	Dual	Plural
0	Nominative	δῐομηδης	ERROR: Nothing found with those parameters	δῐομηδης
1	Genitive	διομηδες	ERROR: Nothing found with those parameters	δῐομηδης
2	Dative	διομηδε	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
3	Accusative	διομηδη	ERROR: Nothing found with those parameters	δῐομηδης
4	Vocative	διομηδες	ERROR: Nothing found with those parameters	δῐομηδης
