	Cases	Singular	Dual	Plural
0	Nominative	εκᾰτοντας	ERROR: Nothing found with those parameters	εκατονταδες
1	Genitive	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	εκατονταδες
2	Dative	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
3	Accusative	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	εκατονταδας
4	Vocative	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	εκατονταδες
