	Cases	Singular	Dual	Plural
0	Nominative	θῡμαλωψ	ERROR: Nothing found with those parameters	θυμαλωπες
1	Genitive	θῡμαλωψ	ERROR: Nothing found with those parameters	θυμαλωπες
2	Dative	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
3	Accusative	θυμαλωπα	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
4	Vocative	θῡμαλωψ	ERROR: Nothing found with those parameters	θυμαλωπες
