	Cases	Singular	Dual	Plural
0	Nominative	αλιβας	ERROR: Nothing found with those parameters	αλιβαντες
1	Genitive	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	αλιβαντες
2	Dative	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
3	Accusative	αλιβαντα	ERROR: Nothing found with those parameters	αλιβαντας
4	Vocative	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	αλιβαντες
