	Cases	Singular	Dual	Plural
0	Nominative	επινομη	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
1	Genitive	επινομη	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
2	Dative	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
3	Accusative	επινομην	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
4	Vocative	επινομη	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
