,Workgroup,Work,Language,Words,URN,URL
742,Libanius,Oratio 26,"lat,grc,deu",4267,urn:cts:greekLit:tlg2200.tlg00426.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00426.opp-grc1:1-6/
743,Libanius,Oratio 27,"lat,grc,deu",5599,urn:cts:greekLit:tlg2200.tlg00427.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00427.opp-grc1:1-7/
744,Libanius,Oratio 28,"lat,grc,deu",3162,urn:cts:greekLit:tlg2200.tlg00428.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00428.opp-grc1:1-7/
745,Libanius,Oratio 29,"lat,grc,deu",4624,urn:cts:greekLit:tlg2200.tlg00429.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00429.opp-grc1:1-7/
746,Libanius,Oratio 30,"lat,grc,deu",8797,urn:cts:greekLit:tlg2200.tlg00430.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00430.opp-grc1:1-8/
747,Libanius,Oratio 31,"lat,grc,deu",6172,urn:cts:greekLit:tlg2200.tlg00431.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00431.opp-grc1:1-11/
748,Libanius,Oratio 32,"lat,grc,deu",3409,urn:cts:greekLit:tlg2200.tlg00432.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00432.opp-grc1:1-6/
749,Libanius,Oratio 33,"lat,grc,deu",6105,urn:cts:greekLit:tlg2200.tlg00433.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00433.opp-grc1:1-5/
750,Libanius,Oratio 34,"lat,grc,deu",4096,urn:cts:greekLit:tlg2200.tlg00434.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00434.opp-grc1:1-7/
751,Libanius,Oratio 35,"lat,grc,deu",3853,urn:cts:greekLit:tlg2200.tlg00435.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00435.opp-grc1:1-7/
752,Libanius,Oratio 36,"lat,grc,deu",2125,urn:cts:greekLit:tlg2200.tlg00436.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00436.opp-grc1:1-6/
753,Libanius,Oratio 37,"lat,grc,deu",2987,urn:cts:greekLit:tlg2200.tlg00437.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00437.opp-grc1:1-6/
754,Libanius,Oratio 38,"lat,grc,deu",2922,urn:cts:greekLit:tlg2200.tlg00438.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00438.opp-grc1:1-9/
755,Libanius,Oratio 39,"lat,grc,deu",2733,urn:cts:greekLit:tlg2200.tlg00439.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00439.opp-grc1:1-6/
756,Libanius,Oratio 40,"lat,grc,deu",3638,urn:cts:greekLit:tlg2200.tlg00440.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00440.opp-grc1:1-8/
757,Libanius,Oratio 41,"lat,grc,deu",2477,urn:cts:greekLit:tlg2200.tlg00441.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00441.opp-grc1:1-7/
758,Libanius,Oratio 42,"lat,deu,grc",6809,urn:cts:greekLit:tlg2200.tlg00442.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00442.opp-grc1:1-6/
759,Libanius,Oratio 43,"lat,grc,deu",3092,urn:cts:greekLit:tlg2200.tlg00443.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00443.opp-grc1:1-7/
760,Libanius,Oratio 44,"lat,grc,deu",659,urn:cts:greekLit:tlg2200.tlg00444.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00444.opp-grc1:1-4/
761,Libanius,Oratio 45,"lat,grc,deu",4768,urn:cts:greekLit:tlg2200.tlg00445.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00445.opp-grc1:1-6/
762,Libanius,Oratio 46,"lat,grc,deu",5869,urn:cts:greekLit:tlg2200.tlg00446.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00446.opp-grc1:1-6/
763,Libanius,Oratio 47,"lat,grc,deu",5159,urn:cts:greekLit:tlg2200.tlg00447.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00447.opp-grc1:1-8/
764,Libanius,Oratio 48,"lat,grc,deu",5695,urn:cts:greekLit:tlg2200.tlg00448.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00448.opp-grc1:1-7/
765,Libanius,Oratio 49,"lat,grc,deu",4369,urn:cts:greekLit:tlg2200.tlg00449.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00449.opp-grc1:1-7/
766,Libanius,Orationes L,"lat,grc,deu",3992,urn:cts:greekLit:tlg2200.tlg00450.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00450.opp-grc1:1-6/
767,Libanius,Oratio 51,"lat,deu,grc",4394,urn:cts:greekLit:tlg2200.tlg00451.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00451.opp-grc1:1-14/
768,Libanius,Oratio 52,"lat,deu,grc",6998,urn:cts:greekLit:tlg2200.tlg00452.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00452.opp-grc1:1-7/
769,Libanius,Oratio 53,"lat,deu,grc",4699,urn:cts:greekLit:tlg2200.tlg00453.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00453.opp-grc1:1-6/
770,Libanius,Oratio 54,"lat,deu,grc",9526,urn:cts:greekLit:tlg2200.tlg00454.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00454.opp-grc1:1-6/
771,Libanius,Oratio 55,"lat,deu,grc",5270,urn:cts:greekLit:tlg2200.tlg00455.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00455.opp-grc1:1-9/
772,Libanius,Oratio 56,"lat,deu,grc",4278,urn:cts:greekLit:tlg2200.tlg00456.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00456.opp-grc1:1-8/
773,Libanius,Oratio 57,"lat,deu,grc",6846,urn:cts:greekLit:tlg2200.tlg00457.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00457.opp-grc1:1-7/
774,Libanius,Oratio 58,"lat,deu,grc",5551,urn:cts:greekLit:tlg2200.tlg00458.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00458.opp-grc1:1-6/
775,Libanius,Oratio 59,"lat,deu,grc",25567,urn:cts:greekLit:tlg2200.tlg00459.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00459.opp-grc1:praef-6/
776,Libanius,Oratio 60,"lat,deu,grc",3515,urn:cts:greekLit:tlg2200.tlg00460.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00460.opp-grc1:1-13/
777,Libanius,Oratio 61,"lat,deu,grc",3977,urn:cts:greekLit:tlg2200.tlg00461.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00461.opp-grc1:1-6/
778,Libanius,Oratio 62,"lat,deu,grc",10879,urn:cts:greekLit:tlg2200.tlg00462.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00462.opp-grc1:1-6/
779,Libanius,Oratio 63,"lat,deu,grc",4554,urn:cts:greekLit:tlg2200.tlg00463.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00463.opp-grc1:1-8/
780,Libanius,Oratio 64,"lat,deu,grc",23470,urn:cts:greekLit:tlg2200.tlg00464.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00464.opp-grc1:1-7/
781,Libanius,Declamatio I,"lat,grc,deu",32216,urn:cts:greekLit:tlg2200.tlg00501.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00501.opp-grc1:1-7/
782,Libanius,Declamatio 2,"lat,deu,grc",5712,urn:cts:greekLit:tlg2200.tlg00502.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00502.opp-grc1:1-6/
783,Libanius,Declamatio 3,"lat,deu,grc",7123,urn:cts:greekLit:tlg2200.tlg00503.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00503.opp-grc1:1.1-1.2/
784,Libanius,Declamatio 4,"lat,deu,grc",18469,urn:cts:greekLit:tlg2200.tlg00504.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00504.opp-grc1:praef-8/
785,Libanius,Declamatio 5,"lat,deu,grc",17868,urn:cts:greekLit:tlg2200.tlg00505.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00505.opp-grc1:1-5/
786,Libanius,Declamatio 6,"deu,lat,grc",12322,urn:cts:greekLit:tlg2200.tlg00506.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00506.opp-grc1:1.1-1.2/
787,Libanius,Declamatio 7,"lat,deu,grc",4182,urn:cts:greekLit:tlg2200.tlg00507.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00507.opp-grc1:praef-9/
788,Libanius,Declamatio 8,"lat,deu,grc",4963,urn:cts:greekLit:tlg2200.tlg00508.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00508.opp-grc1:1-8/
789,Libanius,Declamatio 9,"lat,deu,grc",7281,urn:cts:greekLit:tlg2200.tlg00509.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00509.opp-grc1:1-8/
790,Libanius,Declamatio 10,"lat,deu,grc",6760,urn:cts:greekLit:tlg2200.tlg00510.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00510.opp-grc1:1-8/
791,Libanius,Declamatio 11,"lat,deu,grc",5224,urn:cts:greekLit:tlg2200.tlg00511.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00511.opp-grc1:1-7/
792,Libanius,Declamatio 12,"lat,deu,grc",8745,urn:cts:greekLit:tlg2200.tlg00512.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00512.opp-grc1:1-7/
793,Libanius,Declamatio 13,"lat,deu,grc",12403,urn:cts:greekLit:tlg2200.tlg00513.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00513.opp-grc1:1-8/
794,Libanius,Declamatio 14,"grc,deu,lat",6490,urn:cts:greekLit:tlg2200.tlg00514.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00514.opp-grc1:1-5/
795,Libanius,Declamatio 15,"lat,deu,grc",8273,urn:cts:greekLit:tlg2200.tlg00515.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00515.opp-grc1:1-6/
796,Libanius,Declamatio 16,"lat,deu,grc",10188,urn:cts:greekLit:tlg2200.tlg00516.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00516.opp-grc1:1-9/
797,Libanius,Declamatio 17,"lat,deu,grc",14052,urn:cts:greekLit:tlg2200.tlg00517.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00517.opp-grc1:1-8/
798,Libanius,Declamatio 18,"lat,deu,grc",4956,urn:cts:greekLit:tlg2200.tlg00518.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00518.opp-grc1:1-5/
799,"Libanius,Libanius",Declamatio 19,"lat,deu,grc",6258,urn:cts:greekLit:tlg2200.tlg00519.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00519.opp-grc1:1-8/
800,Libanius,Declamatio 20,"lat,deu,grc",5213,urn:cts:greekLit:tlg2200.tlg00520.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00520.opp-grc1:1-9/
801,Libanius,Declamatio 21,"lat,deu,grc",5923,urn:cts:greekLit:tlg2200.tlg00521.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00521.opp-grc1:1-7/
802,Libanius,Declamatio 22,"lat,deu,grc",7137,urn:cts:greekLit:tlg2200.tlg00522.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00522.opp-grc1:1-7/
803,Libanius,Declamatio 23,"lat,deu,grc",17615,urn:cts:greekLit:tlg2200.tlg00523.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00523.opp-grc1:1-6/
804,Libanius,Declamatio 24,"grc,deu,grc",4949,urn:cts:greekLit:tlg2200.tlg00524.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00524.opp-grc1:1.1-1.2/
805,Libanius,Declamatio 25,"grc,deu,lat",7395,urn:cts:greekLit:tlg2200.tlg00525.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00525.opp-grc1:1.1-1.2/
806,Libanius,Declamatio 26,"grc,deu,lat",10600,urn:cts:greekLit:tlg2200.tlg00526.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00526.opp-grc1:1-5/
807,Libanius,Declamatio 27,"lat,deu,grc",4108,urn:cts:greekLit:tlg2200.tlg00527.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00527.opp-grc1:29-5/
808,Libanius,Declamatio 28,"lat,deu,grc",4940,urn:cts:greekLit:tlg2200.tlg00528.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00528.opp-grc1:1-8/
809,Libanius,Declamatio 29,"lat,deu,grc",5661,urn:cts:greekLit:tlg2200.tlg00529.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00529.opp-grc1:1-6/
810,Libanius,Declamatio 30,"lat,deu,grc",12639,urn:cts:greekLit:tlg2200.tlg00530.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00530.opp-grc1:1-7/
811,Libanius,Declamatio 31,"lat,deu,grc",9929,urn:cts:greekLit:tlg2200.tlg00531.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00531.opp-grc1:1-7/
812,Libanius,Declamatio 32,"lat,deu,grc",9627,urn:cts:greekLit:tlg2200.tlg00532.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00532.opp-grc1:1-8/
813,Libanius,Declamatio 33,"lat,deu,grc",9578,urn:cts:greekLit:tlg2200.tlg00533.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00533.opp-grc1:1-5/
814,Libanius,Declamatio 34,"grc,deu,lat",16463,urn:cts:greekLit:tlg2200.tlg00534.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00534.opp-grc1:1.1-1.2/
815,Libanius,Declamatio 35,"grc,deu,lat",4803,urn:cts:greekLit:tlg2200.tlg00535.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00535.opp-grc1:1-5/
816,Libanius,Declamatio 36,"grc,deu,lat",8213,urn:cts:greekLit:tlg2200.tlg00536.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00536.opp-grc1:1-5/
817,Libanius,Declamatio 37,"lat,deu,grc",5441,urn:cts:greekLit:tlg2200.tlg00537.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00537.opp-grc1:1-10/
818,Libanius,Declamatio 38,"lat,deu,grc",8096,urn:cts:greekLit:tlg2200.tlg00538.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00538.opp-grc1:1-8/
819,Libanius,Declamatio 39,"lat,deu,grc",6338,urn:cts:greekLit:tlg2200.tlg00539.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00539.opp-grc1:1-7/
820,Libanius,Declamatio 40,"lat,deu,grc",12023,urn:cts:greekLit:tlg2200.tlg00540.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00540.opp-grc1:1.1-1.2/
821,Libanius,Declamatio 41,"lat,deu,grc",6728,urn:cts:greekLit:tlg2200.tlg00541.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00541.opp-grc1:1-7/
822,Libanius,Declamatio 42,"lat,deu,grc",9043,urn:cts:greekLit:tlg2200.tlg00542.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00542.opp-grc1:1-7/
823,Libanius,Declamatio 43,"lat,deu,grc",10402,urn:cts:greekLit:tlg2200.tlg00543.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00543.opp-grc1:1.1-1.2/
824,Libanius,Declamatio 44,"lat,deu,grc",12868,urn:cts:greekLit:tlg2200.tlg00544.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00544.opp-grc1:pr-4/
825,Libanius,Declamatio 45,"grc,deu,lat",4745,urn:cts:greekLit:tlg2200.tlg00545.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00545.opp-grc1:1.1-1.2/
826,Libanius,Declamatio 46,"grc,lat,deu",7980,urn:cts:greekLit:tlg2200.tlg00546.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00546.opp-grc1:1.1-1.2/
827,Libanius,Declamatio 47,"lat,deu,grc",7209,urn:cts:greekLit:tlg2200.tlg00547.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00547.opp-grc1:1-9/
828,Libanius,Declamatio 48,"lat,deu,grc",7125,urn:cts:greekLit:tlg2200.tlg00548.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00548.opp-grc1:1-6/
829,Libanius,Declamatio 49,"grc,deu,lat",14568,urn:cts:greekLit:tlg2200.tlg00549.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00549.opp-grc1:1.1-1.2/
830,Libanius,Declamatio 50,"lat,deu,grc",6765,urn:cts:greekLit:tlg2200.tlg00550.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00550.opp-grc1:1-5/
831,Libanius,Declamatio 51,"lat,deu,grc",1724,urn:cts:greekLit:tlg2200.tlg00551.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg00551.opp-grc1:1-5/
832,Libanius,Characteres Epistolici,"lat,deu,grc",6935,urn:cts:greekLit:tlg2200.tlg008.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2200.tlg008.opp-grc1:1-12/
833,Pseudo-Polemon,Physiognomonica (Epitome Adamantiana),"grc,lat",14607,urn:cts:greekLit:tlg2233.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2233.tlg001.1st1K-grc1:1.1/
834,Pseudo-Polemon,Physiognomonica,"grc,lat",1481,urn:cts:greekLit:tlg2233.tlg002.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2233.tlg002.1st1K-grc1:70-74/
835,Chronicon Paschale,Chronicon Paschale,"grc,lat",257221,urn:cts:greekLit:tlg2371.tlg001.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2371.tlg001.opp-grc1:1-2/
836,"Manetho Astrologus, 4th. century CE",Apotelesmatica,"grc,lat",19730,urn:cts:greekLit:tlg2583.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2583.tlg001.1st1K-grc1:2.1.1-2.1.30/
837,Menander,Διαίρεσις τῶν ἐπιδεικτικῶν (olim sub auctore Genethlio),"grc,lat",9021,urn:cts:greekLit:tlg2586.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2586.tlg001.1st1K-grc1:1.1/
838,Menander,Περὶ ἐπιδεικτικῶν,"grc,lat",19433,urn:cts:greekLit:tlg2586.tlg002.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2586.tlg002.1st1K-grc1:1.1-1.2/
839,Annae Comnenae,Alexias,"grc,lat",155219,urn:cts:greekLit:tlg2703.tlg001.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2703.tlg001.opp-grc1:praef.1/
840,Anna Comnena,Alexias,"grc,lat",177572,urn:cts:greekLit:tlg2703.tlg001.opp-grc2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2703.tlg001.opp-grc2:praef.1/
841,Anna Comnena,Alexias,"grc,lat",147155,urn:cts:greekLit:tlg2703.tlg001.opp-lat1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2703.tlg001.opp-lat1:praef.1/
842,"Evagrius, Scholasticus",Historia Ecclesiastica,"grc,lat",55826,urn:cts:greekLit:tlg2733.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2733.tlg001.1st1K-grc1:1.praef/
843,Gelasius,Historia Ecclesiastica,"grc,lat,deu",67713,urn:cts:greekLit:tlg2768.tlg001.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2768.tlg001.opp-grc1:1.praef.1-1.praef.5/
844,Marcus Diaconus,Vita Porphyrii episcopi Gazensis,"grc,lat",27091,urn:cts:greekLit:tlg2806.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2806.tlg001.1st1K-grc1:1.1-1.5/
845,Methodius,Symposium Sive Convivium Decem Virginum,"grc,lat,deu",51418,urn:cts:greekLit:tlg2959.tlg001.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2959.tlg001.opp-grc1:1.1/
846,Methodius,De libero arbitrio,"grc,lat,deu",2978,urn:cts:greekLit:tlg2959.tlg002.opp-ger1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2959.tlg002.opp-ger1:1.1-1.2/
847,Methodius,De Libero Arbitrio,"grc,lat,deu",26938,urn:cts:greekLit:tlg2959.tlg002.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2959.tlg002.opp-grc1:1.1-1.2/
848,Methodius,De Resurrectione,"grc,lat,deu",82920,urn:cts:greekLit:tlg2959.tlg003.opp-ger1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2959.tlg003.opp-ger1:1.1.1-1.1.5/
849,Methodius,De lepra ad Sistelium,"grc,lat,deu",8945,urn:cts:greekLit:tlg2959.tlg004.opp-ger1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2959.tlg004.opp-ger1:1.1-1.2/
850,Methodius,"De Creatis (Fragmenta Ap. Photium, Bibl. Cod. 235)","grc,lat,deu",2294,urn:cts:greekLit:tlg2959.tlg005.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2959.tlg005.opp-grc1:1.1-1.2/
851,Methodius,Adversus Porphyrium (Fragmenta),"grc,lat,deu",1705,urn:cts:greekLit:tlg2959.tlg006.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2959.tlg006.opp-grc1:1.1-1.2/
852,Methodius,Fragmenta In Job (In Catenis),"grc,lat,deu",3145,urn:cts:greekLit:tlg2959.tlg007.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2959.tlg007.opp-grc1:1-5/
853,Methodius,De Martyribus (Fragmenta),"grc,lat,deu",57,urn:cts:greekLit:tlg2959.tlg008.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2959.tlg008.opp-grc1:1-2/
854,Methodius,Fragmenta Incerta [Sp.],"grc,lat,deu",348,urn:cts:greekLit:tlg2959.tlg010.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2959.tlg010.opp-grc1:1-4/
855,Methodius,In Genesim (In Catenis),"deu,lat,grc",7662,urn:cts:greekLit:tlg2959.tlg011.opp-ger1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2959.tlg011.opp-ger1:1.1-1.2/
856,Methodius,Sermo De Simeone Et Anna [Sp.],"grc,deu,lat",4305,urn:cts:greekLit:tlg2959.tlg012.opp-ger1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2959.tlg012.opp-ger1:1.1-1.2/
857,Syntipas,Ιστορικον Συντιπα του Φιλοσοφου Ωραιοτατον Πανυ,"grc,lat",37975,urn:cts:greekLit:tlg3118.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg3118.tlg001.1st1K-grc1:1.1-1.5/
858,Syntipas,Narrationes de Syntipa,"grc,lat",15445,urn:cts:greekLit:tlg3118.tlg002.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg3118.tlg002.1st1K-grc1:praef-4/
859,Theophylactus,In Cyrilli In XII Prophetas,"grc,lat",1517,urn:cts:greekLit:tlg3129.ogl001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg3129.ogl001.1st1K-grc1:1/
860,Joannes Zonaras,Epitome historiarum (lib. 1‑18),"grc,lat",356474,urn:cts:greekLit:tlg3135.tlg001.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg3135.tlg001.opp-grc1:praef.1/
861,Joannes Zonaras,Argumenta,"grc,lat",25833,urn:cts:greekLit:tlg3135.tlg004.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg3135.tlg004.opp-grc1:praef.1/
862,Joannes Zonaras,Chronologia,"grc,lat",1033,urn:cts:greekLit:tlg3135.tlg005.opp-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg3135.tlg005.opp-grc1:1/
863,Anonymi Exegesis in Hesiodi Theogoniam,Exegesis in Hesiodi theogoniam,"grc,lat,deu",13184,urn:cts:greekLit:tlg3156.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg3156.tlg001.1st1K-grc1:praef-36/
864,Marcianus of Heraclea,Periplus Maris Exteri,"grc,lat,deu",11098,urn:cts:greekLit:tlg4003.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg4003.tlg001.1st1K-grc1:1.1.1-1.1.5/
865,Marcianus of Heraclea,Menippi periplus maris interni (epitome Marciani),"grc,lat,deu",2304,urn:cts:greekLit:tlg4003.tlg002.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg4003.tlg002.1st1K-grc1:1.1.1-1.1.5/
866,Marcianus of Heraclea,Artemidori Geographia (Epitome Marciani),"grc,lat,deu",455,urn:cts:greekLit:tlg4003.tlg003.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg4003.tlg003.1st1K-grc1:1.1.1-1.1.5/
