	Cases	Singular	Dual	Plural
0	Nominative	ελδωρ	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
1	Genitive	ελδωρ	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
2	Dative	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
3	Accusative	ελδωρ	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
4	Vocative	ελδωρ	ERROR: Nothing found with those parameters	ERROR: Nothing found with those parameters
